Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,105.161006,[143  22] ; [28 82],[102.6  62.4] ; [68.4 41.6],1
s7,1,0.0,51.750144,[132  28] ; [40 62],[105.03816794  54.96183206] ; [66.96183206 35.03816794],1
s6,1,0.0,43.864368,[147  16] ; [59 48],[124.36296296  38.63703704] ; [81.63703704 25.36296296],1
s5,1,0.0,33.176847,[92 63] ; [25 82],[69.21755725 85.78244275] ; [47.78244275 59.21755725],1
s8,1,0.0,27.810607,[118  47] ; [44 67],[96.84782609 68.15217391] ; [65.15217391 45.84782609],1
a5,1,0.005075,7.852541,[140  26] ; [78 33],[130.64259928  35.35740072] ; [87.35740072 23.64259928],0
a4,1,0.006836,7.315631,[97 69] ; [46 64],[86.00724638 79.99275362] ; [56.99275362 53.00724638],0
p12,1,0.007888,7.058677,[ 29 137] ; [  7 102],[ 21.73090909 144.26909091] ; [14.26909091 94.73090909],0
d1,1,0.008338,6.959435,[121  45] ; [64 47],[110.86642599  55.13357401] ; [74.13357401 36.86642599],0
a3,1,0.009119,6.799451,[135  30] ; [75 35],[126.  39.] ; [84. 26.],0
n2,1,0.009937,6.646154,[22  4] ; [11 11],[17.875  8.125] ; [15.125  6.875],0
s4,1,0.011475,6.390272,[ 35 126] ; [11 99],[ 27.32841328 133.67158672] ; [18.67158672 91.32841328],0
d2,1,0.01406,6.030544,[102  63] ; [52 59],[92.06521739 72.93478261] ; [61.93478261 49.06521739],0
u1,1,0.032078,4.594315,[ 47 119] ; [19 92],[ 39.55234657 126.44765343] ; [26.44765343 84.55234657],0
n6,1,0.03457,4.466288,[158   7] ; [99 12],[153.64130435  11.35869565] ; [103.35869565   7.64130435],0
s1,1,0.03566,4.413292,[ 10 156] ; [  1 107],[  6.66423358 159.33576642] ; [  4.33576642 103.66423358],0
d4,1,0.03881,4.269187,[145  19] ; [88 23],[138.95272727  25.04727273] ; [94.04727273 16.95272727],0
b4,1,0.038817,4.268873,[90 76] ; [74 37],[98.28158845 67.71841155] ; [65.71841155 45.28158845],0
d3,1,0.041035,4.174585,[127  38] ; [73 38],[119.56521739  45.43478261] ; [80.43478261 30.56521739],0
n5,1,0.04394,4.058875,[152  14] ; [92 18],[146.75362319  19.24637681] ; [97.24637681 12.75362319],0
a2,1,0.047918,3.912849,[ 54 112] ; [24 87],[ 46.74368231 119.25631769] ; [31.25631769 79.74368231],0
u4,1,0.048089,3.906856,[  9 157] ; [  1 110],[  5.99277978 160.00722022] ; [  4.00722022 106.99277978],0
p5,1,0.076469,3.138399,[ 40 126] ; [17 94],[ 34.15884477 131.84115523] ; [22.84115523 88.15884477],0
p10,1,0.078358,3.098633,[149  17] ; [89 19],[144.18978102  21.81021898] ; [93.81021898 14.18978102],0
p9,1,0.088164,2.907577,[156  10] ; [97 13],[152.16666667  13.83333333] ; [100.83333333   9.16666667],0
r2,1,0.09578,2.774448,[161   3] ; [103   6],[158.59340659   5.40659341] ; [105.40659341   3.59340659],0
u3,1,0.104943,2.62877,[22  9] ; [18 17],[18.78787879 12.21212121] ; [21.21212121 13.78787879],0
u2,1,0.155786,2.014662,[20 11] ; [17 19],[17.11940299 13.88059701] ; [19.88059701 16.11940299],0
n1,1,0.159639,1.977646,[14 12] ; [ 7 14],[11.61702128 14.38297872] ; [ 9.38297872 11.61702128],0
r3,1,0.184131,1.763961,[157   8] ; [109   2],[159.02173913   5.97826087] ; [106.97826087   4.02173913],0
r1,1,0.187243,1.739176,[143  23] ; [89 22],[139.03249097  26.96750903] ; [92.96750903 18.03249097],0
b2,1,0.193622,1.689839,[55 53] ; [30 43],[50.71823204 57.28176796] ; [34.28176796 38.71823204],0
b3,1,0.193622,1.689839,[55 53] ; [30 43],[50.71823204 57.28176796] ; [34.28176796 38.71823204],0
a1,1,0.204843,1.607506,[ 14 152] ; [  5 106],[ 11.38628159 154.61371841] ; [  7.61371841 103.38628159],0
d5,1,0.27737,1.179931,[141  23] ; [90 21],[137.76  26.24] ; [93.24 17.76],0
a8,1,0.311229,1.025453,[ 27 128] ; [12 83],[ 24.18 130.82] ; [14.82 80.18],0
p11,1,0.333103,0.936796,[133  33] ; [94 17],[136.03610108  29.96389892] ; [90.96389892 20.03610108],0
b1,1,0.358911,0.841699,[72 94] ; [42 69],[68.31768953 97.68231047] ; [45.68231047 65.31768953],0
p2,1,0.387859,0.745644,[149  17] ; [103   8],[151.01805054  14.98194946] ; [100.98194946  10.01805054],0
p3,1,0.399716,0.709181,[115  50] ; [72 39],[111.79347826  53.20652174] ; [75.20652174 35.79347826],0
p4,1,0.46125,0.54286,[138  27] ; [89 22],[135.70652174  29.29347826] ; [91.29347826 19.70652174],0
v4,1,0.514058,0.425797,[161   5] ; [106   5],[160.00722022   5.99277978] ; [106.99277978   4.00722022],0
v2,1,0.557407,0.344213,[100  62] ; [64 46],[97.67647059 64.32352941] ; [66.32352941 43.67647059],0
p7,1,0.598248,0.277646,[136  28] ; [93 16],[137.56776557  26.43223443] ; [91.43223443 17.56776557],0
a6,1,0.651178,0.204419,[108  56] ; [76 35],[109.73090909  54.26909091] ; [74.26909091 36.73090909],0
v1,1,0.660955,0.192366,[107  56] ; [70 41],[105.29562044  57.70437956] ; [71.70437956 39.29562044],0
a7,1,0.693361,0.155471,[121  44] ; [79 32],[119.56521739  45.43478261] ; [80.43478261 30.56521739],0
p1,1,0.783066,0.075804,[ 22 144] ; [16 95],[ 22.77256318 143.22743682] ; [15.22743682 95.77256318],0
v3,1,0.842714,0.039372,[73 87] ; [52 59],[73.80073801 86.19926199] ; [51.19926199 59.80073801],0
b5,1,0.904307,0.014454,[96 70] ; [65 46],[96.48375451 69.51624549] ; [64.51624549 46.48375451],0
r4,1,0.9236,0.009197,[156  10] ; [104   7],[155.81227437  10.18772563] ; [104.18772563   6.81227437],0
p8,1,0.937163,0.006215,[115  51] ; [76 33],[115.29454545  50.70545455] ; [75.70545455 33.29454545],0
n3,1,0.952972,0.003478,[20  6] ; [16  5],[19.91489362  6.08510638] ; [16.08510638  4.91489362],0
