Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,1.5e-05,18.71677,[17 59] ; [46 36],[30.30379747 45.69620253] ; [32.69620253 49.30379747],1
v1,1,0.00159,9.970783,[31 43] ; [55 27],[40.79487179 33.20512821] ; [45.20512821 36.79487179],0
r3,1,0.003686,8.432133,[66 10] ; [79  1],[70.64102564  5.35897436] ; [74.35897436  5.64102564],0
r4,1,0.004185,8.20189,[58 18] ; [76  6],[64.4556962 11.5443038] ; [69.5443038 12.4556962],0
s8,1,0.00463,8.018632,[38 38] ; [59 23],[46.65822785 29.34177215] ; [50.34177215 31.65822785],0
s4,1,0.011176,6.437172,[24 52] ; [12 70],[17.3164557 58.6835443] ; [18.6835443 63.3164557],0
r2,1,0.011588,6.372894,[64 12] ; [76  3],[68.64516129  7.35483871] ; [71.35483871  7.64516129],0
r1,1,0.01851,5.547252,[50 25] ; [68 14],[56.36942675 18.63057325] ; [61.63057325 20.36942675],0
a5,1,0.018986,5.502846,[41 35] ; [59 23],[48.10126582 27.89873418] ; [51.89873418 30.10126582],0
u1,1,0.02219,5.230851,[ 1 75] ; [ 8 74],[ 4.32911392 71.67088608] ; [ 4.67088608 77.32911392],0
a6,1,0.028794,4.779859,[36 40] ; [53 29],[42.81012658 33.18987342] ; [46.18987342 35.81012658],0
p6,1,0.051398,3.795269,[25 50] ; [39 41],[30.96774194 44.03225806] ; [33.03225806 46.96774194],0
p3,1,0.054427,3.699565,[31 45] ; [46 36],[37.03797468 38.96202532] ; [39.96202532 42.03797468],0
n5,1,0.057406,3.61079,[54 22] ; [67 13],[58.94871795 17.05128205] ; [62.05128205 17.94871795],0
v4,1,0.069075,3.304858,[68  7] ; [78  2],[70.64516129  4.35483871] ; [75.35483871  4.64516129],0
p7,1,0.076122,3.145812,[47 27] ; [62 19],[52.03870968 21.96129032] ; [56.96129032 24.03870968],0
n3,1,0.102673,2.663518,[15 10] ; [18  4],[17.55319149  7.44680851] ; [15.44680851  6.55319149],0
s5,1,0.104205,2.639983,[26 48] ; [38 41],[30.95424837 43.04575163] ; [33.04575163 45.95424837],0
d5,1,0.12416,2.364047,[39 37] ; [52 30],[43.7721519 32.2278481] ; [47.2278481 34.7721519],0
n1,1,0.138866,2.190476,[15 10] ; [ 8 13],[12.5 12.5] ; [10.5 10.5],0
p10,1,0.141317,2.163561,[59 16] ; [70 10],[62.41935484 12.58064516] ; [66.58064516 13.41935484],0
a3,1,0.175669,1.833887,[49 27] ; [61 21],[52.91139241 23.08860759] ; [57.08860759 24.91139241],0
p8,1,0.183867,1.766085,[37 39] ; [48 33],[41.14649682 34.85350318] ; [43.85350318 37.14649682],0
n4,1,0.210689,1.566688,[54 21] ; [66 16],[57.32484076 17.67515924] ; [62.67515924 19.32484076],0
s3,1,0.214671,1.539645,[47 28] ; [59 23],[50.63694268 24.36305732] ; [55.36305732 26.63694268],0
d4,1,0.231524,1.431475,[43 33] ; [54 28],[46.65822785 29.34177215] ; [50.34177215 31.65822785],0
s2,1,0.234923,1.410803,[45 31] ; [56 26],[48.58227848 27.41772152] ; [52.41772152 29.58227848],0
s1,1,0.241537,1.3716,[ 6 68] ; [ 3 78],[ 4.29677419 69.70322581] ; [ 4.70322581 76.29677419],0
s6,1,0.251597,1.314412,[57 19] ; [66 14],[59.92307692 16.07692308] ; [63.07692308 16.92307692],0
p2,1,0.254458,1.298662,[64 12] ; [74  8],[66.37974684  9.62025316] ; [71.62025316 10.37974684],0
