Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.023231,5.151152,[26 71] ; [36 48],[33.22651934 63.77348066] ; [28.77348066 55.22651934],0
b1,1,0.029664,4.728681,[38 59] ; [47 38],[45.3021978 51.6978022] ; [39.6978022 45.3021978],0
n6,1,0.052037,3.774584,[72 25] ; [51 33],[65.91712707 31.08287293] ; [57.08287293 26.91712707],0
n4,1,0.066586,3.365232,[66 31] ; [46 38],[60.02209945 36.97790055] ; [51.97790055 32.02209945],0
p9,1,0.068305,3.323283,[42 52] ; [26 57],[36.11299435 57.88700565] ; [31.88700565 51.11299435],0
p1,1,0.080342,3.057971,[ 3 92] ; [ 8 77],[ 5.80555556 89.19444444] ; [ 5.19444444 79.80555556],0
a2,1,0.081438,3.035969,[15 82] ; [22 63],[19.71978022 77.28021978] ; [17.28021978 67.71978022],0
p5,1,0.100869,2.691757,[ 2 95] ; [ 6 79],[ 4.26373626 92.73626374] ; [ 3.73626374 81.26373626],0
s1,1,0.137636,2.204189,[ 3 92] ; [ 7 78],[ 5.27777778 89.72222222] ; [ 4.72222222 80.27777778],0
p6,1,0.150806,2.064084,[30 65] ; [18 64],[25.76271186 69.23728814] ; [22.23728814 59.76271186],0
p2,1,0.155667,2.01582,[69 28] ; [52 33],[64.48901099 32.51098901] ; [56.51098901 28.48901099],0
s8,1,0.162239,1.95323,[30 67] ; [18 65],[25.86666667 71.13333333] ; [22.13333333 60.86666667],0
b5,1,0.226111,1.465161,[59 38] ; [59 26],[62.89010989 34.10989011] ; [55.10989011 29.89010989],0
r4,1,0.228712,1.448856,[85 12] ; [69 16],[82.07692308 14.92307692] ; [71.92307692 13.07692308],0
n1,1,0.242443,1.366331,[10 23] ; [15 19],[12.31343284 20.68656716] ; [12.68656716 21.31343284],0
n2,1,0.249824,1.324288,[25  8] ; [22 13],[22.80882353 10.19117647] ; [24.19117647 10.80882353],0
r1,1,0.278521,1.174293,[75 22] ; [59 25],[71.8121547 25.1878453] ; [62.1878453 21.8121547],0
a5,1,0.281511,1.159779,[54 43] ; [54 31],[57.56043956 39.43956044] ; [50.43956044 34.56043956],0
p4,1,0.324955,0.968899,[38 59] ; [39 45],[41.26519337 55.73480663] ; [35.73480663 48.26519337],0
s3,1,0.350681,0.870991,[42 53] ; [43 41],[45.11173184 49.88826816] ; [39.88826816 44.11173184],0
u3,1,0.369966,0.803779,[23 16] ; [17 18],[21.08108108 17.91891892] ; [18.91891892 16.08108108],0
a7,1,0.382785,0.761737,[59 38] ; [57 28],[61.82417582 35.17582418] ; [54.17582418 30.82417582],0
n3,1,0.382815,0.761642,[25  9] ; [21 12],[23.34328358 10.65671642] ; [22.65671642 10.34328358],0
v4,1,0.412231,0.672357,[89  8] ; [74 10],[87.35359116  9.64640884] ; [75.64640884  8.35359116],0
p7,1,0.414445,0.666012,[46 49] ; [36 49],[43.27777778 51.72222222] ; [38.72222222 46.27777778],0
s6,1,0.426657,0.631906,[48 49] ; [46 37],[50.65555556 46.34444444] ; [43.34444444 39.65555556],0
a8,1,0.434842,0.609855,[14 74] ; [ 9 68],[12.26666667 75.73333333] ; [10.73333333 66.26666667],0
s7,1,0.439413,0.597816,[30 65] ; [29 49],[32.39884393 62.60115607] ; [26.60115607 51.39884393],0
s4,1,0.445055,0.583214,[11 84] ; [13 71],[12.73743017 82.26256983] ; [11.26256983 72.73743017],0
d3,1,0.446729,0.578937,[57 40] ; [54 30],[59.48618785 37.51381215] ; [51.51381215 32.48618785],0
b2,1,0.504473,0.445515,[21 44] ; [13 36],[19.38596491 45.61403509] ; [14.61403509 34.38596491],0
b3,1,0.504473,0.445515,[21 44] ; [13 36],[19.38596491 45.61403509] ; [14.61403509 34.38596491],0
v2,1,0.548818,0.359439,[45 49] ; [36 47],[43.01694915 50.98305085] ; [37.98305085 45.01694915],0
b4,1,0.575034,0.314332,[61 36] ; [50 35],[59.15934066 37.84065934] ; [51.84065934 33.15934066],0
v1,1,0.585045,0.298149,[40 55] ; [32 52],[38.2122905 56.7877095] ; [33.7877095 50.2122905],0
a1,1,0.59361,0.284742,[ 5 92] ; [ 3 82],[ 4.26373626 92.73626374] ; [ 3.73626374 81.26373626],0
n5,1,0.613092,0.255697,[51 46] ; [41 43],[49.3038674 47.6961326] ; [42.6961326 41.3038674],0
a6,1,0.615323,0.252496,[59 38] ; [48 36],[57.34254144 39.65745856] ; [49.65745856 34.34254144],0
s2,1,0.641012,0.217421,[33 62] ; [32 52],[34.4972067 60.5027933] ; [30.5027933 53.4972067],0
p8,1,0.643406,0.214315,[34 62] ; [27 57],[32.53333333 63.46666667] ; [28.46666667 55.53333333],0
d5,1,0.666539,0.185677,[70 27] ; [63 21],[71.27624309 25.72375691] ; [61.72375691 22.27624309],0
u2,1,0.676237,0.174393,[18 20] ; [14 19],[17.12676056 20.87323944] ; [14.87323944 18.12676056],0
r2,1,0.798662,0.065065,[88  8] ; [77  8],[87.51381215  8.48618785] ; [77.48618785  7.51381215],0
d2,1,0.81893,0.052405,[48 49] ; [43 41],[48.7679558 48.2320442] ; [42.2320442 41.7679558],0
u4,1,0.869264,0.027091,[ 3 94] ; [ 3 82],[ 3.1978022 93.8021978] ; [ 2.8021978 82.1978022],0
d4,1,0.873001,0.025551,[75 22] ; [65 18],[75.44444444 21.55555556] ; [64.55555556 18.44444444],0
a4,1,0.878959,0.023192,[40 57] ; [36 49],[40.50549451 56.49450549] ; [35.49450549 49.50549451],0
s5,1,0.879593,0.022948,[19 74] ; [16 66],[18.6 74.4] ; [16.4 65.6],0
d1,1,0.897348,0.016644,[47 50] ; [42 43],[47.43406593 49.56593407] ; [41.56593407 43.43406593],0
v3,1,0.94836,0.004195,[27 69] ; [22 55],[27.19075145 68.80924855] ; [21.80924855 55.19075145],0
a3,1,0.970542,0.001364,[58 39] ; [50 34],[57.87845304 39.12154696] ; [50.12154696 33.87845304],0
u1,1,0.974731,0.001003,[15 82] ; [13 72],[14.92307692 82.07692308] ; [13.07692308 71.92307692],0
