Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.1e-05,19.273834,[62 78] ; [30  5],[73.6 66.4] ; [18.4 16.6],1
s2,1,5.5e-05,16.265708,[40 98] ; [23 12],[50.25433526 87.74566474] ; [12.74566474 22.25433526],1
s7,1,0.000668,11.57749,[37 96] ; [20 14],[45.39520958 87.60479042] ; [11.60479042 22.39520958],1
s3,1,0.002822,8.919154,[58 80] ; [24 10],[65.79069767 72.20930233] ; [16.20930233 17.79069767],0
a8,1,0.003727,8.41233,[ 12 116] ; [ 9 22],[ 16.90566038 111.09433962] ; [ 4.09433962 26.90566038],0
s4,1,0.009761,6.678037,[ 13 125] ; [ 9 26],[ 17.54913295 120.45086705] ; [ 4.45086705 30.54913295],0
p5,1,0.029891,4.715569,[  4 136] ; [ 4 31],[  6.4 133.6] ; [ 1.6 33.4],0
p4,1,0.050392,3.828377,[54 85] ; [20 15],[59.11494253 79.88505747] ; [14.88505747 20.11494253],0
s8,1,0.067316,3.347285,[ 31 109] ; [13 22],[ 35.2 104.8] ; [ 8.8 26.2],0
v2,1,0.076414,3.139575,[57 79] ; [20 14],[61.6 74.4] ; [15.4 18.6],0
d4,1,0.078087,3.104271,[103  35] ; [31  4],[106.89017341  31.10982659] ; [27.10982659  7.89017341],0
a7,1,0.099353,2.715899,[93 47] ; [18 17],[88.8 51.2] ; [22.2 12.8],0
v3,1,0.124145,2.364226,[33 99] ; [13 21],[36.57831325 95.42168675] ; [ 9.42168675 24.57831325],0
p9,1,0.128515,2.310347,[49 89] ; [16 16],[52.76470588 85.23529412] ; [12.23529412 19.76470588],0
r2,1,0.146534,2.107968,[124  15] ; [34  1],[126.2183908  12.7816092] ; [31.7816092  3.2183908],0
b4,1,0.162782,1.948186,[82 58] ; [25 10],[85.6 54.4] ; [21.4 13.6],0
v1,1,0.163509,1.941472,[51 87] ; [17 17],[54.55813953 83.44186047] ; [13.44186047 20.55813953],0
p3,1,0.181135,1.788284,[43 96] ; [15 20],[46.33333333 92.66666667] ; [11.66666667 23.33333333],0
p7,1,0.208505,1.581778,[61 78] ; [19 15],[64.27745665 74.72254335] ; [15.72254335 18.27745665],0
d5,1,0.214875,1.538274,[101  38] ; [29  6],[103.85057471  35.14942529] ; [26.14942529  8.85057471],0
u2,1,0.232923,1.422925,[27 28] ; [4 9],[25.07352941 29.92647059] ; [5.92647059 7.07352941],0
n2,1,0.271712,1.208086,[35 19] ; [9 2],[36.55384615 17.44615385] ; [7.44615385 3.55384615],0
a6,1,0.295544,1.094191,[85 54] ; [18 17],[82.2816092 56.7183908] ; [20.7183908 14.2816092],0
a5,1,0.397155,0.716922,[81 59] ; [23 12],[83.2 56.8] ; [20.8 14.2],0
s1,1,0.421842,0.645178,[  7 132] ; [ 3 32],[  7.98850575 131.01149425] ; [ 2.01149425 32.98850575],0
p6,1,0.431355,0.619173,[ 36 100] ; [ 7 28],[ 34.19883041 101.80116959] ; [ 8.80116959 26.19883041],0
b1,1,0.448019,0.575658,[62 78] ; [18 17],[64. 76.] ; [16. 19.],0
r4,1,0.463898,0.536474,[117  23] ; [31  4],[118.4  21.6] ; [29.6  5.4],0
n6,1,0.472487,0.516155,[94 46] ; [25  9],[95.74712644 44.25287356] ; [23.25287356 10.74712644],0
a4,1,0.488457,0.479923,[55 85] ; [16 19],[56.8 83.2] ; [14.2 20.8],0
d3,1,0.501582,0.451587,[88 51] ; [20 15],[86.27586207 52.72413793] ; [21.72413793 13.27586207],0
n1,1,0.520047,0.413801,[19 35] ; [5 6],[19.93846154 34.06153846] ; [4.06153846 6.93846154],0
p12,1,0.564525,0.331931,[  2 137] ; [ 1 34],[  2.39655172 136.60344828] ; [ 0.60344828 34.39655172],0
d2,1,0.623211,0.24138,[69 70] ; [19 16],[70.29885057 68.70114943] ; [17.70114943 17.29885057],0
r1,1,0.649658,0.206332,[102  37] ; [27  8],[103.05172414  35.94827586] ; [25.94827586  9.05172414],0
b3,1,0.654366,0.20044,[23 60] ; [ 9 19],[23.92792793 59.07207207] ; [ 8.07207207 19.92792793],0
b2,1,0.654366,0.20044,[23 60] ; [ 9 19],[23.92792793 59.07207207] ; [ 8.07207207 19.92792793],0
n3,1,0.66719,0.184907,[35 18] ; [8 3],[35.609375 17.390625] ; [7.390625 3.609375],0
u3,1,0.679072,0.171172,[32 25] ; [7 7],[31.30985915 25.69014085] ; [7.69014085 6.30985915],0
a1,1,0.699676,0.14881,[  6 134] ; [ 1 34],[  5.6 134.4] ; [ 1.4 33.6],0
v4,1,0.69991,0.148565,[124  15] ; [32  3],[124.62068966  14.37931034] ; [31.37931034  3.62068966],0
a2,1,0.708392,0.139888,[ 28 112] ; [ 8 27],[ 28.8 111.2] ; [ 7.2 27.8],0
a3,1,0.79146,0.069916,[83 57] ; [21 13],[83.67816092 56.32183908] ; [20.32183908 13.67816092],0
p8,1,0.810106,0.057739,[48 91] ; [11 23],[47.40462428 91.59537572] ; [11.59537572 22.40462428],0
b5,1,0.813256,0.055804,[89 51] ; [23 12],[89.6 50.4] ; [22.4 12.6],0
n5,1,0.815754,0.054293,[71 69] ; [18 16],[71.6091954 68.3908046] ; [17.3908046 16.6091954],0
u1,1,0.836637,0.042517,[ 22 118] ; [ 6 29],[ 22.4 117.6] ; [ 5.6 29.4],0
p11,1,0.879593,0.022948,[74 66] ; [19 16],[74.4 65.6] ; [18.6 16.4],0
d1,1,0.879827,0.022858,[70 70] ; [17 18],[69.6 70.4] ; [17.4 17.6],0
p1,1,0.899015,0.016105,[  9 130] ; [ 2 32],[  8.83815029 130.16184971] ; [ 2.16184971 31.83815029],0
p2,1,0.936275,0.006392,[93 47] ; [23 12],[92.8 47.2] ; [23.2 11.8],0
n4,1,0.971179,0.001305,[86 54] ; [21 13],[86.09195402 53.90804598] ; [20.90804598 13.09195402],0
