Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,2.6e-05,17.658243,[13 29] ; [71 32],[24.33103448 17.66896552] ; [59.66896552 43.33103448],1
n4,1,0.000147,14.416524,[17 26] ; [75 28],[27.09589041 15.90410959] ; [64.90410959 38.09589041],1
r4,1,0.000477,12.205092,[23 20] ; [84 19],[31.51369863 11.48630137] ; [75.48630137 27.51369863],1
p11,1,0.000734,11.400946,[14 29] ; [65 38],[23.26712329 19.73287671] ; [55.73287671 47.26712329],1
v4,1,0.000981,10.863436,[28 15] ; [91 12],[35.04794521  7.95205479] ; [83.95205479 19.04794521],1
u1,1,0.002164,9.404879,[ 1 42] ; [24 79],[ 7.3630137 35.6369863] ; [17.6369863 85.3630137],0
s8,1,0.006674,7.358715,[ 8 35] ; [43 59],[15.12413793 27.87586207] ; [35.87586207 66.12413793],0
r3,1,0.0092,6.783648,[31 12] ; [92 11],[36.2260274  6.7739726] ; [86.7739726 16.2260274],0
r2,1,0.009758,6.678532,[32 10] ; [92  8],[36.67605634  5.32394366] ; [87.32394366 12.67605634],0
s6,1,0.023532,5.128808,[16 26] ; [60 42],[22.16666667 19.83333333] ; [53.83333333 48.16666667],0
s3,1,0.039986,4.218459,[25 17] ; [42 61],[19.40689655 22.59310345] ; [47.59310345 55.40689655],0
p4,1,0.063802,3.435682,[ 8 34] ; [35 66],[12.62937063 29.37062937] ; [30.37062937 70.62937063],0
s7,1,0.072074,3.235152,[11 28] ; [44 54],[15.65693431 23.34306569] ; [39.34306569 58.65693431],0
p10,1,0.087396,2.921702,[19 23] ; [62 40],[23.625 18.375] ; [57.375 44.625],0
s1,1,0.09205,2.838157,[ 4 38] ; [  3 100],[ 2.02758621 39.97241379] ; [ 4.97241379 98.02758621],0
v3,1,0.097747,2.741919,[ 9 31] ; [36 61],[13.13868613 26.86131387] ; [31.86131387 65.13868613],0
s5,1,0.113532,2.50435,[ 7 32] ; [31 68],[10.73913043 28.26086957] ; [27.26086957 71.73913043],0
b4,1,0.146039,2.113141,[22 21] ; [66 37],[25.91780822 17.08219178] ; [62.08219178 40.91780822],0
a7,1,0.162371,1.952003,[24 19] ; [70 33],[27.68493151 15.31506849] ; [66.31506849 36.68493151],0
p3,1,0.201375,1.632377,[ 9 33] ; [33 70],[12.16551724 29.83448276] ; [29.83448276 73.16551724],0
d1,1,0.210332,1.56914,[25 18] ; [71 32],[28.2739726 14.7260274] ; [67.7260274 35.2739726],0
a6,1,0.219302,1.508933,[22 21] ; [64 39],[25.32876712 17.67123288] ; [60.67123288 42.32876712],0
p9,1,0.225858,1.466756,[21 21] ; [61 39],[24.25352113 17.74647887] ; [57.74647887 42.25352113],0
v2,1,0.251541,1.314725,[18 23] ; [54 45],[21.08571429 19.91428571] ; [50.91428571 48.08571429],0
d3,1,0.268494,1.224426,[26 17] ; [72 31],[28.8630137 14.1369863] ; [69.1369863 33.8630137],0
n2,1,0.279976,1.167205,[14  9] ; [26  9],[15.86206897  7.13793103] ; [24.13793103 10.86206897],0
a2,1,0.287265,1.132397,[ 7 36] ; [25 78],[ 9.42465753 33.57534247] ; [22.57534247 80.42465753],0
b1,1,0.330088,0.948551,[23 20] ; [46 57],[20.32191781 22.67808219] ; [48.67808219 54.32191781],0
d5,1,0.338203,0.917231,[33 10] ; [86 17],[35.04794521  7.95205479] ; [83.95205479 19.04794521],0
u2,1,0.348928,0.877352,[10  4] ; [17 13],[8.59090909 5.40909091] ; [18.40909091 11.59090909],0
p5,1,0.363258,0.826598,[ 1 41] ; [ 6 94],[ 2.07042254 39.92957746] ; [ 4.92957746 95.07042254],0
p12,1,0.380115,0.77033,[ 1 41] ; [ 6 97],[ 2.02758621 39.97241379] ; [ 4.97241379 98.02758621],0
a4,1,0.392431,0.731396,[19 24] ; [53 49],[21.35172414 21.64827586] ; [50.64827586 51.35172414],0
a8,1,0.400129,0.70794,[ 5 38] ; [ 7 89],[ 3.71223022 39.28776978] ; [ 8.28776978 87.71223022],0
a5,1,0.401788,0.702967,[27 16] ; [72 31],[29.15753425 13.84246575] ; [69.84246575 33.15753425],0
b2,1,0.408455,0.683294,[ 9 19] ; [28 40],[10.79166667 17.20833333] ; [26.20833333 41.79166667],0
b3,1,0.408455,0.683294,[ 9 19] ; [28 40],[10.79166667 17.20833333] ; [26.20833333 41.79166667],0
p6,1,0.424658,0.637389,[ 6 35] ; [21 82],[ 7.6875 33.3125] ; [19.3125 83.6875],0
