Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,132.781835,[46 94] ; [258  38],[97.6146789 42.3853211] ; [206.3853211  89.6146789],1
n6,1,0.0,37.806001,[86 54] ; [258  38],[110.4587156  29.5412844] ; [233.5412844  62.4587156],1
a4,1,3e-05,17.397461,[ 37 103] ; [140 155],[56.96551724 83.03448276] ; [120.03448276 174.96551724],1
a2,1,5.6e-05,16.220439,[ 19 121] ; [ 94 203],[ 36.201373 103.798627] ; [ 76.798627 220.201373],1
v1,1,0.000211,13.732843,[43 91] ; [147 139],[60.61904762 73.38095238] ; [129.38095238 156.61904762],1
p11,1,0.000216,13.682803,[88 52] ; [236  61],[103.798627  36.201373] ; [220.201373  76.798627],1
p10,1,0.000248,13.430711,[91 46] ; [242  52],[105.84918794  31.15081206] ; [227.15081206  66.84918794],1
p4,1,0.000482,12.18312,[49 91] ; [156 139],[65.97701149 74.02298851] ; [139.02298851 155.97701149],1
a5,1,0.000878,11.069582,[86 54] ; [228  69],[100.59496568  39.40503432] ; [213.40503432  83.59496568],1
r4,1,0.002513,9.131271,[113  27] ; [270  27],[122.70022883  17.29977117] ; [260.29977117  36.70022883],0
p3,1,0.002516,9.128662,[ 39 101] ; [127 169],[53.30275229 86.69724771] ; [112.69724771 183.30275229],0
s7,1,0.002586,9.078878,[38 96] ; [123 158],[51.98554217 82.01445783] ; [109.01445783 171.98554217],0
n1,1,0.002838,8.908772,[ 7 33] ; [30 35],[14.0952381 25.9047619] ; [22.9047619 42.0952381],0
d2,1,0.0079,7.055957,[51 89] ; [148 148],[63.89908257 76.10091743] ; [135.10091743 160.89908257],0
a8,1,0.009553,6.716394,[ 10 118] ; [ 47 220],[ 18.47088608 109.52911392] ; [ 38.52911392 228.47088608],0
a6,1,0.014189,6.014426,[95 45] ; [233  63],[105.32110092  34.67889908] ; [222.67889908  73.32110092],0
p9,1,0.015807,5.824203,[99 37] ; [242  50],[108.35514019  27.64485981] ; [232.64485981  59.35514019],0
n2,1,0.016033,5.799287,[23 16] ; [54 13],[28.33018868 10.66981132] ; [48.66981132 18.33018868],0
u1,1,0.016109,5.790964,[ 16 124] ; [ 62 235],[ 24.98855835 115.01144165] ; [ 53.01144165 243.98855835],0
s3,1,0.022156,5.233468,[61 77] ; [163 128],[72.05594406 65.94405594] ; [151.94405594 139.05594406],0
s8,1,0.024911,5.030053,[ 38 102] ; [112 182],[48.38709677 91.61290323] ; [101.61290323 192.38709677],0
s6,1,0.02494,5.028062,[76 63] ; [193 100],[86.55324074 52.44675926] ; [182.44675926 110.55324074],0
r2,1,0.033279,4.531366,[124  14] ; [281  14],[129.07621247   8.92378753] ; [275.92378753  19.07621247],0
v3,1,0.039368,4.244923,[39 93] ; [114 171],[48.43165468 83.56834532] ; [104.56834532 180.43165468],0
