Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,201.051734,[ 33 217] ; [258 103],[119.06710311 130.93289689] ; [171.93289689 189.06710311],1
d3,1,0.0,165.190311,[ 96 154] ; [318  44],[169.11764706  80.88235294] ; [244.88235294 117.11764706],1
d5,1,0.0,157.598115,[146 105] ; [354   7],[205.06535948  45.93464052] ; [294.93464052  66.06535948],1
d4,1,0.0,150.00644,[153  98] ; [356   5],[208.75653595  42.24346405] ; [300.24346405  60.75653595],1
a2,1,0.0,63.644844,[ 18 233] ; [127 236],[ 59.2752443 191.7247557] ; [ 85.7247557 277.2752443],1
a4,1,0.0,63.388096,[ 64 187] ; [210 152],[112.19249592 138.80750408] ; [161.80750408 200.19249592],1
u1,1,0.0,49.754841,[ 10 241] ; [ 93 270],[ 42.10586319 208.89413681] ; [ 60.89413681 302.10586319],1
a5,1,0.0,37.938444,[156  95] ; [305  58],[188.45439739  62.54560261] ; [272.54560261  90.45439739],1
a3,1,0.0,28.574322,[154  97] ; [292  69],[182.91830065  68.08169935] ; [263.08169935  97.91830065],1
n4,1,3.5e-05,17.145868,[181  70] ; [311  52],[201.12703583  49.87296417] ; [290.87296417  72.12703583],1
r1,1,4e-05,16.892541,[182  68] ; [311  50],[201.71849427  48.28150573] ; [291.28150573  69.71849427],1
r2,1,0.000304,13.045771,[224  24] ; [347  10],[234.06280992  13.93719008] ; [336.93719008  20.06280992],1
a7,1,0.000615,11.731045,[166  84] ; [286  77],[184.33931485  65.66068515] ; [267.66068515  95.33931485],1
r4,1,0.000931,10.960182,[214  37] ; [339  24],[226.06351792  24.93648208] ; [326.93648208  36.06351792],1
a6,1,0.001729,9.81718,[155  96] ; [266  95],[172.66503268  78.33496732] ; [248.33496732 112.66503268],0
v3,1,0.001752,9.792625,[ 88 160] ; [166 177],[106.58544839 141.41455161] ; [147.41455161 195.58544839],0
s2,1,0.002499,9.141099,[105 145] ; [196 164],[123.36065574 126.63934426] ; [177.63934426 182.36065574],0
v2,1,0.003291,8.638869,[125 112] ; [227 123],[142.11925043  94.88074957] ; [209.88074957 140.11925043],0
p4,1,0.005584,7.679887,[139 111] ; [240 120],[155.32786885  94.67213115] ; [223.67213115 136.32786885],0
s5,1,0.006923,7.292887,[ 64 183] ; [127 222],[ 79.15604027 167.84395973] ; [111.84395973 237.15604027],0
s8,1,0.009906,6.651757,[100 151] ; [181 178],[115.62459016 135.37540984] ; [165.37540984 193.62459016],0
p3,1,0.010067,6.622924,[115 136] ; [203 157],[130.63502455 120.36497545] ; [187.36497545 172.63502455],0
s3,1,0.019307,5.473456,[121 127] ; [208 148],[135.08609272 112.91390728] ; [193.91390728 162.08609272],0
u4,1,0.020554,5.364245,[  1 250] ; [ 11 352],[  4.90553746 246.09446254] ; [  7.09446254 355.90553746],0
p12,1,0.040712,4.187969,[ 16 233] ; [ 41 321],[ 23.22913257 225.77086743] ; [ 33.77086743 328.22913257],0
n6,1,0.049836,3.846969,[206  43] ; [318  42],[214.24630542  34.75369458] ; [309.75369458  50.24630542],0
v1,1,0.057479,3.608671,[127 116] ; [211 140],[138.27272727 104.72727273] ; [199.72727273 151.27272727],0
r3,1,0.068898,3.309091,[232  17] ; [349  13],[236.77414075  12.22585925] ; [344.22585925  17.77414075],0
