Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-06,23.771906,[11 31] ; [45 15],[23.05882353 18.94117647] ; [32.94117647 27.05882353],1
d5,1,7.8e-05,15.600069,[17 25] ; [48 13],[26.50485437 15.49514563] ; [38.49514563 22.50485437],1
a2,1,0.000287,13.154822,[ 1 41] ; [19 42],[ 8.15533981 33.84466019] ; [11.84466019 49.15533981],1
a5,1,0.000376,12.648965,[14 28] ; [42 19],[22.83495146 19.16504854] ; [33.16504854 27.83495146],1
d1,1,0.001286,10.362392,[10 32] ; [34 27],[17.94174757 24.05825243] ; [26.05825243 34.94174757],0
a6,1,0.002858,8.896211,[18 24] ; [44 17],[25.2815534 16.7184466] ; [36.7184466 24.2815534],0
r4,1,0.003036,8.785805,[13 29] ; [37 24],[20.38834951 21.61165049] ; [29.61165049 31.38834951],0
r3,1,0.003349,8.60693,[19 23] ; [45 16],[26.09708738 15.90291262] ; [37.90291262 23.09708738],0
b5,1,0.016548,5.743673,[19 23] ; [42 19],[24.87378641 17.12621359] ; [36.12621359 24.87378641],0
a4,1,0.018327,5.564658,[10 31] ; [29 32],[15.67647059 25.32352941] ; [23.32352941 37.67647059],0
r2,1,0.022439,5.21139,[26 14] ; [50  9],[30.70707071  9.29292929] ; [45.29292929 13.70707071],0
a3,1,0.026447,4.926565,[21 20] ; [43 16],[26.24 14.76] ; [37.76 21.24],0
r1,1,0.044234,4.047619,[16 26] ; [35 25],[21. 21.] ; [30. 30.],0
d4,1,0.063397,3.446222,[23 18] ; [45 16],[27.33333333 13.66666667] ; [40.66666667 20.33333333],0
d2,1,0.068399,3.321021,[14 27] ; [32 29],[18.49019608 22.50980392] ; [27.50980392 33.49019608],0
p6,1,0.082226,3.020339,[ 4 36] ; [14 45],[ 7.27272727 32.72727273] ; [10.72727273 48.27272727],0
s5,1,0.087498,2.91982,[ 1 40] ; [ 7 52],[ 3.28 37.72] ; [ 4.72 54.28],0
p9,1,0.104305,2.638456,[13 26] ; [29 29],[16.88659794 22.11340206] ; [25.11340206 32.88659794],0
b3,1,0.131508,2.274616,[12 12] ; [10 23],[ 9.26315789 14.73684211] ; [12.73684211 20.26315789],0
b2,1,0.131508,2.274616,[12 12] ; [10 23],[ 9.26315789 14.73684211] ; [12.73684211 20.26315789],0
v4,1,0.134469,2.240136,[26 15] ; [47 14],[29.34313725 11.65686275] ; [43.65686275 17.34313725],0
p3,1,0.15748,1.998256,[ 7 35] ; [17 42],[ 9.98019802 32.01980198] ; [14.01980198 44.98019802],0
u1,1,0.15942,1.979715,[ 2 40] ; [ 8 53],[ 4.0776699 37.9223301] ; [ 5.9223301 55.0776699],0
u3,1,0.169849,1.884276,[ 4 17] ; [ 7 11],[ 5.92307692 15.07692308] ; [ 5.07692308 12.92307692],0
p10,1,0.181887,1.782134,[12 29] ; [25 34],[15.17 25.83] ; [21.83 37.17],0
v2,1,0.197959,1.657365,[ 8 32] ; [19 41],[10.8 29.2] ; [16.2 43.8],0
b1,1,0.198841,1.650868,[24 18] ; [27 34],[20.7961165 21.2038835] ; [30.2038835 30.7961165],0
a8,1,0.202152,1.626757,[ 1 38] ; [ 5 50],[ 2.4893617 36.5106383] ; [ 3.5106383 51.4893617],0
p4,1,0.285924,1.138716,[ 7 33] ; [16 44],[ 9.2 30.8] ; [13.8 46.2],0
p8,1,0.290746,1.116164,[ 8 33] ; [17 42],[10.25 30.75] ; [14.75 44.25],0
p7,1,0.300606,1.071505,[11 30] ; [22 38],[13.3960396 27.6039604] ; [19.6039604 40.3960396],0
n4,1,0.302874,1.061499,[27 15] ; [33 28],[24.46601942 17.53398058] ; [35.53398058 25.46601942],0
u2,1,0.309078,1.034612,[ 5 16] ; [ 7 11],[ 6.46153846 14.53846154] ; [ 5.53846154 12.46153846],0
p1,1,0.332444,0.939355,[ 1 41] ; [ 4 57],[ 2.03883495 39.96116505] ; [ 2.96116505 58.03883495],0
n3,1,0.337605,0.919506,[ 8 12] ; [10  8],[ 9.47368421 10.52631579] ; [8.52631579 9.47368421],0
a1,1,0.344956,0.891926,[ 5 37] ; [ 4 57],[ 3.66990291 38.33009709] ; [ 5.33009709 55.66990291],0
n1,1,0.411868,0.673401,[ 7 15] ; [ 8 10],[ 8.25 13.75] ; [ 6.75 11.25],0
n5,1,0.431248,0.61946,[26 16] ; [33 28],[24.05825243 17.94174757] ; [34.94174757 26.05825243],0
s8,1,0.465506,0.532624,[ 3 39] ; [ 7 54],[ 4.0776699 37.9223301] ; [ 5.9223301 55.0776699],0
s7,1,0.46595,0.531565,[ 5 32] ; [11 46],[ 6.29787234 30.70212766] ; [ 9.70212766 47.29787234],0
s3,1,0.495728,0.46407,[13 27] ; [16 45],[11.48514851 28.51485149] ; [17.51485149 43.48514851],0
v1,1,0.501345,0.452088,[ 9 32] ; [17 44],[10.45098039 30.54901961] ; [15.54901961 45.45098039],0
s2,1,0.525651,0.402791,[ 5 37] ; [10 51],[ 6.11650485 35.88349515] ; [ 8.88349515 52.11650485],0
s4,1,0.576694,0.31161,[ 4 38] ; [ 8 53],[ 4.89320388 37.10679612] ; [ 7.10679612 53.89320388],0
n2,1,0.646623,0.210185,[12 10] ; [ 9 10],[11.26829268 10.73170732] ; [9.73170732 9.26829268],0
b4,1,0.682332,0.167512,[21 21] ; [33 28],[22.01941748 19.98058252] ; [31.98058252 29.01941748],0
p2,1,0.757906,0.095007,[19 23] ; [29 31],[19.76470588 22.23529412] ; [28.23529412 31.76470588],0
s1,1,0.814689,0.054935,[ 4 38] ; [ 5 56],[ 3.66990291 38.33009709] ; [ 5.33009709 55.66990291],0
v3,1,0.8273,0.047596,[ 9 30] ; [15 45],[ 9.45454545 29.54545455] ; [14.54545455 45.45454545],0
n6,1,0.968408,0.001569,[20 21] ; [30 31],[20.09803922 20.90196078] ; [29.90196078 31.09803922],0
