Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,48.257461,[15 55] ; [60 16],[35.95890411 34.04109589] ; [39.04109589 36.95890411],1
d5,1,0.0,38.839477,[39 31] ; [74  1],[54.55172414 15.44827586] ; [58.44827586 16.55172414],1
a4,1,0.0,29.712216,[16 53] ; [52 24],[32.35862069 36.64137931] ; [35.64137931 40.35862069],1
d3,1,0.0,27.979082,[20 50] ; [55 21],[35.95890411 34.04109589] ; [39.04109589 36.95890411],1
a5,1,2e-06,22.796869,[34 36] ; [65 11],[47.46575342 22.53424658] ; [51.53424658 24.46575342],1
a3,1,0.000649,11.629919,[40 30] ; [63 13],[49.38356164 20.61643836] ; [53.61643836 22.38356164],1
s5,1,0.004646,8.012161,[20 46] ; [39 33],[28.2173913 37.7826087] ; [30.7826087 41.2173913],0
r4,1,0.005662,7.654973,[50 20] ; [68  8],[56.57534247 13.42465753] ; [61.42465753 14.57534247],0
p9,1,0.011579,6.37416,[54 16] ; [70  6],[59.45205479 10.54794521] ; [64.54794521 11.45205479],0
r2,1,0.017199,5.675917,[55 14] ; [69  5],[59.83216783  9.16783217] ; [64.16783217  9.83216783],0
n6,1,0.018977,5.50364,[51 19] ; [67  9],[56.57534247 13.42465753] ; [61.42465753 14.57534247],0
p6,1,0.021549,5.281849,[25 44] ; [41 33],[31.84615385 37.15384615] ; [34.15384615 39.84615385],0
p8,1,0.03015,4.7007,[37 32] ; [54 22],[43.30344828 25.69655172] ; [47.69655172 28.30344828],0
b1,1,0.032763,4.558115,[30 40] ; [46 30],[36.43835616 33.56164384] ; [39.56164384 36.43835616],0
a2,1,0.039891,4.222509,[ 2 68] ; [ 9 67],[ 5.2739726 64.7260274] ; [ 5.7260274 70.2739726],0
r3,1,0.050207,3.834528,[61  9] ; [73  3],[64.24657534  5.75342466] ; [69.75342466  6.24657534],0
n4,1,0.058392,3.582463,[51 19] ; [65 11],[55.61643836 14.38356164] ; [60.38356164 15.61643836],0
v4,1,0.060202,3.531805,[59 10] ; [72  4],[62.33793103  6.66206897] ; [68.66206897  7.33793103],0
s4,1,0.062631,3.466301,[ 9 61] ; [19 57],[13.42465753 56.57534247] ; [14.57534247 61.42465753],0
s6,1,0.066203,3.374747,[43 23] ; [60 16],[47.87323944 18.12676056] ; [55.12676056 20.87323944],0
a1,1,0.06771,3.337684,[ 1 69] ; [ 6 70],[ 3.35616438 66.64383562] ; [ 3.64383562 72.35616438],0
s8,1,0.074614,3.17849,[33 37] ; [47 29],[38.35616438 31.64383562] ; [41.64383562 34.35616438],0
n5,1,0.088998,2.892409,[52 18] ; [65 11],[56.09589041 13.90410959] ; [60.90410959 15.09589041],0
s2,1,0.104964,2.628448,[33 37] ; [46 30],[37.87671233 32.12328767] ; [41.12328767 34.87671233],0
b5,1,0.152024,2.051821,[34 36] ; [28 48],[29.7260274 40.2739726] ; [32.2739726 43.7260274],0
r1,1,0.158684,1.986727,[45 25] ; [57 19],[48.90410959 21.09589041] ; [53.09589041 22.90410959],0
p10,1,0.183426,1.769641,[52 17] ; [64 12],[55.2 13.8] ; [60.8 15.2],0
v3,1,0.204331,1.611144,[25 43] ; [35 39],[28.73239437 39.26760563] ; [31.26760563 42.73239437],0
p11,1,0.208118,1.584473,[51 19] ; [62 14],[54.17808219 15.82191781] ; [58.82191781 17.17808219],0
a6,1,0.216296,1.52878,[29 41] ; [24 52],[25.4109589 44.5890411] ; [27.5890411 48.4109589],0
p3,1,0.217639,1.519872,[42 28] ; [53 23],[45.54794521 24.45205479] ; [49.45205479 26.54794521],0
b4,1,0.25922,1.27292,[34 36] ; [44 32],[37.39726027 32.60273973] ; [40.60273973 35.39726027],0
p2,1,0.270354,1.214952,[54 15] ; [64 11],[56.54166667 12.45833333] ; [61.45833333 13.54166667],0
u3,1,0.272716,1.203036,[13 17] ; [8 5],[14.65116279 15.34883721] ; [6.34883721 6.65116279],0
p5,1,0.327549,0.958564,[11 58] ; [17 59],[13.32413793 55.67586207] ; [14.67586207 61.32413793],0
s7,1,0.333801,0.934096,[38 30] ; [46 26],[40.8 27.2] ; [43.2 28.8],0
s1,1,0.347664,0.881966,[ 4 65] ; [ 2 73],[ 2.875 66.125] ; [ 3.125 71.875],0
v2,1,0.355826,0.852571,[31 36] ; [40 34],[33.73758865 33.26241135] ; [37.26241135 36.73758865],0
a8,1,0.443711,0.586667,[10 56] ; [ 8 66],[ 8.48571429 57.51428571] ; [ 9.51428571 64.48571429],0
n2,1,0.529368,0.395604,[16  5] ; [10  5],[15.16666667  5.83333333] ; [10.83333333  4.16666667],0
v1,1,0.638616,0.220557,[35 33] ; [41 33],[36.3943662 31.6056338] ; [39.6056338 34.3943662],0
n3,1,0.65564,0.198864,[15  6] ; [9 5],[14.4  6.6] ; [9.6 4.4],0
p1,1,0.70933,0.138947,[ 6 63] ; [ 8 68],[ 6.66206897 62.33793103] ; [ 7.33793103 68.66206897],0
s3,1,0.754424,0.097851,[40 29] ; [46 30],[40.92413793 28.07586207] ; [45.07586207 30.92413793],0
u2,1,0.768676,0.086499,[16 14] ; [7 5],[16.42857143 13.57142857] ; [6.57142857 5.42857143],0
n1,1,0.84519,0.038126,[10 10] ; [8 7],[10.28571429  9.71428571] ; [7.71428571 7.28571429],0
p12,1,0.845494,0.037974,[ 4 65] ; [ 5 71],[ 4.28275862 64.71724138] ; [ 4.71724138 71.28275862],0
b2,1,0.849424,0.036044,[19 28] ; [22 30],[19.46464646 27.53535354] ; [21.53535354 30.46464646],0
b3,1,0.849424,0.036044,[19 28] ; [22 30],[19.46464646 27.53535354] ; [21.53535354 30.46464646],0
p7,1,0.937152,0.006217,[51 18] ; [55 20],[50.79166667 18.20833333] ; [55.20833333 19.79166667],0
