Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,70.462576,[171  61] ; [160 248],[119.9875 112.0125] ; [211.0125 196.9875],1
s6,1,0.0,53.882282,[202  28] ; [244 162],[161.28930818  68.71069182] ; [284.71069182 121.28930818],1
s7,1,0.0,39.980287,[153  70] ; [166 228],[115.29497569 107.70502431] ; [203.70502431 190.29497569],1
p5,1,0.0,35.039357,[ 53 181] ; [ 27 381],[ 29.1588785 204.8411215] ; [ 50.8411215 357.1588785],1
s3,1,0.0,30.408899,[164  66] ; [198 208],[130.91194969  99.08805031] ; [231.08805031 174.91194969],1
s8,1,0.0,26.130391,[139  94] ; [158 250],[107.95787832 125.04212168] ; [189.04212168 218.95787832],1
s4,1,5.2e-05,16.364649,[ 54 177] ; [ 46 362],[ 36.15023474 194.84976526] ; [ 63.84976526 344.15023474],1
p3,1,7.5e-05,15.678979,[150  84] ; [196 213],[125.91601866 108.08398134] ; [220.08398134 188.91601866],1
p7,1,0.000305,13.041062,[180  48] ; [263 140],[160.06973059  67.93026941] ; [282.93026941 120.06973059],1
p6,1,0.000719,11.440281,[113 119] ; [142 263],[ 92.87284144 139.12715856] ; [162.12715856 242.87284144],1
d1,1,0.002599,9.069648,[156  78] ; [223 186],[137.92534992  96.07465008] ; [241.07465008 167.92534992],0
d4,1,0.002902,8.867813,[208  25] ; [328  81],[194.52959502  38.47040498] ; [341.47040498  67.52959502],0
p4,1,0.003271,8.649647,[169  64] ; [249 159],[151.94071763  81.05928237] ; [266.05928237 141.94071763],0
u1,1,0.00626,7.47383,[ 53 181] ; [ 58 351],[ 40.39502333 193.60497667] ; [ 70.60497667 338.39502333],0
a5,1,0.006991,7.275402,[190  44] ; [293 116],[175.77293935  58.22706065] ; [307.22706065 101.77293935],0
a3,1,0.007774,7.084697,[184  48] ; [284 124],[169.65  62.35] ; [298.35 109.65],0
b5,1,0.008506,6.923809,[124 110] ; [260 149],[139.74494557  94.25505443] ; [244.25505443 164.74494557],0
p12,1,0.013328,6.125075,[ 28 205] ; [ 26 382],[ 19.62870515 213.37129485] ; [ 34.37129485 373.62870515],0
r1,1,0.013803,6.063155,[198  33] ; [317  91],[186.17370892  44.82629108] ; [328.82629108  79.17370892],0
p1,1,0.018396,5.558054,[ 28 205] ; [ 27 382],[ 19.96105919 213.03894081] ; [ 35.03894081 373.96105919],0
p8,1,0.020577,5.362242,[149  82] ; [222 181],[135.17507886  95.82492114] ; [235.82492114 167.17507886],0
v1,1,0.022035,5.243028,[145  85] ; [213 184],[131.32376396  98.67623604] ; [226.67623604 170.32376396],0
b2,1,0.023714,5.115418,[64 73] ; [ 83 155],[53.704 83.296] ; [ 93.296 144.704],0
b3,1,0.023714,5.115418,[64 73] ; [ 83 155],[53.704 83.296] ; [ 93.296 144.704],0
n6,1,0.027967,4.830118,[209  21] ; [345  62],[200.03139717  29.96860283] ; [353.96860283  53.03139717],0
d2,1,0.030213,4.697144,[122 112] ; [177 232],[108.8118196 125.1881804] ; [190.1881804 218.8118196],0
r4,1,0.033895,4.500004,[220  14] ; [364  45],[212.52877138  21.47122862] ; [371.47122862  37.52877138],0
a1,1,0.034469,4.471291,[ 15 219] ; [ 12 397],[  9.82581649 224.17418351] ; [ 17.17418351 391.82581649],0
u3,1,0.039375,4.244596,[34 16] ; [62 60],[27.90697674 22.09302326] ; [68.09302326 53.90697674],0
n1,1,0.045637,3.994937,[22 25] ; [25 60],[16.73484848 30.26515152] ; [30.26515152 54.73484848],0
p10,1,0.05003,3.840463,[220  13] ; [367  41],[213.37129485  19.62870515] ; [373.62870515  34.37129485],0
a4,1,0.054547,3.695882,[117 117] ; [172 236],[105.3364486 128.6635514] ; [183.6635514 224.3364486],0
