Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,63.268171,[99  4] ; [13 24],[82.4 20.6] ; [29.6  7.4],1
r1,1,0.0,55.705724,[90 12] ; [ 9 29],[72.12857143 29.87142857] ; [26.87142857 11.12857143],1
v4,1,0.0,43.439369,[98  5] ; [18 20],[84.73758865 18.26241135] ; [31.26241135  6.73758865],1
r2,1,0.0,40.487743,[101   2] ; [20 15],[90.3115942 12.6884058] ; [30.6884058  4.3115942],1
s6,1,0.000261,13.329163,[59 42] ; [ 9 29],[49.41007194 51.58992806] ; [18.58992806 19.41007194],1
a1,1,0.000311,13.003144,[ 4 99] ; [ 9 29],[ 9.4964539 93.5035461] ; [ 3.5035461 34.4964539],1
p2,1,0.000355,12.752805,[72 31] ; [14 24],[62.82269504 40.17730496] ; [23.17730496 14.82269504],1
a7,1,0.001055,10.727999,[73 30] ; [15 22],[64.74285714 38.25714286] ; [23.25714286 13.74285714],0
p7,1,0.001264,10.394598,[49 52] ; [ 7 31],[40.69064748 60.30935252] ; [15.30935252 22.69064748],0
p11,1,0.001418,10.182476,[61 42] ; [11 27],[52.59574468 50.40425532] ; [19.40425532 18.59574468],0
s8,1,0.001606,9.952811,[35 66] ; [ 3 35],[27.61151079 73.38848921] ; [10.38848921 27.61151079],0
u3,1,0.002842,8.906512,[21 16] ; [ 2 14],[16.05660377 20.94339623] ; [6.94339623 9.05660377],0
p4,1,0.009344,6.75591,[46 56] ; [ 8 30],[39.34285714 62.65714286] ; [14.65714286 23.34285714],0
p8,1,0.011528,6.382129,[35 65] ; [ 5 33],[28.98550725 71.01449275] ; [11.01449275 26.98550725],0
n6,1,0.019204,5.482806,[77 26] ; [20 17],[71.36428571 31.63571429] ; [25.63571429 11.36428571],0
v1,1,0.029816,4.719889,[47 56] ; [ 9 27],[41.49640288 61.50359712] ; [14.50359712 21.49640288],0
d4,1,0.032312,4.58186,[77 25] ; [21 16],[71.91366906 30.08633094] ; [26.08633094 10.91366906],0
s2,1,0.040346,4.203269,[40 61] ; [ 8 30],[34.87769784 66.12230216] ; [13.12230216 24.87769784],0
n2,1,0.046302,3.970588,[26  8] ; [10 10],[22.66666667 11.33333333] ; [13.33333333  6.66666667],0
s3,1,0.047025,3.944509,[51 48] ; [12 25],[45.86029412 53.13970588] ; [17.13970588 19.86029412],0
s7,1,0.067022,3.354499,[42 55] ; [ 9 26],[37.47727273 59.52272727] ; [13.52272727 21.47727273],0
a5,1,0.072621,3.222762,[71 32] ; [20 18],[66.4751773 36.5248227] ; [24.5248227 13.4751773],0
p9,1,0.082169,3.021463,[40 59] ; [ 9 28],[35.66911765 63.33088235] ; [13.33088235 23.66911765],0
p3,1,0.092829,2.824623,[37 66] ; [ 8 30],[32.87234043 70.12765957] ; [12.12765957 25.87234043],0
d3,1,0.100493,2.697708,[64 38] ; [18 20],[59.74285714 42.25714286] ; [22.25714286 15.74285714],0
p6,1,0.103634,2.648716,[30 70] ; [ 6 31],[26.27737226 73.72262774] ; [ 9.72262774 27.27737226],0
v3,1,0.110891,2.54147,[37 60] ; [ 9 29],[33.05185185 63.94814815] ; [12.94814815 25.05185185],0
s5,1,0.126127,2.339543,[22 76] ; [ 4 33],[18.87407407 79.12592593] ; [ 7.12592593 29.87407407],0
n3,1,0.130508,2.286449,[22  9] ; [10 10],[19.45098039 11.54901961] ; [12.54901961  7.45098039],0
a8,1,0.136199,2.22039,[18 74] ; [ 3 32],[15.21259843 76.78740157] ; [ 5.78740157 29.21259843],0
u1,1,0.141093,2.166002,[22 81] ; [ 4 34],[18.9929078 84.0070922] ; [ 7.0070922 30.9929078],0
p5,1,0.21009,1.570807,[ 9 94] ; [ 1 37],[ 7.30496454 95.69503546] ; [ 2.69503546 35.30496454],0
b1,1,0.245326,1.349728,[51 52] ; [23 15],[54.05673759 48.94326241] ; [19.94326241 18.05673759],0
s4,1,0.247559,1.337026,[11 89] ; [ 7 31],[13.04347826 86.95652174] ; [ 4.95652174 33.04347826],0
d5,1,0.251049,1.317456,[77 25] ; [25 13],[74.31428571 27.68571429] ; [27.68571429 10.31428571],0
a2,1,0.280545,1.164448,[25 78] ; [ 6 32],[22.64539007 80.35460993] ; [ 8.35460993 29.64539007],0
p12,1,0.29695,1.087841,[  2 100] ; [ 2 36],[ 2.91428571 99.08571429] ; [ 1.08571429 36.91428571],0
b4,1,0.339402,0.91269,[66 37] ; [21 17],[63.55319149 39.44680851] ; [23.44680851 14.55319149],0
v2,1,0.396576,0.718684,[44 58] ; [13 24],[41.82733813 60.17266187] ; [15.17266187 21.82733813],0
n1,1,0.429565,0.624,[18 14] ; [ 9 11],[16.61538462 15.38461538] ; [10.38461538  9.61538462],0
d1,1,0.434387,0.611066,[51 52] ; [16 22],[48.94326241 54.05673759] ; [18.05673759 19.94326241],0
b5,1,0.434687,0.610269,[67 36] ; [22 16],[65.0141844 37.9858156] ; [23.9858156 14.0141844],0
a4,1,0.481059,0.496462,[51 51] ; [16 21],[49.16546763 52.83453237] ; [17.83453237 19.16546763],0
p1,1,0.483993,0.489853,[ 7 94] ; [ 4 34],[ 7.99280576 93.00719424] ; [ 3.00719424 34.99280576],0
s1,1,0.50651,0.441271,[ 5 96] ; [ 3 35],[ 5.81294964 95.18705036] ; [ 2.18705036 35.81294964],0
a3,1,0.57057,0.321729,[66 36] ; [22 15],[64.57553957 37.42446043] ; [23.42446043 13.57553957],0
a6,1,0.627659,0.235249,[61 41] ; [21 17],[59.74285714 42.25714286] ; [22.25714286 15.74285714],0
n5,1,0.660878,0.192459,[72 31] ; [28 10],[73.04964539 29.95035461] ; [26.95035461 11.04964539],0
d2,1,0.685287,0.164235,[55 47] ; [18 18],[53.95652174 48.04347826] ; [19.04347826 16.95652174],0
b2,1,0.766692,0.088034,[23 45] ; [10 17],[23.62105263 44.37894737] ; [ 9.37894737 17.62105263],0
b3,1,0.766692,0.088034,[23 45] ; [10 17],[23.62105263 44.37894737] ; [ 9.37894737 17.62105263],0
u2,1,0.770283,0.085266,[16 20] ; [6 9],[15.52941176 20.47058824] ; [6.47058824 8.52941176],0
