Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,45.066612,[199  63] ; [21 44],[176.26911315  85.73088685] ; [43.73088685 21.26911315],1
n4,1,1e-06,25.172667,[201  62] ; [29 36],[184.42073171  78.57926829] ; [45.57926829 19.42073171],1
p11,1,0.000226,13.602877,[192  71] ; [32 33],[179.6097561  83.3902439] ; [44.3902439 20.6097561],1
s6,1,0.000617,11.723289,[166  93] ; [26 38],[153.95665635 105.04334365] ; [38.04334365 25.95665635],1
p10,1,0.000958,10.906945,[193  67] ; [34 30],[182.16049383  77.83950617] ; [44.83950617 19.16049383],1
p4,1,0.005914,7.576266,[122 140] ; [18 47],[112.17125382 149.82874618] ; [27.82874618 37.17125382],0
p9,1,0.013085,6.157624,[206  51] ; [42 22],[198.55451713  58.44548287] ; [49.44548287 14.55451713],0
u3,1,0.013823,6.060589,[53 38] ; [19  3],[57.98230088 33.01769912] ; [14.01769912  7.98230088],0
u1,1,0.01958,5.448999,[ 47 216] ; [ 4 61],[ 40.89329268 222.10670732] ; [10.10670732 54.89329268],0
a2,1,0.035692,4.411739,[ 59 204] ; [ 7 58],[ 52.92073171 210.07926829] ; [13.07926829 51.92073171],0
s7,1,0.036655,4.366349,[104 148] ; [16 44],[ 96.92307692 155.07692308] ; [23.07692308 36.92307692],0
d1,1,0.043111,4.091046,[150 113] ; [28 37],[142.72560976 120.27439024] ; [35.27439024 29.72560976],0
d2,1,0.051953,3.777277,[131 129] ; [24 41],[124. 136.] ; [31. 34.],0
p5,1,0.075251,3.164597,[ 20 241] ; [ 1 63],[ 16.86461538 244.13538462] ; [ 4.13538462 59.86461538],0
s8,1,0.137541,2.205256,[ 98 163] ; [18 47],[ 92.87116564 168.12883436] ; [23.12883436 41.87116564],0
u2,1,0.142213,2.153846,[49 42] ; [15  6],[52. 39.] ; [12.  9.],0
s5,1,0.157131,2.00162,[ 65 184] ; [10 48],[ 60.83061889 188.16938111] ; [14.16938111 43.83061889],0
p8,1,0.16927,1.8894,[ 70 192] ; [12 53],[ 65.70030581 196.29969419] ; [16.29969419 48.70030581],0
p12,1,0.178547,1.809674,[ 21 241] ; [ 2 61],[ 18.54153846 243.45846154] ; [ 4.45846154 58.54153846],0
p3,1,0.186365,1.746124,[ 88 174] ; [16 48],[ 83.58282209 178.41717791] ; [20.41717791 43.58282209],0
n2,1,0.199032,1.649461,[59 20] ; [18 11],[56.32407407 22.67592593] ; [20.67592593  8.32407407],0
r3,1,0.228013,1.453215,[242  20] ; [57  8],[239.56574924  22.43425076] ; [59.43425076  5.56574924],0
p2,1,0.257171,1.283924,[185  78] ; [41 24],[181.21341463  81.78658537] ; [44.78658537 20.21341463],0
d3,1,0.270082,1.216329,[173  90] ; [38 27],[169.18597561  93.81402439] ; [41.81402439 23.18597561],0
b5,1,0.293119,1.105242,[176  87] ; [39 26],[172.39329268  90.60670732] ; [42.60670732 22.39329268],0
