Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,43.865089,[168  87] ; [27 73],[140.07042254 114.92957746] ; [54.92957746 45.07042254],1
d5,1,0.0,37.798946,[219  35] ; [56 44],[197.31638418  56.68361582] ; [77.68361582 22.31638418],1
a4,1,0.0,37.53337,[140 113] ; [19 80],[114.28125 138.71875] ; [44.71875 54.28125],1
d2,1,0.0,37.125,[147 105] ; [22 77],[121.33333333 130.66666667] ; [47.66666667 51.33333333],1
a3,1,2.5e-05,17.756013,[192  62] ; [52 47],[175.5694051  78.4305949] ; [68.4305949 30.5694051],1
a6,1,2.7e-05,17.63924,[182  72] ; [48 52],[165.02824859  88.97175141] ; [64.97175141 35.02824859],1
r1,1,3.6e-05,17.069197,[209  44] ; [62 38],[194.22946176  58.77053824] ; [76.77053824 23.22946176],1
u1,1,4.2e-05,16.800914,[ 48 207] ; [ 2 98],[ 35.91549296 219.08450704] ; [14.08450704 85.91549296],1
d4,1,5.2e-05,16.364155,[214  40] ; [64 35],[200.03399433  53.96600567] ; [77.96600567 21.03399433],1
a7,1,9.7e-05,15.200829,[191  64] ; [53 46],[175.76271186  79.23728814] ; [68.23728814 30.76271186],1
d3,1,0.000226,13.60457,[182  72] ; [51 49],[167.18079096  86.81920904] ; [65.81920904 34.18079096],1
r2,1,0.001982,9.565906,[235  13] ; [83 15],[227.93063584  20.06936416] ; [90.06936416  7.93063584],0
r4,1,0.002948,8.839606,[222  33] ; [74 26],[212.61971831  42.38028169] ; [83.38028169 16.61971831],0
v4,1,0.007437,7.16417,[233  19] ; [82 17],[226.15384615  25.84615385] ; [88.84615385 10.15384615],0
p2,1,0.027252,4.874804,[201  53] ; [68 32],[193.01129944  60.98870056] ; [75.98870056 24.01129944],0
s7,1,0.032451,4.574509,[117 129] ; [33 62],[108.2111437 137.7888563] ; [41.7888563 53.2111437],0
p9,1,0.037753,4.316126,[198  50] ; [68 30],[190.65895954  57.34104046] ; [75.34104046 22.65895954],0
p4,1,0.048927,3.877841,[105 147] ; [30 69],[ 96.92307692 155.07692308] ; [38.07692308 60.92307692],0
s5,1,0.054987,3.682494,[ 73 172] ; [19 78],[ 65.90643275 179.09356725] ; [26.09356725 70.90643275],0
s8,1,0.082861,3.007865,[104 150] ; [31 69],[ 96.86440678 157.13559322] ; [38.13559322 61.86440678],0
p10,1,0.119944,2.418051,[188  63] ; [66 33],[182.15428571  68.84571429] ; [71.84571429 27.15428571],0
r3,1,0.13042,2.287503,[233  20] ; [86 13],[229.28125  23.71875] ; [89.71875  9.28125],0
n6,1,0.144744,2.126782,[213  39] ; [78 22],[208.32954545  43.67045455] ; [82.67045455 17.32954545],0
b3,1,0.179552,1.801328,[60 95] ; [18 44],[55.71428571 99.28571429] ; [22.28571429 39.71428571],0
