Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,6.9e-05,15.851561,[16 60] ; [41 38],[27.9483871 48.0516129] ; [29.0516129 49.9483871],1
v1,1,0.000271,13.261114,[25 55] ; [49 33],[36.54320988 43.45679012] ; [37.45679012 44.54320988],1
s6,1,0.007213,7.219053,[46 32] ; [63 17],[53.81012658 24.18987342] ; [55.18987342 24.81012658],0
a5,1,0.007598,7.125754,[48 32] ; [65 17],[55.80246914 24.19753086] ; [57.19753086 24.80246914],0
r3,1,0.008364,6.953819,[63 16] ; [76  5],[68.63125 10.36875] ; [70.36875 10.63125],0
s2,1,0.009312,6.761951,[32 48] ; [49 32],[40.2484472 39.7515528] ; [40.7515528 40.2484472],0
p6,1,0.024888,5.031646,[20 60] ; [33 46],[26.66666667 53.33333333] ; [26.33333333 52.66666667],0
a2,1,0.029031,4.765779,[16 64] ; [29 53],[22.22222222 57.77777778] ; [22.77777778 59.22222222],0
b1,1,0.039731,4.229319,[49 31] ; [37 45],[42.4691358 37.5308642] ; [43.5308642 38.4691358],0
d4,1,0.04496,4.020122,[61 18] ; [73  9],[65.7515528 13.2484472] ; [68.2484472 13.7515528],0
r2,1,0.047759,3.918443,[72  8] ; [79  2],[75.0310559  4.9689441] ; [75.9689441  5.0310559],0
r4,1,0.057806,3.599234,[65 15] ; [75  7],[69.13580247 10.86419753] ; [70.86419753 11.13580247],0
p9,1,0.05905,3.563855,[43 37] ; [54 25],[48.80503145 31.19496855] ; [48.19496855 30.80503145],0
d1,1,0.05916,3.560769,[41 39] ; [54 28],[46.91358025 33.08641975] ; [48.08641975 33.91358025],0
d2,1,0.0719,3.239104,[37 42] ; [50 32],[42.68944099 36.31055901] ; [44.31055901 37.68944099],0
s8,1,0.072692,3.221151,[27 52] ; [39 42],[32.5875 46.4125] ; [33.4125 47.5875],0
d5,1,0.076362,3.140679,[61 18] ; [72 10],[65.26086957 13.73913043] ; [67.73913043 14.26086957],0
p10,1,0.076598,3.13564,[40 39] ; [51 28],[45.5 33.5] ; [45.5 33.5],0
s5,1,0.076698,3.133511,[20 56] ; [31 47],[25.16883117 50.83116883] ; [25.83116883 52.16883117],0
s1,1,0.084026,2.985251,[10 69] ; [ 4 77],[ 6.9125 72.0875] ; [ 7.0875 73.9125],0
p1,1,0.088653,2.898663,[10 70] ; [ 4 77],[ 6.95652174 73.04347826] ; [ 7.04347826 73.95652174],0
v4,1,0.102638,2.664071,[69 11] ; [77  5],[72.09876543  7.90123457] ; [73.90123457  8.09876543],0
a4,1,0.13301,2.257016,[34 45] ; [45 37],[38.76397516 40.23602484] ; [40.23602484 41.76397516],0
p5,1,0.1352,2.231759,[ 9 70] ; [ 4 77],[ 6.41875 72.58125] ; [ 6.58125 74.41875],0
s7,1,0.161281,1.962177,[33 40] ; [42 32],[37.24489796 35.75510204] ; [37.75510204 36.24489796],0
u1,1,0.186247,1.74706,[12 68] ; [19 63],[15.30864198 64.69135802] ; [15.69135802 66.30864198],0
a6,1,0.186773,1.74289,[44 35] ; [54 28],[48.08695652 30.91304348] ; [49.91304348 32.08695652],0
a3,1,0.256508,1.287505,[53 24] ; [63 19],[56.17610063 20.82389937] ; [59.82389937 22.17610063],0
a1,1,0.285889,1.138881,[ 6 74] ; [ 3 79],[ 4.44444444 75.55555556] ; [ 4.55555556 77.44444444],0
p7,1,0.300913,1.070145,[33 46] ; [39 39],[36.22929936 42.77070064] ; [35.77070064 42.22929936],0
p3,1,0.314743,1.010668,[28 51] ; [35 46],[31.10625 47.89375] ; [31.89375 49.10625],0
n5,1,0.323776,0.973631,[54 26] ; [48 32],[51. 29.] ; [51. 29.],0
d3,1,0.402254,0.701577,[51 28] ; [58 24],[53.48447205 25.51552795] ; [55.51552795 26.48447205],0
p2,1,0.434406,0.611014,[50 29] ; [56 25],[52.3375 26.6625] ; [53.6625 27.3375],0
n6,1,0.457383,0.552291,[53 26] ; [58 22],[55.1509434 23.8490566] ; [55.8490566 24.1509434],0
u2,1,0.492939,0.470106,[11 15] ; [10  9],[12.13333333 13.86666667] ; [ 8.86666667 10.13333333],0
n3,1,0.511503,0.430992,[25 14] ; [18  7],[26.203125 12.796875] ; [16.796875  8.203125],0
n2,1,0.515502,0.422883,[27 15] ; [18  7],[28.20895522 13.79104478] ; [16.79104478  8.20895522],0
u3,1,0.550179,0.356997,[16 10] ; [10  9],[15.02222222 10.97777778] ; [10.97777778  8.02222222],0
u4,1,0.574641,0.314979,[ 1 79] ; [ 2 80],[ 1.48148148 78.51851852] ; [ 1.51851852 80.48148148],0
p4,1,0.576038,0.312683,[36 43] ; [40 40],[37.76100629 41.23899371] ; [38.23899371 41.76100629],0
p12,1,0.649563,0.206452,[ 3 77] ; [ 2 78],[ 2.5 77.5] ; [ 2.5 77.5],0
n4,1,0.695414,0.153287,[53 27] ; [56 25],[54.16149068 25.83850932] ; [54.83850932 26.16149068],0
b5,1,0.715576,0.132771,[51 29] ; [50 32],[49.87654321 30.12345679] ; [51.12345679 30.87654321],0
p8,1,0.740269,0.10989,[27 53] ; [29 51],[28. 52.] ; [28. 52.],0
n1,1,0.783025,0.075833,[19 21] ; [11 14],[18.46153846 21.53846154] ; [11.53846154 13.46153846],0
s4,1,0.876649,0.024093,[16 64] ; [17 64],[16.39751553 63.60248447] ; [16.60248447 64.39751553],0
a7,1,0.925928,0.008643,[59 21] ; [61 21],[59.25925926 20.74074074] ; [60.74074074 21.25925926],0
s3,1,0.926549,0.008499,[42 37] ; [43 39],[41.70807453 37.29192547] ; [43.29192547 38.70807453],0
a8,1,0.96537,0.001885,[ 9 66] ; [ 8 60],[ 8.91608392 66.08391608] ; [ 8.08391608 59.91608392],0
b4,1,0.978,0.00076,[47 33] ; [48 34],[46.91358025 33.08641975] ; [48.08641975 33.91358025],0
b3,1,1.0,0.0,[12 32] ; [12 32],[12. 32.] ; [12. 32.],0
b2,1,1.0,0.0,[12 32] ; [12 32],[12. 32.] ; [12. 32.],0
