Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,6.8e-05,15.870357,[54 78] ; [25  6],[63.97546012 68.02453988] ; [15.02453988 15.97546012],1
p4,1,0.000192,13.910759,[44 90] ; [22 10],[53.27710843 80.72289157] ; [12.72289157 19.27710843],1
p3,1,0.00021,13.740864,[ 34 100] ; [19 13],[42.78313253 91.21686747] ; [10.21686747 21.78313253],1
p8,1,0.00064,11.657065,[44 90] ; [21 11],[52.46987952 81.53012048] ; [12.53012048 19.46987952],1
p1,1,0.012054,6.302883,[  5 127] ; [ 5 27],[  8.04878049 123.95121951] ; [ 1.95121951 30.04878049],0
r4,1,0.012634,6.219626,[98 36] ; [30  2],[103.3253012  30.6746988] ; [24.6746988  7.3253012],0
b1,1,0.027459,4.861724,[47 87] ; [18 14],[52.46987952 81.53012048] ; [12.53012048 19.46987952],0
p11,1,0.03252,4.570866,[82 52] ; [26  6],[87.18072289 46.81927711] ; [20.81927711 11.18072289],0
s8,1,0.082194,3.020984,[ 21 113] ; [ 9 22],[ 24.36363636 109.63636364] ; [ 5.63636364 25.36363636],0
a1,1,0.106104,2.611315,[  4 130] ; [ 3 29],[  5.65060241 128.34939759] ; [ 1.34939759 30.65060241],0
u2,1,0.116898,2.458399,[29 33] ; [11  5],[31.79487179 30.20512821] ; [8.20512821 7.79487179],0
s6,1,0.127091,2.32768,[55 78] ; [17 13],[58.74846626 74.25153374] ; [13.25153374 16.74846626],0
a2,1,0.147904,2.093732,[ 10 124] ; [ 5 27],[ 12.10843373 121.89156627] ; [ 2.89156627 29.10843373],0
p12,1,0.180482,1.793647,[  5 129] ; [ 3 29],[  6.45783133 127.54216867] ; [ 1.54216867 30.45783133],0
a4,1,0.206802,1.593672,[39 95] ; [13 19],[41.97590361 92.02409639] ; [10.02409639 21.97590361],0
p2,1,0.219504,1.507614,[93 39] ; [26  6],[95.7804878 36.2195122] ; [23.2195122  8.7804878],0
n6,1,0.229894,1.441519,[81 53] ; [23  9],[83.95180723 50.04819277] ; [20.04819277 11.95180723],0
s3,1,0.311892,1.022649,[49 81] ; [ 9 23],[46.54320988 83.45679012] ; [11.45679012 20.54320988],0
n2,1,0.312612,1.019608,[24 15] ; [10  3],[25.5 13.5] ; [8.5 4.5],0
r2,1,0.315613,1.007042,[115  17] ; [29  2],[116.61349693  15.38650307] ; [27.38650307  3.61349693],0
u3,1,0.342546,0.900878,[30 31] ; [10  6],[31.68831169 29.31168831] ; [8.31168831 7.68831169],0
d2,1,0.358868,0.84185,[43 91] ; [13 19],[45.20481928 88.79518072] ; [10.79518072 21.20481928],0
d4,1,0.377311,0.779445,[106  28] ; [23  9],[104.13253012  29.86746988] ; [24.86746988  7.13253012],0
p5,1,0.379009,0.773913,[  4 129] ; [ 2 30],[  4.83636364 128.16363636] ; [ 1.16363636 30.83636364],0
v3,1,0.395295,0.72259,[33 94] ; [ 6 26],[31.1509434 95.8490566] ; [ 7.8490566 24.1509434],0
v1,1,0.395568,0.721757,[40 90] ; [12 19],[41.98757764 88.01242236] ; [10.01242236 20.98757764],0
a5,1,0.411389,0.674783,[73 61] ; [20 12],[75.07228916 58.92771084] ; [17.92771084 14.07228916],0
r1,1,0.420432,0.649107,[90 43] ; [24  8],[91.89090909 41.10909091] ; [22.10909091  9.89090909],0
d3,1,0.497541,0.460179,[82 52] ; [21 10],[83.64848485 50.35151515] ; [19.35151515 11.64848485],0
s1,1,0.52416,0.405701,[  5 129] ; [ 2 30],[  5.65060241 128.34939759] ; [ 1.34939759 30.65060241],0
n1,1,0.58262,0.302019,[ 9 31] ; [ 2 11],[ 8.30188679 31.69811321] ; [ 2.69811321 10.30188679],0
v2,1,0.609559,0.260817,[60 69] ; [16 15],[61.275 67.725] ; [14.725 16.275],0
p10,1,0.61197,0.257316,[76 56] ; [20 12],[77.26829268 54.73170732] ; [18.73170732 13.26829268],0
b5,1,0.642592,0.215369,[82 52] ; [21 11],[83.14457831 50.85542169] ; [19.85542169 12.14457831],0
a8,1,0.71657,0.131803,[  6 118] ; [ 2 29],[  6.4 117.6] ; [ 1.6 29.4],0
a6,1,0.721305,0.127245,[80 54] ; [18 14],[79.10843373 54.89156627] ; [18.89156627 13.10843373],0
a3,1,0.730704,0.118466,[71 62] ; [16 16],[70.12727273 62.87272727] ; [16.87272727 15.12727273],0
a7,1,0.775233,0.081531,[96 38] ; [23  8],[96.64242424 37.35757576] ; [22.35757576  8.64242424],0
p9,1,0.780663,0.077538,[88 45] ; [22 10],[88.66666667 44.33333333] ; [21.33333333 10.66666667],0
n3,1,0.820171,0.051677,[29 11] ; [9 4],[28.67924528 11.32075472] ; [9.32075472 3.67924528],0
v4,1,0.837599,0.042011,[118  14] ; [29  3],[118.31707317  13.68292683] ; [28.68292683  3.31707317],0
d1,1,0.856364,0.032763,[61 73] ; [14 18],[60.54216867 73.45783133] ; [14.45783133 17.54216867],0
d5,1,0.86435,0.029186,[93 41] ; [22  9],[93.39393939 40.60606061] ; [21.60606061  9.39393939],0
s2,1,0.8967,0.016856,[40 93] ; [10 22],[40.3030303 92.6969697] ; [ 9.6969697 22.3030303],0
u1,1,0.924076,0.009082,[  9 125] ; [ 2 30],[  8.87951807 125.12048193] ; [ 2.12048193 29.87951807],0
s4,1,0.930364,0.007636,[ 16 118] ; [ 4 28],[ 16.14457831 117.85542169] ; [ 3.85542169 28.14457831],0
n4,1,0.932075,0.007265,[45 89] ; [11 21],[45.20481928 88.79518072] ; [10.79518072 21.20481928],0
b4,1,0.965395,0.001882,[79 55] ; [19 13],[79.10843373 54.89156627] ; [18.89156627 13.10843373],0
s5,1,0.969421,0.001469,[ 26 102] ; [ 6 24],[ 25.92405063 102.07594937] ; [ 6.07594937 23.92405063],0
b2,1,1.0,0.0,[17 51] ; [ 4 12],[17. 51.] ; [ 4. 12.],0
b3,1,1.0,0.0,[17 51] ; [ 4 12],[17. 51.] ; [ 4. 12.],0
