Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,53.299919,[122  35] ; [ 89 134],[87.17631579 69.82368421] ; [123.82368421  99.17631579],1
p4,1,0.0,36.082417,[98 61] ; [ 70 157],[69.20207254 89.79792746] ; [ 98.79792746 128.20207254],1
p3,1,6e-06,20.435778,[81 79] ; [ 64 164],[ 59.79381443 100.20618557] ; [ 85.20618557 142.79381443],1
p11,1,9e-06,19.790191,[133  27] ; [142  86],[113.40206186  46.59793814] ; [161.59793814  66.40206186],1
p2,1,9e-06,19.734869,[139  21] ; [153  75],[120.41237113  39.58762887] ; [171.58762887  56.41237113],1
p10,1,1.2e-05,19.104183,[129  29] ; [136  88],[109.60732984  48.39267016] ; [155.39267016  68.60732984],1
p9,1,0.00011,14.950964,[133  25] ; [149  75],[116.63874346  41.36125654] ; [165.36125654  58.63874346],1
p6,1,0.000368,12.689038,[ 55 104] ; [ 42 184],[ 40.05974026 118.94025974] ; [ 56.94025974 169.05974026],1
s6,1,0.006656,7.363596,[99 55] ; [114 113],[86.09448819 67.90551181] ; [126.90551181 100.09448819],0
s7,1,0.014587,5.965669,[68 87] ; [ 68 148],[56.81940701 98.18059299] ; [ 79.18059299 136.81940701],0
r3,1,0.023263,5.14875,[148  12] ; [191  34],[140.88311688  19.11688312] ; [198.11688312  26.88311688],0
a1,1,0.030117,4.702591,[  3 157] ; [ 15 213],[  7.42268041 152.57731959] ; [ 10.57731959 217.42268041],0
r4,1,0.030518,4.679851,[134  26] ; [170  58],[125.36082474  34.63917526] ; [178.63917526  49.36082474],0
v4,1,0.032683,4.5623,[148  11] ; [193  31],[141.56396867  17.43603133] ; [199.43603133  24.56396867],0
v2,1,0.049897,3.844922,[76 76] ; [ 87 132],[66.78167116 85.21832884] ; [ 96.21832884 122.78167116],0
a7,1,0.0916,2.846026,[105  54] ; [130  96],[97.05194805 61.94805195] ; [137.94805195  88.05194805],0
n6,1,0.097707,2.742585,[125  34] ; [160  65],[118.0078125  40.9921875] ; [166.9921875  58.0078125],0
r1,1,0.104607,2.633868,[115  45] ; [144  81],[107.63636364  52.36363636] ; [151.36363636  73.63636364],0
p1,1,0.119809,2.419812,[ 14 145] ; [ 11 216],[ 10.29792746 148.70207254] ; [ 14.70207254 212.29792746],0
n5,1,0.137842,2.201887,[113  45] ; [144  80],[106.29842932  51.70157068] ; [150.70157068  73.29842932],0
s8,1,0.144855,2.125608,[ 54 106] ; [ 61 166],[ 47.54521964 112.45478036] ; [ 67.45478036 159.54521964],0
d2,1,0.149877,2.073503,[ 19 141] ; [ 39 188],[ 23.97932817 136.02067183] ; [ 34.02067183 192.97932817],0
a5,1,0.16991,1.883735,[92 68] ; [115 113],[85.36082474 74.63917526] ; [121.63917526 106.36082474],0
a3,1,0.201583,1.630866,[81 78] ; [130  96],[87.14025974 71.85974026] ; [123.85974026 102.14025974],0
s2,1,0.231963,1.428786,[69 90] ; [ 84 141],[63.3515625 95.6484375] ; [ 89.6484375 135.3515625],0
b4,1,0.240275,1.378977,[83 77] ; [132  96],[88.65979381 71.34020619] ; [126.34020619 101.65979381],0
r2,1,0.263861,1.248388,[141  17] ; [192  33],[137.37336815  20.62663185] ; [195.62663185  29.37336815],0
n1,1,0.267513,1.229458,[14 16] ; [27 50],[11.4953271 18.5046729] ; [29.5046729 47.4953271],0
a4,1,0.297488,1.085421,[ 34 125] ; [ 59 168],[ 38.30829016 120.69170984] ; [ 54.69170984 172.30829016],0
s3,1,0.303478,1.05885,[82 75] ; [105 119],[77.05774278 79.94225722] ; [109.94225722 114.05774278],0
v3,1,0.311681,1.02354,[ 51 107] ; [ 61 161],[ 46.56842105 111.43157895] ; [ 65.43157895 156.56842105],0
d3,1,0.333309,0.936,[68 92] ; [ 85 141],[63.41968912 96.58031088] ; [ 89.58031088 136.41968912],0
n3,1,0.361363,0.833151,[19 11] ; [55 21],[20.94339623  9.05660377] ; [53.05660377 22.94339623],0
s5,1,0.376161,0.783212,[ 39 116] ; [ 47 174],[ 35.45212766 119.54787234] ; [ 50.54787234 170.45212766],0
b2,1,0.393549,0.727948,[25 61] ; [44 83],[27.85915493 58.14084507] ; [41.14084507 85.85915493],0
b3,1,0.393549,0.727948,[25 61] ; [44 83],[27.85915493 58.14084507] ; [41.14084507 85.85915493],0
