Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.133614,2.25,[1 2] ; [5 1],[2. 1.] ; [4. 2.],0
a7,1,0.133614,2.25,[2 1] ; [1 5],[1. 2.] ; [2. 4.],0
p6,1,0.133614,2.25,[2 1] ; [1 5],[1. 2.] ; [2. 4.],0
r4,1,0.133614,2.25,[1 2] ; [5 1],[2. 1.] ; [4. 2.],0
p12,1,0.133614,2.25,[2 1] ; [1 5],[1. 2.] ; [2. 4.],0
a6,1,0.342782,0.9,[1 2] ; [4 2],[1.66666667 1.33333333] ; [3.33333333 2.66666667],0
v1,1,0.342782,0.9,[2 1] ; [2 4],[1.33333333 1.66666667] ; [2.66666667 3.33333333],0
v2,1,0.342782,0.9,[2 1] ; [2 4],[1.33333333 1.66666667] ; [2.66666667 3.33333333],0
b1,1,0.342782,0.9,[1 2] ; [4 2],[1.66666667 1.33333333] ; [3.33333333 2.66666667],0
r3,1,0.57075,0.321429,[2 1] ; [5 1],[2.33333333 0.66666667] ; [4.66666667 1.33333333],0
n5,1,0.57075,0.321429,[2 1] ; [5 1],[2.33333333 0.66666667] ; [4.66666667 1.33333333],0
s3,1,0.57075,0.321429,[1 2] ; [1 5],[0.66666667 2.33333333] ; [1.33333333 4.66666667],0
s6,1,0.57075,0.321429,[2 1] ; [5 1],[2.33333333 0.66666667] ; [4.66666667 1.33333333],0
p4,1,0.57075,0.321429,[2 1] ; [5 1],[2.33333333 0.66666667] ; [4.66666667 1.33333333],0
d3,1,0.635256,0.225,[1 2] ; [3 3],[1.33333333 1.66666667] ; [2.66666667 3.33333333],0
d1,1,0.635256,0.225,[1 2] ; [3 3],[1.33333333 1.66666667] ; [2.66666667 3.33333333],0
v3,1,0.635256,0.225,[2 1] ; [3 3],[1.66666667 1.33333333] ; [3.33333333 2.66666667],0
b4,1,0.635256,0.225,[2 1] ; [3 3],[1.66666667 1.33333333] ; [3.33333333 2.66666667],0
s5,1,0.635256,0.225,[2 1] ; [3 3],[1.66666667 1.33333333] ; [3.33333333 2.66666667],0
b5,1,0.635256,0.225,[1 2] ; [3 3],[1.33333333 1.66666667] ; [2.66666667 3.33333333],0
a8,1,0.67329,0.177778,[1 2] ; [1 4],[0.75 2.25] ; [1.25 3.75],0
a4,1,1.0,0.0,[1 2] ; [2 4],[1. 2.] ; [2. 4.],0
s2,1,1.0,0.0,[1 2] ; [2 4],[1. 2.] ; [2. 4.],0
p3,1,1.0,0.0,[2 1] ; [4 2],[2. 1.] ; [4. 2.],0
n4,1,1.0,0.0,[2 1] ; [4 2],[2. 1.] ; [4. 2.],0
