Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.000172,14.119376,[ 6 19] ; [38 17],[13.75 11.25] ; [30.25 24.75],1
a4,1,0.000898,11.027569,[ 5 20] ; [33 22],[11.875 13.125] ; [26.125 28.875],1
a6,1,0.000938,10.945953,[ 7 18] ; [36 17],[13.78205128 11.21794872] ; [29.21794872 23.78205128],1
d5,1,0.001897,9.647032,[13 12] ; [45  8],[18.58974359  6.41025641] ; [39.41025641 13.58974359],0
r2,1,0.004212,8.190008,[20  5] ; [54  1],[23.125  1.875] ; [50.875  4.125],0
d2,1,0.004723,7.982645,[ 7 18] ; [33 20],[12.82051282 12.17948718] ; [27.17948718 25.82051282],0
a3,1,0.006943,7.287537,[12 13] ; [43 12],[17.1875  7.8125] ; [37.8125 17.1875],0
s7,1,0.026368,4.931739,[ 9 13] ; [35 16],[13.26027397  8.73972603] ; [30.73972603 20.26027397],0
p3,1,0.036046,4.394943,[ 5 20] ; [24 30],[ 9.17721519 15.82278481] ; [19.82278481 34.17721519],0
s5,1,0.037191,4.341644,[ 5 18] ; [25 28],[ 9.07894737 13.92105263] ; [20.92105263 32.07894737],0
p4,1,0.042004,4.135049,[ 6 19] ; [26 28],[10.12658228 14.87341772] ; [21.87341772 32.12658228],0
s6,1,0.044136,4.051352,[17  7] ; [49  6],[20.05063291  3.94936709] ; [45.94936709  9.05063291],0
v3,1,0.071939,3.238205,[ 6 18] ; [23 26],[ 9.53424658 14.46575342] ; [19.46575342 29.53424658],0
s8,1,0.110602,2.545593,[10 15] ; [32 22],[13.29113924 11.70886076] ; [28.70886076 25.29113924],0
u3,1,0.114324,2.493401,[7 6] ; [10  2],[8.84 4.16] ; [8.16 3.84],0
v4,1,0.121811,2.39388,[21  4] ; [52  3],[22.8125  2.1875] ; [50.1875  4.8125],0
s3,1,0.123641,2.370579,[23  2] ; [42 12],[20.56962025  4.43037975] ; [44.43037975  9.56962025],0
d4,1,0.133783,2.248051,[17  8] ; [44  9],[19.55128205  5.44871795] ; [41.44871795 11.55128205],0
n3,1,0.141123,2.165675,[2 3] ; [17  6],[3.39285714 1.60714286] ; [15.60714286  7.39285714],0
p7,1,0.153835,2.033808,[13 10] ; [21 33],[10.15584416 12.84415584] ; [23.84415584 30.15584416],0
p8,1,0.160083,1.973439,[ 4 21] ; [17 38],[ 6.5625 18.4375] ; [14.4375 40.5625],0
v2,1,0.167174,1.908104,[11 13] ; [32 19],[13.76 10.24] ; [29.24 21.76],0
d3,1,0.175955,1.831464,[12 13] ; [34 19],[14.74358974 10.25641026] ; [31.25641026 21.74358974],0
b5,1,0.213723,1.546026,[19  6] ; [34 21],[16.5625  8.4375] ; [36.4375 18.5625],0
p6,1,0.222935,1.485376,[ 5 19] ; [19 36],[ 7.29113924 16.70886076] ; [16.70886076 38.29113924],0
n2,1,0.264145,1.246904,[3 2] ; [19  4],[3.92857143 1.07142857] ; [18.07142857  4.92857143],0
b2,1,0.267272,1.230695,[ 3 11] ; [14 23],[4.66666667 9.33333333] ; [12.33333333 24.66666667],0
b3,1,0.267272,1.230695,[ 3 11] ; [14 23],[4.66666667 9.33333333] ; [12.33333333 24.66666667],0
r4,1,0.273772,1.197748,[20  5] ; [49  6],[21.5625  3.4375] ; [47.4375  7.5625],0
p11,1,0.300721,1.070994,[18  7] ; [33 22],[15.9375  9.0625] ; [35.0625 19.9375],0
p9,1,0.311545,1.024114,[15  8] ; [42 13],[16.80769231  6.19230769] ; [40.19230769 14.80769231],0
u2,1,0.3268,0.961538,[9 4] ; [6 6],[7.8 5.2] ; [7.2 4.8],0
p12,1,0.332125,0.940595,[ 1 23] ; [ 6 49],[ 2.12658228 21.87341772] ; [ 4.87341772 50.12658228],0
v1,1,0.389761,0.739688,[13 12] ; [33 20],[14.74358974 10.25641026] ; [31.25641026 21.74358974],0
a1,1,0.422953,0.642097,[ 1 24] ; [ 5 50],[ 1.875 23.125] ; [ 4.125 50.875],0
s1,1,0.479064,0.500993,[ 4 20] ; [ 6 49],[ 3.03797468 20.96202532] ; [ 6.96202532 48.03797468],0
n4,1,0.527296,0.3996,[15 10] ; [37 18],[16.25  8.75] ; [35.75 19.25],0
s4,1,0.543366,0.369336,[ 8 17] ; [14 41],[ 6.875 18.125] ; [15.125 39.875],0
r3,1,0.575125,0.314182,[24  1] ; [51  4],[23.4375  1.5625] ; [51.5625  3.4375],0
n6,1,0.575371,0.313779,[17  8] ; [40 14],[18.03797468  6.96202532] ; [38.96202532 15.03797468],0
a7,1,0.622461,0.242424,[14 11] ; [34 21],[15. 10.] ; [33. 22.],0
a8,1,0.651899,0.203515,[ 2 23] ; [ 6 47],[ 2.56410256 22.43589744] ; [ 5.43589744 47.56410256],0
b1,1,0.672555,0.178628,[11 14] ; [27 28],[11.875 13.125] ; [26.125 28.875],0
p1,1,0.687673,0.161616,[ 2 23] ; [ 6 49],[ 2.5 22.5] ; [ 5.5 49.5],0
b4,1,0.736222,0.113475,[14 11] ; [33 22],[14.6875 10.3125] ; [32.3125 22.6875],0
n1,1,0.824653,0.049091,[2 3] ; [10 12],[2.22222222 2.77777778] ; [ 9.77777778 12.22222222],0
p10,1,0.831277,0.045396,[16  8] ; [38 17],[16.40506329  7.59493671] ; [37.59493671 17.40506329],0
r1,1,0.889243,0.019394,[19  6] ; [41 14],[18.75  6.25] ; [41.25 13.75],0
n5,1,0.974982,0.000983,[16  9] ; [35 20],[15.9375  9.0625] ; [35.0625 19.9375],0
