Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,1e-06,24.808734,[38 33] ; [142  27],[53.25 17.75] ; [126.75  42.25],1
b1,1,0.161646,1.95876,[31 40] ; [ 58 112],[26.21991701 44.78008299] ; [ 62.78008299 107.21991701],0
r2,1,0.198598,1.652657,[62  5] ; [163   6],[63.87711864  3.12288136] ; [161.12288136   7.87711864],0
v4,1,0.208784,1.57984,[61  9] ; [156  13],[63.55648536  6.44351464] ; [153.44351464  15.55648536],0
p3,1,0.250751,1.319115,[25 46] ; [73 96],[28.99166667 42.00833333] ; [69.00833333 99.99166667],0
s7,1,0.254448,1.298714,[26 37] ; [82 83],[29.84210526 33.15789474] ; [78.15789474 86.84210526],0
a5,1,0.254533,1.298252,[53 18] ; [138  32],[56.26970954 14.73029046] ; [134.73029046  35.26970954],0
u2,1,0.254838,1.296587,[7 8] ; [23 13],[8.82352941 6.17647059] ; [21.17647059 14.82352941],0
s6,1,0.265703,1.238799,[39 32] ; [104  62],[42.83966245 28.16033755] ; [100.16033755  65.83966245],0
p1,1,0.280271,1.165776,[ 8 63] ; [ 12 158],[ 5.89211618 65.10788382] ; [ 14.10788382 155.89211618],0
s3,1,0.312813,1.018763,[35 35] ; [96 72],[38.52941176 31.47058824] ; [92.47058824 75.52941176],0
v2,1,0.328559,0.95457,[28 41] ; [78 86],[31.39055794 37.60944206] ; [74.60944206 89.39055794],0
a8,1,0.345347,0.890479,[ 5 59] ; [ 19 137],[ 6.98181818 57.01818182] ; [ 17.01818182 138.98181818],0
n2,1,0.347884,0.881159,[21 17] ; [25 13],[23. 15.] ; [23. 15.],0
d5,1,0.35526,0.854579,[68  2] ; [168   2],[68.83333333  1.16666667] ; [167.16666667   2.83333333],0
n3,1,0.414175,0.666785,[23 14] ; [27 11],[24.66666667 12.33333333] ; [25.33333333 12.66666667],0
u3,1,0.438716,0.59964,[8 7] ; [24 13],[9.23076923 5.76923077] ; [22.76923077 14.23076923],0
a1,1,0.464216,0.53571,[ 5 66] ; [  8 162],[ 3.82987552 67.17012448] ; [  9.17012448 160.82987552],0
a4,1,0.503684,0.447165,[42 28] ; [94 76],[39.66666667 30.33333333] ; [96.33333333 73.66666667],0
s1,1,0.627798,0.235058,[ 4 67] ; [  7 160],[ 3.28151261 67.71848739] ; [  7.71848739 159.28151261],0
d3,1,0.635941,0.22409,[62  8] ; [154  16],[63.  7.] ; [153.  17.],0
d4,1,0.654255,0.200578,[68  1] ; [165   4],[67.55042017  1.44957983] ; [165.44957983   3.55042017],0
u1,1,0.665346,0.187095,[19 52] ; [ 41 129],[17.67634855 53.32365145] ; [ 42.32365145 127.67634855],0
a7,1,0.683079,0.166681,[52 19] ; [128  41],[53.25 17.75] ; [126.75  42.25],0
p5,1,0.685425,0.164083,[ 4 67] ; [ 12 158],[ 4.71369295 66.28630705] ; [ 11.28630705 158.71369295],0
b4,1,0.769708,0.085706,[42 29] ; [104  66],[43.01244813 27.98755187] ; [102.98755187  67.01244813],0
b5,1,0.785808,0.073853,[40 31] ; [99 71],[40.95020747 30.04979253] ; [98.04979253 71.95020747],0
p6,1,0.854282,0.03373,[20 50] ; [ 50 118],[20.58823529 49.41176471] ; [ 49.41176471 118.58823529],0
u4,1,0.882288,0.021924,[ 1 70] ; [  2 168],[ 0.88381743 70.11618257] ; [  2.11618257 167.88381743],0
s5,1,0.891066,0.018757,[19 49] ; [ 47 116],[19.42857143 48.57142857] ; [ 46.57142857 116.42857143],0
a3,1,0.912606,0.012046,[56 15] ; [133  37],[55.68049793 15.31950207] ; [133.31950207  36.68049793],0
a2,1,0.962493,0.002211,[24 47] ; [ 58 112],[24.15767635 46.84232365] ; [ 57.84232365 112.15767635],0
b3,1,1.0,0.0,[14 28] ; [36 72],[14. 28.] ; [36. 72.],0
b2,1,1.0,0.0,[14 28] ; [36 72],[14. 28.] ; [36. 72.],0
