Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,1e-06,24.808734,[38 33] ; [142  27],[53.25 17.75] ; [126.75  42.25],1
r3,1,1e-06,24.40439,[55 15] ; [164   4],[64.41176471  5.58823529] ; [154.58823529  13.41176471],1
p10,1,5e-06,20.787285,[39 32] ; [141  29],[53.02904564 17.97095436] ; [126.97095436  43.02904564],1
p9,1,0.000537,11.980883,[44 26] ; [141  28],[54.18410042 15.81589958] ; [130.81589958  38.18410042],1
n6,1,0.00074,11.387134,[48 23] ; [146  23],[57.39166667 13.60833333] ; [136.60833333  32.39166667],1
n4,1,0.001117,10.623331,[43 28] ; [137  33],[53.02904564 17.97095436] ; [126.97095436  43.02904564],0
r4,1,0.004586,8.035793,[54 17] ; [153  17],[60.98340249 10.01659751] ; [146.01659751  23.98340249],0
p7,1,0.006426,7.426782,[29 41] ; [102  66],[38.52941176 31.47058824] ; [92.47058824 75.52941176],0
n5,1,0.00914,6.795262,[38 33] ; [120  49],[46.74166667 24.25833333] ; [111.25833333  57.74166667],0
p8,1,0.010998,6.465647,[21 49] ; [80 87],[29.83122363 40.16877637] ; [71.16877637 95.83122363],0
p4,1,0.016624,5.735603,[28 41] ; [98 72],[36.37656904 32.62343096] ; [89.62343096 80.37656904],0
s4,1,0.031538,4.623425,[20 51] ; [ 27 141],[13.9623431 57.0376569] ; [ 33.0376569 134.9623431],0
s8,1,0.044249,4.047023,[22 49] ; [76 93],[28.99166667 42.00833333] ; [69.00833333 99.99166667],0
n1,1,0.072423,3.22724,[16 21] ; [ 9 29],[12.33333333 24.66666667] ; [12.66666667 25.33333333],0
r1,1,0.089673,2.88024,[52 19] ; [140  29],[56.8 14.2] ; [135.2  33.8],0
a6,1,0.107142,2.595874,[46 24] ; [129  41],[51.04166667 18.95833333] ; [123.95833333  46.04166667],0
s2,1,0.114347,2.493087,[28 43] ; [85 83],[33.56903766 37.43096234] ; [79.43096234 88.56903766],0
d2,1,0.142234,2.153627,[55 14] ; [119  50],[50.44537815 18.55462185] ; [123.55462185  45.44537815],0
v3,1,0.154517,2.02708,[15 53] ; [ 52 114],[19.47008547 48.52991453] ; [ 47.52991453 118.47008547],0
