Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,33.24672,[22 32] ; [121  26],[38.41791045 15.58208955] ; [104.58208955  42.41791045],1
d3,1,0.0,30.668713,[23 31] ; [121  26],[38.68656716 15.31343284] ; [105.31343284  41.68656716],1
r4,1,2.7e-05,17.613765,[39 15] ; [138   9],[47.55223881  6.44776119] ; [129.44776119  17.55223881],1
a2,1,4.3e-05,16.734063,[ 5 49] ; [58 89],[16.92537313 37.07462687] ; [ 46.07462687 100.92537313],1
u1,1,6.7e-05,15.889584,[ 3 51] ; [49 98],[13.97014925 40.02985075] ; [ 38.02985075 108.97014925],1
d1,1,0.00031,13.007421,[22 32] ; [101  46],[33.04477612 20.95522388] ; [89.95522388 57.04477612],1
d5,1,0.001096,10.65848,[39 15] ; [133  14],[46.20895522  7.79104478] ; [125.79104478  21.20895522],0
r1,1,0.001279,10.372889,[32 22] ; [118  27],[40.70351759 13.29648241] ; [109.29648241  35.70351759],0
d4,1,0.001647,9.906865,[34 20] ; [123  24],[42.17910448 11.82089552] ; [114.82089552  32.17910448],0
p2,1,0.004572,8.041358,[37 16] ; [128  19],[43.725  9.275] ; [121.275  25.725],0
b1,1,0.00492,7.908689,[31 23] ; [52 95],[22.29850746 31.70149254] ; [60.70149254 86.29850746],0
v4,1,0.008056,7.020928,[46  8] ; [141   6],[50.23880597  3.76119403] ; [136.76119403  10.23880597],0
a5,1,0.010637,6.524987,[33 21] ; [116  31],[40.02985075 13.97014925] ; [108.97014925  38.02985075],0
r2,1,0.011782,6.343377,[45  9] ; [138   8],[49.41  4.59] ; [133.59  12.41],0
v2,1,0.015027,5.91327,[20 32] ; [82 59],[27.48186528 24.51813472] ; [74.51813472 66.48186528],0
r3,1,0.020316,5.384519,[49  5] ; [144   3],[51.85074627  2.14925373] ; [141.14925373   5.85074627],0
b5,1,0.030318,4.69116,[29 25] ; [103  44],[35.46268657 18.53731343] ; [96.53731343 50.46268657],0
p5,1,0.049943,3.843386,[ 8 45] ; [  9 135],[ 4.57360406 48.42639594] ; [ 12.42639594 131.57360406],0
p10,1,0.057736,3.601268,[36 17] ; [117  28],[40.95454545 12.04545455] ; [112.04545455  32.95454545],0
u2,1,0.066634,3.364044,[4 9] ; [24 16],[6.86792453 6.13207547] ; [21.13207547 18.86792453],0
n1,1,0.067468,3.343563,[9 7] ; [11 26],[6.03773585 9.96226415] ; [13.96226415 23.03773585],0
s4,1,0.109929,2.555247,[ 5 49] ; [ 27 118],[ 8.68341709 45.31658291] ; [ 23.31658291 121.68341709],0
n2,1,0.122001,2.391441,[14  3] ; [22 14],[11.54716981  5.45283019] ; [24.45283019 11.54716981],0
s2,1,0.12403,2.365676,[27 27] ; [90 55],[31.74874372 22.25125628] ; [85.25125628 59.74874372],0
n6,1,0.223842,1.479567,[42 12] ; [125  22],[44.86567164  9.13432836] ; [122.13432836  24.86567164],0
v1,1,0.252702,1.308302,[22 29] ; [74 67],[25.5 25.5] ; [70.5 70.5],0
p6,1,0.253483,1.304004,[14 38] ; [52 94],[17.33333333 34.66666667] ; [48.66666667 97.33333333],0
n5,1,0.2684,1.224904,[42 12] ; [102  44],[38.88 15.12] ; [105.12  40.88],0
s6,1,0.306961,1.043705,[36 18] ; [108  38],[38.88 15.12] ; [105.12  40.88],0
b4,1,0.308106,1.038777,[28 26] ; [88 59],[31.1641791 22.8358209] ; [84.8358209 62.1641791],0
a4,1,0.364735,0.821525,[25 28] ; [80 67],[27.825 25.175] ; [77.175 69.825],0
s1,1,0.447061,0.578093,[ 4 48] ; [  7 137],[ 2.91836735 49.08163265] ; [  8.08163265 135.91836735],0
s8,1,0.485601,0.486259,[22 32] ; [68 79],[24.17910448 29.82089552] ; [65.82089552 81.17910448],0
p3,1,0.503238,0.448101,[28 26] ; [84 63],[30.08955224 23.91044776] ; [81.91044776 65.08955224],0
d2,1,0.527801,0.398623,[28 26] ; [83 63],[29.97 24.03] ; [81.03 64.97],0
p9,1,0.529245,0.395842,[43 11] ; [121  24],[44.50251256  9.49748744] ; [119.49748744  25.50251256],0
b3,1,0.585675,0.29715,[14 26] ; [38 57],[15.40740741 24.59259259] ; [36.59259259 58.40740741],0
b2,1,0.585675,0.29715,[14 26] ; [38 57],[15.40740741 24.59259259] ; [36.59259259 58.40740741],0
u3,1,0.600304,0.274538,[8 6] ; [26 14],[8.81481481 5.18518519] ; [25.18518519 14.81481481],0
p12,1,0.615341,0.25247,[ 2 52] ; [  8 139],[ 2.68656716 51.31343284] ; [  7.31343284 139.68656716],0
s3,1,0.621702,0.243482,[30 24] ; [85 58],[31.52284264 22.47715736] ; [83.47715736 59.52284264],0
p7,1,0.661102,0.192188,[28 25] ; [72 74],[26.63316583 26.36683417] ; [73.36683417 72.63316583],0
s7,1,0.736789,0.112969,[28 22] ; [74 65],[26.98412698 23.01587302] ; [75.01587302 63.98412698],0
n4,1,0.745784,0.105108,[41 13] ; [114  32],[41.85 12.15] ; [113.15  32.85],0
s5,1,0.770443,0.085145,[16 34] ; [49 94],[16.83937824 33.16062176] ; [48.16062176 94.83937824],0
a3,1,0.781766,0.076739,[40 14] ; [106  41],[39.2238806 14.7761194] ; [106.7761194  40.2238806],0
n3,1,0.875547,0.024529,[13  4] ; [29  8],[13.22222222  3.77777778] ; [28.77777778  8.22222222],0
a1,1,0.91746,0.01074,[ 2 52] ; [  5 142],[ 1.88059701 52.11940299] ; [  5.11940299 141.88059701],0
v3,1,0.925554,0.008731,[17 34] ; [47 91],[17.26984127 33.73015873] ; [46.73015873 91.26984127],0
p11,1,0.958405,0.00272,[38 16] ; [104  43],[38.14925373 15.85074627] ; [103.85074627  43.14925373],0
