Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,41.32588,[43 60] ; [143  37],[67.69611307 35.30388693] ; [118.30388693  61.69611307],1
b4,1,0.516779,0.420317,[61 44] ; [98 83],[58.37412587 46.62587413] ; [100.62587413  80.37412587],0
u2,1,0.621967,0.243112,[27 35] ; [18 19],[28.18181818 33.81818182] ; [16.81818182 20.18181818],0
a8,1,0.762959,0.090961,[ 8 90] ; [ 15 147],[ 8.66923077 89.33076923] ; [ 14.33076923 147.66923077],0
p6,1,0.772006,0.083956,[22 81] ; [ 40 135],[22.97122302 80.02877698] ; [ 39.02877698 135.97122302],0
s3,1,0.803757,0.061746,[16 87] ; [ 30 150],[16.74204947 86.25795053] ; [ 29.25795053 150.74204947],0
p1,1,0.804978,0.060965,[ 9 96] ; [ 17 163],[ 9.57894737 95.42105263] ; [ 16.42105263 163.57894737],0
b1,1,0.811754,0.056722,[42 63] ; [ 75 106],[42.95454545 62.04545455] ; [ 74.04545455 106.95454545],0
s5,1,0.818107,0.052891,[10 92] ; [ 19 159],[10.56428571 91.43571429] ; [ 18.43571429 159.56428571],0
n1,1,0.844554,0.038444,[14 24] ; [16 30],[13.57142857 24.42857143] ; [16.42857143 29.57142857],0
n2,1,0.869955,0.026803,[23 14] ; [29 19],[22.63529412 14.36470588] ; [29.36470588 18.63529412],0
