Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,41.32588,[43 60] ; [143  37],[67.69611307 35.30388693] ; [118.30388693  61.69611307],1
a4,1,0.0,31.34705,[20 85] ; [95 85],[42.36842105 62.63157895] ; [ 72.63157895 107.36842105],1
a6,1,0.0,26.139513,[48 57] ; [137  44],[67.91958042 37.08041958] ; [117.08041958  63.91958042],1
d2,1,4e-06,21.292502,[27 77] ; [97 82],[45.56890459 58.43109541] ; [ 78.43109541 100.56890459],1
d5,1,5e-06,20.654974,[59 46] ; [147  34],[75.62937063 29.37062937] ; [130.37062937  50.62937063],1
d1,1,6e-06,20.385387,[33 72] ; [107  74],[51.3986014 53.6013986] ; [88.6013986 92.3986014],1
r1,1,1.1e-05,19.333276,[53 52] ; [136  43],[69.87676056 35.12323944] ; [119.12323944  59.87676056],1
d4,1,7.7e-05,15.619848,[60 43] ; [145  36],[74.34859155 28.65140845] ; [130.65140845  50.34859155],1
n4,1,0.000114,14.896953,[56 49] ; [136  44],[70.73684211 34.26315789] ; [121.26315789  58.73684211],1
d3,1,0.000431,12.390995,[48 56] ; [122  59],[62.03508772 41.96491228] ; [107.96491228  73.03508772],1
u1,1,0.000901,11.020562,[  2 103] ; [ 25 156],[ 9.91258741 95.08741259] ; [ 17.08741259 163.91258741],1
v1,1,0.001473,10.112582,[28 76] ; [82 96],[40.56737589 63.43262411] ; [ 69.43262411 108.56737589],0
n5,1,0.001533,10.037997,[53 51] ; [125  54],[65.41342756 38.58657244] ; [112.58657244  66.41342756],0
p3,1,0.002693,9.004279,[26 79] ; [ 76 103],[37.71126761 67.28873239] ; [ 64.28873239 114.71126761],0
a7,1,0.003338,8.612661,[56 48] ; [128  52],[67.38028169 36.61971831] ; [116.61971831  63.38028169],0
p10,1,0.003554,8.498461,[53 50] ; [124  56],[64.4204947 38.5795053] ; [112.5795053  67.4204947],0
r4,1,0.00712,7.242484,[67 38] ; [142  39],[76.73076923 28.26923077] ; [132.26923077  48.73076923],0
r2,1,0.007271,7.204799,[82 22] ; [159  17],[89.51428571 14.48571429] ; [151.48571429  24.51428571],0
v2,1,0.007517,7.145122,[36 63] ; [93 82],[46.60948905 52.39051095] ; [82.39051095 92.60948905],0
p9,1,0.018285,5.568653,[61 42] ; [129  48],[69.89285714 33.10714286] ; [120.10714286  56.89285714],0
p4,1,0.018539,5.544449,[33 70] ; [83 96],[42.36879433 60.63120567] ; [ 73.63120567 105.36879433],0
p11,1,0.027393,4.865872,[64 41] ; [133  48],[72.32517483 32.67482517] ; [124.67482517  56.32517483],0
p5,1,0.037739,4.316749,[  2 103] ; [ 14 166],[ 5.89473684 99.10526316] ; [ 10.10526316 169.89473684],0
s8,1,0.057293,3.614057,[ 9 96] ; [ 30 151],[14.31818182 90.68181818] ; [ 24.68181818 156.31818182],0
r3,1,0.065491,3.392576,[82 22] ; [156  23],[87.46289753 16.53710247] ; [150.53710247  28.46289753],0
p8,1,0.067211,3.349845,[36 68] ; [81 96],[43.3024911 60.6975089] ; [ 73.6975089 103.3024911],0
s7,1,0.071105,3.257333,[12 89] ; [ 34 132],[17.40074906 83.59925094] ; [ 28.59925094 137.40074906],0
v4,1,0.083994,2.985875,[84 20] ; [158  21],[88.93286219 15.06713781] ; [153.06713781  25.93286219],0
u3,1,0.091723,2.843873,[22 40] ; [20 18],[26.04 35.96] ; [15.96 22.04],0
p7,1,0.094014,2.80427,[44 59] ; [95 84],[50.76950355 52.23049645] ; [88.23049645 90.76950355],0
n6,1,0.138385,2.195823,[70 35] ; [134  45],[75.42253521 29.57746479] ; [128.57746479  50.42253521],0
b5,1,0.150952,2.062601,[66 39] ; [98 83],[60.20979021 44.79020979] ; [103.79020979  77.20979021],0
v3,1,0.156839,2.004438,[26 77] ; [ 58 116],[31.23465704 71.76534296] ; [ 52.76534296 121.23465704],0
b2,1,0.212619,1.553504,[19 40] ; [47 65],[22.77192982 36.22807018] ; [43.22807018 68.77192982],0
b3,1,0.212619,1.553504,[19 40] ; [47 65],[22.77192982 36.22807018] ; [43.22807018 68.77192982],0
s4,1,0.318653,0.994467,[ 9 96] ; [ 10 171],[ 6.97552448 98.02447552] ; [ 12.02447552 168.97552448],0
n3,1,0.3562,0.851247,[27 11] ; [27 17],[25.02439024 12.97560976] ; [28.97560976 15.02439024],0
s1,1,0.390006,0.738925,[  5 100] ; [  5 173],[  3.71024735 101.28975265] ; [  6.28975265 171.71024735],0
p2,1,0.391318,0.734844,[70 35] ; [128  51],[73.20422535 31.79577465] ; [124.79577465  54.20422535],0
p12,1,0.424451,0.637959,[  1 104] ; [  4 174],[  1.85512367 103.14487633] ; [  3.14487633 174.85512367],0
a1,1,0.507693,0.438819,[  3 102] ; [  8 173],[  4.03846154 100.96153846] ; [  6.96153846 174.03846154],0
