Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,37.781127,[196  50] ; [171 141],[161.79569892  84.20430108] ; [205.20430108 106.79569892],1
p5,1,7e-06,20.065293,[ 49 198] ; [ 22 288],[ 31.48473968 215.51526032] ; [ 39.51526032 270.48473968],1
s7,1,1.3e-05,19.074154,[169  67] ; [161 142],[144.48979592  91.51020408] ; [185.51020408 117.48979592],1
s4,1,0.000122,14.758847,[ 70 172] ; [ 48 263],[ 51.63833635 190.36166365] ; [ 66.36166365 244.63833635],1
p6,1,0.000351,12.774614,[118 125] ; [104 206],[ 97.55153707 145.44846293] ; [124.44846293 185.55153707],1
a3,1,0.001595,9.965364,[196  50] ; [212 101],[179.54919499  66.45080501] ; [228.45080501  84.54919499],0
a5,1,0.003149,8.719052,[202  45] ; [223  91],[187.12121212  59.87878788] ; [237.87878788  76.12121212],0
p7,1,0.003501,8.526201,[174  65] ; [185 119],[158.01289134  80.98710866] ; [200.98710866 103.01289134],0
p8,1,0.004946,7.899237,[146  97] ; [148 160],[129.65880218 113.34119782] ; [164.34119782 143.65880218],0
p12,1,0.005344,7.759165,[ 33 214] ; [ 20 292],[ 23.41860465 223.58139535] ; [ 29.58139535 282.41860465],0
s3,1,0.007569,7.132656,[186  57] ; [205 105],[171.81374322  71.18625678] ; [219.18625678  90.81374322],0
p1,1,0.011221,6.430055,[ 31 214] ; [ 20 292],[ 22.43267504 222.56732496] ; [ 28.56732496 283.43267504],0
s8,1,0.011307,6.416342,[150  95] ; [158 155],[135.23297491 109.76702509] ; [172.76702509 140.23297491],0
p3,1,0.011868,6.33044,[145 101] ; [151 162],[130.26118068 115.73881932] ; [165.73881932 147.26118068],0
a4,1,0.014171,6.016757,[129 118] ; [130 181],[114.64695341 132.35304659] ; [144.35304659 166.64695341],0
p9,1,0.016287,5.771581,[222  21] ; [263  48],[212.73465704  30.26534296] ; [272.26534296  38.73465704],0
p10,1,0.018856,5.51485,[215  30] ; [249  61],[204.82882883  40.17117117] ; [259.17117117  50.82882883],0
n2,1,0.026048,4.952803,[50  8] ; [48 21],[44.75590551 13.24409449] ; [53.24409449 15.75590551],0
d1,1,0.028509,4.797,[164  83] ; [180 134],[151.45811052  95.54188948] ; [192.54188948 121.45811052],0
n6,1,0.038004,4.304841,[221  23] ; [265  48],[212.89766607  31.10233393] ; [273.10233393  39.89766607],0
p4,1,0.049648,3.853319,[168  76] ; [191 123],[156.98207885  87.01792115] ; [202.01792115 111.98207885],0
b5,1,0.054551,3.695755,[140 107] ; [203 111],[151.01782531  95.98217469] ; [191.98217469 122.01782531],0
a6,1,0.055049,3.680608,[155  90] ; [222  91],[165.52867384  79.47132616] ; [211.47132616 101.52867384],0
d4,1,0.059866,3.541082,[214  31] ; [255  58],[205.92293907  39.07706093] ; [263.07706093  49.92293907],0
d2,1,0.062003,3.482972,[133 112] ; [145 168],[122.0609319 122.9390681] ; [155.9390681 157.0609319],0
a7,1,0.062641,3.466052,[173  74] ; [241  72],[182.60357143  64.39642857] ; [231.39642857  81.60357143],0
u2,1,0.085049,2.96568,[25 26] ; [63 36],[29.92 21.08] ; [58.08 40.92],0
a1,1,0.105311,2.623217,[ 18 229] ; [ 13 301],[ 13.64884135 233.35115865] ; [ 17.35115865 296.64884135],0
a2,1,0.130386,2.287902,[ 73 174] ; [ 75 239],[ 65.16221034 181.83778966] ; [ 82.83778966 231.16221034],0
u1,1,0.145763,2.11604,[ 58 189] ; [ 58 256],[ 51.07308378 195.92691622] ; [ 64.92691622 249.07308378],0
r4,1,0.163125,1.945011,[239   8] ; [296  18],[235.55258467  11.44741533] ; [299.44741533  14.55258467],0
v3,1,0.168855,1.893083,[108 135] ; [115 183],[100.16451017 142.83548983] ; [122.83548983 175.16451017],0
b3,1,0.180103,1.796778,[62 88] ; [ 64 123],[56.08308605 93.91691395] ; [ 69.91691395 117.08308605],0
b2,1,0.180103,1.796778,[62 88] ; [ 64 123],[56.08308605 93.91691395] ; [ 69.91691395 117.08308605],0
n1,1,0.19645,1.668574,[28 29] ; [26 43],[24.42857143 32.57142857] ; [29.57142857 39.42857143],0
