Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,58.737864,[ 72 180] ; [72 26],[103.68 148.32] ; [40.32 57.68],1
a3,1,0.000518,12.050353,[158  99] ; [80 19],[171.81460674  85.18539326] ; [66.18539326 32.81460674],1
a2,1,0.007134,7.239004,[ 42 215] ; [29 71],[ 51.11204482 205.88795518] ; [19.88795518 80.11204482],0
n4,1,0.007734,7.093975,[183  74] ; [84 15],[192.75  64.25] ; [74.25 24.75],0
s8,1,0.008974,6.828055,[ 81 175] ; [46 53],[ 91.58309859 164.41690141] ; [35.41690141 63.58309859],0
p12,1,0.015706,5.835472,[ 11 245] ; [11 87],[ 15.90960452 240.09039548] ; [ 6.09039548 91.90960452],0
r1,1,0.035951,4.399436,[180  77] ; [81 19],[187.8907563  69.1092437] ; [73.1092437 26.8907563],0
n5,1,0.042567,4.112535,[176  79] ; [79 20],[183.68644068  71.31355932] ; [71.31355932 27.68644068],0
s7,1,0.054451,3.698815,[104 146] ; [49 43],[111.84210526 138.15789474] ; [41.15789474 50.84210526],0
n2,1,0.094256,2.800133,[53 28] ; [20  4],[56.31428571 24.68571429] ; [16.68571429  7.31428571],0
p10,1,0.098486,2.729884,[186  69] ; [79 18],[191.97443182  63.02556818] ; [73.02556818 23.97443182],0
r2,1,0.09905,2.720773,[226  27] ; [94  5],[230.  23.] ; [90.  9.],0
u1,1,0.108882,2.570379,[ 34 223] ; [20 80],[ 38.87394958 218.12605042] ; [15.12605042 84.87394958],0
d2,1,0.11154,2.53226,[110 145] ; [52 47],[116.69491525 138.30508475] ; [45.30508475 53.69491525],0
b4,1,0.122427,2.385992,[144 113] ; [65 35],[150.45658263 106.54341737] ; [58.54341737 41.45658263],0
s1,1,0.127463,2.32313,[ 11 245] ; [ 1 97],[  8.6779661 247.3220339] ; [ 3.3220339 94.6779661],0
a7,1,0.14243,2.151512,[170  86] ; [73 25],[175.72881356  80.27118644] ; [67.27118644 30.72881356],0
s5,1,0.147513,2.097781,[ 70 179] ; [35 62],[ 75.56358382 173.43641618] ; [29.43641618 67.56358382],0
a1,1,0.15144,2.057691,[  9 248] ; [ 7 93],[ 11.51820728 245.48179272] ; [ 4.48179272 95.51820728],0
s6,1,0.175522,1.835139,[149 103] ; [65 32],[154.52148997  97.47851003] ; [59.47851003 37.52148997],0
a4,1,0.192042,1.701882,[ 97 159] ; [45 54],[102.4 153.6] ; [39.6 59.4],0
b1,1,0.19265,1.697234,[104 153] ; [33 67],[ 98.62464986 158.37535014] ; [38.37535014 61.62464986],0
d1,1,0.193833,1.68824,[132 125] ; [59 41],[137.49859944 119.50140056] ; [53.50140056 46.49859944],0
n3,1,0.203511,1.616995,[56 25] ; [19  4],[58.41346154 22.58653846] ; [16.58653846  6.41346154],0
r3,1,0.2259,1.466491,[233  23] ; [93  5],[235.75141243  20.24858757] ; [90.24858757  7.75141243],0
p3,1,0.229075,1.446596,[101 155] ; [46 53],[106.0056338 149.9943662] ; [40.9943662 58.0056338],0
d3,1,0.255517,1.292887,[162  94] ; [69 30],[166.58028169  89.41971831] ; [64.41971831 34.58028169],0
p5,1,0.257836,1.280339,[ 19 238] ; [11 88],[ 21.65730337 235.34269663] ; [ 8.34269663 90.65730337],0
b3,1,0.269107,1.221295,[41 93] ; [25 40],[44.44221106 89.55778894] ; [21.55778894 43.44221106],0
b2,1,0.269107,1.221295,[41 93] ; [25 40],[44.44221106 89.55778894] ; [21.55778894 43.44221106],0
p2,1,0.302735,1.062108,[205  52] ; [74 25],[201.41292135  55.58707865] ; [77.58707865 21.41292135],0
d4,1,0.311132,1.025864,[197  60] ; [80 18],[200.53239437  56.46760563] ; [76.46760563 21.53239437],0
a5,1,0.33779,0.918803,[168  89] ; [70 29],[171.81460674  85.18539326] ; [66.18539326 32.81460674],0
a6,1,0.340474,0.908646,[160  97] ; [67 32],[163.87359551  93.12640449] ; [63.12640449 35.87359551],0
v4,1,0.366135,0.816739,[237  20] ; [94  5],[238.95224719  18.04775281] ; [92.04775281  6.95224719],0
p9,1,0.389305,0.741113,[194  58] ; [78 18],[196.96551724  55.03448276] ; [75.03448276 20.96551724],0
u3,1,0.431619,0.618462,[44 53] ; [11  9],[45.5982906 51.4017094] ; [ 9.4017094 10.5982906],0
