Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000168,14.156654,[2 4] ; [37  3],[5.08695652 0.91304348] ; [33.91304348  6.08695652],1
p2,1,0.002143,9.423077,[2 4] ; [34  5],[4.8 1.2] ; [31.2  7.8],0
p4,1,0.009737,6.682435,[2 4] ; [32  7],[4.53333333 1.46666667] ; [29.46666667  9.53333333],0
v4,1,0.021629,5.275397,[4 2] ; [38  2],[5.47826087 0.52173913] ; [36.52173913  3.47826087],0
s2,1,0.024949,5.02742,[1 5] ; [26 14],[3.52173913 2.47826087] ; [23.47826087 16.52173913],0
p6,1,0.039473,4.240385,[1 5] ; [24 15],[3.33333333 2.66666667] ; [21.66666667 17.33333333],0
s6,1,0.042595,4.111389,[3 2] ; [33  3],[4.3902439 0.6097561] ; [31.6097561  4.3902439],0
s1,1,0.113526,2.504444,[2 4] ; [ 4 36],[0.7826087 5.2173913] ; [ 5.2173913 34.7826087],0
s3,1,0.179712,1.8,[2 3] ; [28 12],[3.33333333 1.66666667] ; [26.66666667 13.33333333],0
p7,1,0.194221,1.685305,[2 3] ; [27 12],[3.29545455 1.70454545] ; [25.70454545 13.29545455],0
n6,1,0.204894,1.607143,[4 1] ; [38  2],[4.66666667 0.33333333] ; [37.33333333  2.66666667],0
b4,1,0.226638,1.461839,[5 1] ; [23 17],[3.65217391 2.34782609] ; [24.34782609 15.65217391],0
a6,1,0.226638,1.461839,[5 1] ; [23 17],[3.65217391 2.34782609] ; [24.34782609 15.65217391],0
a7,1,0.226638,1.461839,[5 1] ; [23 17],[3.65217391 2.34782609] ; [24.34782609 15.65217391],0
p3,1,0.264022,1.247545,[3 3] ; [29 11],[4.17391304 1.82608696] ; [27.82608696 12.17391304],0
v3,1,0.317731,0.998264,[1 5] ; [15 25],[2.08695652 3.91304348] ; [13.91304348 26.08695652],0
v1,1,0.379621,0.77193,[2 4] ; [20 18],[3. 3.] ; [19. 19.],0
p10,1,0.380455,0.769231,[4 2] ; [32  7],[4.8 1.2] ; [31.2  7.8],0
p8,1,0.390635,0.736965,[3 2] ; [31  9],[3.77777778 1.22222222] ; [30.22222222  9.77777778],0
n2,1,0.407626,0.685714,[3 1] ; [4 4],[2.33333333 1.66666667] ; [4.66666667 3.33333333],0
d2,1,0.445996,0.580808,[4 2] ; [20 20],[3.13043478 2.86956522] ; [20.86956522 19.13043478],0
b5,1,0.445996,0.580808,[4 2] ; [20 20],[3.13043478 2.86956522] ; [20.86956522 19.13043478],0
d4,1,0.460292,0.545185,[4 2] ; [32  8],[4.69565217 1.30434783] ; [31.30434783  8.69565217],0
p9,1,0.502335,0.45,[4 1] ; [36  4],[4.44444444 0.55555556] ; [35.55555556  4.44444444],0
s8,1,0.526168,0.401786,[2 3] ; [22 18],[2.66666667 2.33333333] ; [21.33333333 18.66666667],0
n1,1,0.55368,0.350765,[3 1] ; [4 3],[2.54545455 1.45454545] ; [4.45454545 2.54545455],0
p11,1,0.573074,0.317565,[5 1] ; [29 11],[4.43478261 1.56521739] ; [29.56521739 10.43478261],0
b1,1,0.590879,0.288974,[4 2] ; [22 18],[3.39130435 2.60869565] ; [22.60869565 17.39130435],0
r2,1,0.624676,0.23935,[5 1] ; [36  4],[5.34782609 0.65217391] ; [35.65217391  4.34782609],0
r1,1,0.655421,0.199134,[5 1] ; [30 10],[4.56521739 1.43478261] ; [30.43478261  9.56521739],0
d5,1,0.664663,0.187908,[4 2] ; [30 10],[4.43478261 1.56521739] ; [29.56521739 10.43478261],0
d1,1,0.670659,0.180832,[4 2] ; [23 17],[3.52173913 2.47826087] ; [23.47826087 16.52173913],0
s7,1,0.676523,0.174066,[3 2] ; [27 12],[3.40909091 1.59090909] ; [26.59090909 12.40909091],0
p1,1,0.767292,0.087568,[2 4] ; [11 29],[1.69565217 4.30434783] ; [11.30434783 28.69565217],0
s5,1,0.80017,0.064073,[3 3] ; [20 16],[3.28571429 2.71428571] ; [19.71428571 16.28571429],0
a2,1,0.847798,0.036837,[1 5] ; [ 8 32],[1.17391304 4.82608696] ; [ 7.82608696 32.17391304],0
a4,1,0.908987,0.013068,[3 3] ; [19 21],[2.86956522 3.13043478] ; [19.13043478 20.86956522],0
d3,1,0.967611,0.001649,[4 2] ; [27 13],[4.04347826 1.95652174] ; [26.95652174 13.04347826],0
a3,1,0.967611,0.001649,[4 2] ; [27 13],[4.04347826 1.95652174] ; [26.95652174 13.04347826],0
n3,1,1.0,0.0,[2 2] ; [4 4],[2. 2.] ; [4. 4.],0
