Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,7e-06,20.299546,[252 128] ; [70  6],[268.33333333 111.66666667] ; [53.66666667 22.33333333],1
s5,1,2.1e-05,18.085526,[136 245] ; [46 28],[152.4 228.6] ; [29.6 44.4],1
s3,1,0.000297,13.091595,[214 167] ; [61 17],[228.26797386 152.73202614] ; [46.73202614 31.26797386],1
s2,1,0.000317,12.968811,[190 194] ; [56 22],[204.46753247 179.53246753] ; [41.53246753 36.46753247],1
a8,1,0.002202,9.373408,[ 72 273] ; [ 4 68],[ 62.87769784 282.12230216] ; [13.12230216 58.87769784],0
p6,1,0.007055,7.258906,[177 207] ; [49 29],[187.84415584 196.15584416] ; [38.15584416 39.84415584],0
s7,1,0.0106,6.531177,[196 172] ; [52 23],[206.01354402 161.98645598] ; [41.98645598 33.01354402],0
b3,1,0.01952,5.454353,[104 143] ; [10 33],[ 97.09655172 149.90344828] ; [16.90344828 26.09655172],0
b2,1,0.01952,5.454353,[104 143] ; [10 33],[ 97.09655172 149.90344828] ; [16.90344828 26.09655172],0
n4,1,0.03612,4.391437,[317  69] ; [56 22],[310.29741379  75.70258621] ; [62.70258621 15.29741379],0
p4,1,0.041574,4.152464,[262 124] ; [62 16],[269.53448276 116.46551724] ; [54.46551724 23.53448276],0
v2,1,0.054759,3.689397,[240 133] ; [40 36],[232.60579065 140.39420935] ; [47.39420935 28.60579065],0
s8,1,0.089622,2.881143,[185 197] ; [46 32],[191.83043478 190.16956522] ; [39.16956522 38.83043478],0
p10,1,0.116415,2.464905,[330  55] ; [72  6],[334.27645788  50.72354212] ; [67.72354212 10.27645788],0
d3,1,0.12243,2.385957,[273 112] ; [62 16],[278.5637149 106.4362851] ; [56.4362851 21.5637149],0
a7,1,0.134336,2.241664,[289  97] ; [52 26],[283.67672414 102.32327586] ; [57.32327586 20.67672414],0
p11,1,0.153556,2.036562,[328  59] ; [61 17],[323.7483871  63.2516129] ; [65.2516129 12.7483871],0
v3,1,0.162175,1.953828,[170 203] ; [28 48],[164.48552339 208.51447661] ; [33.51447661 42.48552339],0
p9,1,0.188654,1.728096,[334  50] ; [72  6],[337.45454545  46.54545455] ; [68.54545455  9.45454545],0
p3,1,0.226336,1.463738,[229 157] ; [52 26],[233.76293103 152.23706897] ; [47.23706897 30.76293103],0
d5,1,0.317427,0.999519,[317  67] ; [68 10],[320.  64.] ; [65. 13.],0
