Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,7e-06,20.299546,[252 128] ; [70  6],[268.33333333 111.66666667] ; [53.66666667 22.33333333],1
d1,1,0.322078,0.980488,[240 147] ; [53 25],[243.8516129 143.1483871] ; [49.1483871 28.8516129],0
p8,1,0.363409,0.826079,[259 125] ; [56 21],[262.38611714 121.61388286] ; [52.61388286 24.38611714],0
n1,1,0.364852,0.821124,[22 43] ; [ 3 11],[20.56962025 44.43037975] ; [4.43037975 9.56962025],0
a6,1,0.370747,0.801158,[266 118] ; [50 28],[262.64935065 121.35064935] ; [53.35064935 24.64935065],0
v1,1,0.384296,0.756915,[227 152] ; [42 35],[223.57675439 155.42324561] ; [45.42324561 31.57675439],0
p1,1,0.409508,0.680228,[ 33 351] ; [ 9 69],[ 34.90909091 349.09090909] ; [ 7.09090909 70.90909091],0
d2,1,0.445186,0.582879,[194 191] ; [43 35],[197.07343413 187.92656587] ; [39.92656587 38.07343413],0
u2,1,0.454878,0.558468,[54 41] ; [8 9],[52.58928571 42.41071429] ; [9.41071429 7.58928571],0
u1,1,0.468019,0.526649,[ 80 307] ; [19 59],[ 82.39354839 304.60645161] ; [16.60645161 61.39354839],0
n2,1,0.483111,0.491833,[51 15] ; [12  2],[51.975 14.025] ; [11.025  2.975],0
n5,1,0.523214,0.407554,[303  81] ; [59 19],[300.88311688  83.11688312] ; [61.11688312 16.88311688],0
a3,1,0.55601,0.346659,[289  96] ; [61 17],[291.03671706  93.96328294] ; [58.96328294 19.03671706],0
n3,1,0.556204,0.34632,[52 14] ; [12  2],[52.8 13.2] ; [11.2  2.8],0
d4,1,0.60058,0.274122,[328  55] ; [65 13],[326.50542299  56.49457701] ; [66.49457701 11.50542299],0
n6,1,0.614216,0.254081,[330  53] ; [68  9],[331.37826087  51.62173913] ; [66.62173913 10.37826087],0
u3,1,0.622053,0.242992,[56 40] ; [11  6],[56.92035398 39.07964602] ; [10.07964602  6.92035398],0
a1,1,0.623314,0.241237,[ 20 367] ; [ 3 75],[ 19.14193548 367.85806452] ; [ 3.85806452 74.14193548],0
r2,1,0.62872,0.2338,[368  14] ; [76  2],[368.71304348  13.28695652] ; [75.28695652  2.71304348],0
r4,1,0.636017,0.22399,[376  11] ; [75  3],[375.3483871  11.6516129] ; [75.6516129  2.3483871],0
u4,1,0.646116,0.210832,[  8 379] ; [ 1 77],[  7.49032258 379.50967742] ; [ 1.50967742 76.49032258],0
r3,1,0.651532,0.203974,[378   7] ; [75  2],[377.5   7.5] ; [75.5  1.5],0
a4,1,0.69079,0.158231,[183 202] ; [39 39],[184.60043197 200.39956803] ; [37.39956803 40.60043197],0
a5,1,0.71116,0.137121,[305  82] ; [60 18],[303.77419355  83.22580645] ; [61.22580645 16.77419355],0
b4,1,0.760381,0.093013,[216 171] ; [45 33],[217.21935484 169.78064516] ; [43.78064516 34.21935484],0
p5,1,0.801381,0.063282,[ 55 330] ; [12 66],[ 55.71274298 329.28725702] ; [11.28725702 66.71274298],0
b5,1,0.843383,0.039033,[223 164] ; [44 34],[222.21290323 164.78709677] ; [44.78709677 33.21290323],0
s1,1,0.878228,0.023475,[ 11 371] ; [ 2 76],[ 10.79565217 371.20434783] ; [ 2.20434783 75.79565217],0
p12,1,0.908045,0.013341,[ 33 352] ; [ 7 71],[ 33.26133909 351.73866091] ; [ 6.73866091 71.26133909],0
b1,1,0.925837,0.008665,[156 231] ; [31 47],[155.63225806 231.36774194] ; [31.36774194 46.63225806],0
p2,1,0.97917,0.000682,[351  35] ; [71  7],[351.06034483  34.93965517] ; [70.93965517  7.06034483],0
v4,1,0.981098,0.000561,[373  10] ; [76  2],[373.03036876   9.96963124] ; [75.96963124  2.03036876],0
a2,1,0.992795,8.2e-05,[104 283] ; [21 57],[104.03225806 282.96774194] ; [20.96774194 57.03225806],0
