Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.000509,12.084131,[ 5 22] ; [139 120],[13.59440559 13.40559441] ; [130.40559441 128.59440559],1
s7,1,0.00174,9.805116,[14 15] ; [192  62],[21.10954064  7.89045936] ; [184.89045936  69.10954064],0
r3,1,0.002456,9.172854,[25  4] ; [261   7],[27.92592593  1.07407407] ; [258.07407407   9.92592593],0
r1,1,0.007767,7.086491,[19 10] ; [227  40],[24.10135135  4.89864865] ; [221.89864865  45.10135135],0
s8,1,0.009897,6.653335,[13 16] ; [184  84],[19.23569024  9.76430976] ; [177.76430976  90.23569024],0
d2,1,0.018079,5.588446,[10 19] ; [154 114],[16.01346801 12.98653199] ; [147.98653199 120.01346801],0
p6,1,0.031462,4.627559,[10 19] ; [147 118],[15.48639456 13.51360544] ; [141.51360544 123.48639456],0
s4,1,0.034494,4.470043,[ 2 27] ; [ 64 201],[ 6.51020408 22.48979592] ; [ 59.48979592 205.51020408],0
r4,1,0.043118,4.090771,[24  5] ; [251  18],[26.76174497  2.23825503] ; [248.23825503  20.76174497],0
p9,1,0.04737,3.932203,[23  6] ; [243  24],[26.06081081  2.93918919] ; [239.93918919  27.06081081],0
d5,1,0.058003,3.593582,[21  8] ; [230  38],[24.50841751  4.49158249] ; [226.49158249  41.50841751],0
p8,1,0.061131,3.506437,[13 16] ; [168 100],[17.67340067 11.32659933] ; [163.32659933 104.67340067],0
a4,1,0.128297,2.312988,[11 18] ; [142 127],[14.88926174 14.11073826] ; [138.11073826 130.88926174],0
p5,1,0.131985,2.269,[ 2 25] ; [ 51 216],[ 4.86734694 22.13265306] ; [ 48.13265306 218.86734694],0
d1,1,0.140953,2.167524,[17 12] ; [193  76],[20.43624161  8.56375839] ; [189.56375839  79.43624161],0
r2,1,0.154072,2.031465,[25  3] ; [255  12],[26.57627119  1.42372881] ; [253.42372881  13.57627119],0
n5,1,0.166885,1.910705,[21  8] ; [222  46],[23.72727273  5.27272727] ; [219.27272727  48.72727273],0
u1,1,0.181948,1.78164,[ 4 25] ; [ 67 202],[ 6.90939597 22.09060403] ; [ 64.09060403 204.90939597],0
b2,1,0.211764,1.559329,[10  9] ; [ 64 105],[ 7.4787234 11.5212766] ; [ 66.5212766 102.4787234],0
b3,1,0.211764,1.559329,[10  9] ; [ 64 105],[ 7.4787234 11.5212766] ; [ 66.5212766 102.4787234],0
a3,1,0.225111,1.471487,[20  9] ; [212  57],[22.57718121  6.42281879] ; [209.42281879  59.57718121],0
d4,1,0.237042,1.3981,[24  5] ; [241  27],[25.87542088  3.12457912] ; [239.12457912  28.87542088],0
p2,1,0.237042,1.3981,[24  5] ; [241  27],[25.87542088  3.12457912] ; [239.12457912  28.87542088],0
a2,1,0.240304,1.378808,[ 6 23] ; [ 84 185],[ 8.75838926 20.24161074] ; [ 81.24161074 187.75838926],0
a7,1,0.261243,1.262157,[24  5] ; [196  72],[21.48148148  7.51851852] ; [198.51851852  69.48148148],0
d3,1,0.267164,1.231249,[20  9] ; [210  59],[22.38255034  6.61744966] ; [207.61744966  61.38255034],0
n6,1,0.272364,1.204803,[24  5] ; [239  28],[25.76689189  3.23310811] ; [237.23310811  29.76689189],0
a5,1,0.317456,0.999397,[21  8] ; [216  53],[23.06375839  5.93624161] ; [213.93624161  55.06375839],0
s3,1,0.411562,0.674284,[24  5] ; [236  32],[25.38720539  3.61279461] ; [234.61279461  33.38720539],0
p10,1,0.455416,0.557138,[24  5] ; [234  33],[25.27702703  3.72297297] ; [232.72297297  34.27702703],0
p1,1,0.474764,0.510866,[ 2 27] ; [ 30 237],[ 3.13513514 25.86486486] ; [ 28.86486486 238.13513514],0
v1,1,0.509347,0.435409,[18  9] ; [157 104],[16.40625 10.59375] ; [158.59375 102.40625],0
b1,1,0.516631,0.420614,[14 15] ; [113 156],[12.3590604 16.6409396] ; [114.6409396 154.3590604],0
b5,1,0.528207,0.397839,[19 10] ; [160 109],[17.41946309 11.58053691] ; [161.58053691 107.41946309],0
u2,1,0.540279,0.375023,[5 4] ; [37 19],[5.81538462 3.18461538] ; [36.18461538 19.81538462],0
p3,1,0.568879,0.324561,[18 10] ; [187  82],[19.32659933  8.67340067] ; [185.67340067  83.32659933],0
p7,1,0.626029,0.237484,[20  9] ; [194  71],[21.10884354  7.89115646] ; [192.89115646  72.10884354],0
n3,1,0.634827,0.225572,[5 1] ; [38 13],[4.52631579 1.47368421] ; [38.47368421 12.52631579],0
n4,1,0.67364,0.177374,[23  6] ; [221  47],[23.82491582  5.17508418] ; [220.17508418  47.82491582],0
v2,1,0.675327,0.175434,[15 13] ; [150 110],[16.04166667 11.95833333] ; [148.95833333 111.04166667],0
p11,1,0.682619,0.167193,[24  5] ; [214  55],[23.16107383  5.83892617] ; [214.83892617  54.16107383],0
u4,1,0.737806,0.112064,[ 1 28] ; [ 13 256],[ 1.36241611 27.63758389] ; [ 12.63758389 256.36241611],0
a8,1,0.761288,0.092288,[ 4 23] ; [ 32 219],[ 3.49640288 23.50359712] ; [ 32.50359712 218.49640288],0
n2,1,0.780557,0.077614,[5 1] ; [40 11],[4.73684211 1.26315789] ; [40.26315789 10.73684211],0
s1,1,0.79113,0.070142,[ 1 28] ; [ 12 254],[ 1.2779661 27.7220339] ; [ 11.7220339 254.2779661],0
v4,1,0.79158,0.069833,[28  1] ; [261   7],[28.21885522  0.78114478] ; [260.78114478   7.21885522],0
n1,1,0.826779,0.047889,[2 3] ; [23 28],[2.23214286 2.76785714] ; [22.76785714 28.23214286],0
a6,1,0.85451,0.033623,[20  9] ; [181  88],[19.56040268  9.43959732] ; [181.43959732  87.56040268],0
u3,1,0.884352,0.021157,[6 3] ; [38 17],[6.1875 2.8125] ; [37.8125 17.1875],0
p12,1,0.911551,0.012339,[ 4 25] ; [ 35 233],[ 3.80808081 25.19191919] ; [ 35.19191919 232.80808081],0
v3,1,0.941867,0.005318,[11 14] ; [112 147],[10.82746479 14.17253521] ; [112.17253521 146.82746479],0
a1,1,0.973424,0.00111,[ 2 27] ; [ 19 250],[ 2.04362416 26.95637584] ; [ 18.95637584 250.04362416],0
b4,1,0.990434,0.000144,[17 12] ; [158 111],[17.03020134 11.96979866] ; [157.96979866 111.03020134],0
