Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.033642,4.512821,[22 17] ; [22  5],[26. 13.] ; [18.  9.],0
p8,1,0.036932,4.353526,[13 26] ; [16 11],[17.13636364 21.86363636] ; [11.86363636 15.13636364],0
p11,1,0.051303,3.798361,[18 21] ; [19  8],[21.86363636 17.13636364] ; [15.13636364 11.86363636],0
b1,1,0.297623,1.084813,[21 18] ; [18  9],[23.04545455 15.95454545] ; [15.95454545 11.04545455],0
p4,1,0.566498,0.328578,[23 16] ; [14 13],[21.86363636 17.13636364] ; [15.13636364 11.86363636],0
