Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,117.679821,[ 4 79] ; [261 113],[48.12910284 34.87089716] ; [216.87089716 157.12910284],1
d3,1,0.0,89.643994,[29 53] ; [317  57],[62.21929825 19.78070175] ; [283.78070175  90.21929825],1
d5,1,0.0,47.615928,[46 37] ; [328  46],[67.92560175 15.07439825] ; [306.07439825  67.92560175],1
d2,1,9e-06,19.783842,[19 64] ; [186 188],[37.23194748 45.76805252] ; [167.76805252 206.23194748],1
u1,1,1.8e-05,18.344559,[ 1 82] ; [ 78 296],[14.34792123 68.65207877] ; [ 64.65207877 309.34792123],1
a6,1,0.000357,12.743522,[52 31] ; [302  72],[64.29321663 18.70678337] ; [289.70678337  84.29321663],1
a2,1,0.000767,11.319967,[ 9 74] ; [107 267],[21.0678337 61.9321663] ; [ 94.9321663 279.0678337],1
p1,1,0.002237,9.344507,[12 71] ; [ 19 353],[ 5.65494505 77.34505495] ; [ 25.34505495 346.65494505],0
a4,1,0.003251,8.661073,[22 60] ; [166 207],[33.88131868 48.11868132] ; [154.11868132 218.88131868],0
a3,1,0.005594,7.676602,[44 37] ; [262 111],[54.59471366 26.40528634] ; [251.40528634 121.59471366],0
a5,1,0.008639,6.896039,[48 35] ; [271 103],[57.93654267 25.06345733] ; [261.06345733 112.93654267],0
r1,1,0.010562,6.537603,[57 25] ; [306  67],[65.41978022 16.58021978] ; [297.58021978  75.41978022],0
b4,1,0.013702,6.076174,[40 43] ; [235 139],[49.9452954 33.0547046] ; [225.0547046 148.9452954],0
a8,1,0.017819,5.613902,[ 4 73] ; [ 52 285],[10.41545894 66.58454106] ; [ 45.58454106 291.41545894],0
v4,1,0.018488,5.549295,[73 10] ; [355  19],[77.73304158  5.26695842] ; [350.26695842  23.73304158],0
r3,1,0.023391,5.139237,[73  9] ; [356  17],[77.31428571  4.68571429] ; [351.68571429  21.31428571],0
v2,1,0.023533,5.128752,[34 44] ; [207 152],[43.01601831 34.98398169] ; [197.98398169 161.01601831],0
b2,1,0.02681,4.903004,[10 42] ; [ 74 136],[16.67175573 35.32824427] ; [ 67.32824427 142.67175573],0
b3,1,0.02681,4.903004,[10 42] ; [ 74 136],[16.67175573 35.32824427] ; [ 67.32824427 142.67175573],0
s2,1,0.031455,4.627958,[22 60] ; [147 225],[30.52422907 51.47577093] ; [138.47577093 233.52422907],0
u2,1,0.032247,4.585308,[17 22] ; [69 40],[22.66216216 16.33783784] ; [63.33783784 45.66216216],0
r2,1,0.049887,3.845258,[73 10] ; [348  22],[77.13686534  5.86313466] ; [343.86313466  26.13686534],0
p11,1,0.059893,3.540354,[57 26] ; [293  81],[63.56673961 19.43326039] ; [286.43326039  87.56673961],0
s6,1,0.076211,3.143915,[39 44] ; [214 157],[46.25330396 36.74669604] ; [206.74669604 164.25330396],0
s1,1,0.083048,3.00421,[ 5 77] ; [  9 361],[ 2.53982301 79.46017699] ; [ 11.46017699 358.53982301],0
n3,1,0.124357,2.361564,[16  3] ; [57 29],[13.20952381  5.79047619] ; [59.79047619 26.20952381],0
s7,1,0.129154,2.302649,[23 56] ; [136 220],[28.87586207 50.12413793] ; [130.12413793 225.87586207],0
u3,1,0.13672,2.21449,[19 20] ; [68 41],[22.92567568 16.07432432] ; [64.07432432 44.92567568],0
r4,1,0.156497,2.007753,[69 14] ; [332  42],[72.82932166 10.17067834] ; [328.17067834  45.82932166],0
s8,1,0.200502,1.638711,[22 61] ; [126 247],[26.93859649 56.06140351] ; [121.06140351 251.93859649],0
p12,1,0.222174,1.490277,[ 2 81] ; [ 21 350],[ 4.20484581 78.79515419] ; [ 18.79515419 352.20484581],0
p6,1,0.23102,1.434571,[20 62] ; [115 255],[24.49115044 57.50884956] ; [110.50884956 259.49115044],0
p5,1,0.262179,1.257212,[ 2 80] ; [ 20 352],[ 3.97356828 78.02643172] ; [ 18.02643172 353.97356828],0
v1,1,0.291507,1.11265,[43 37] ; [171 191],[38.73303167 41.26696833] ; [175.26696833 186.73303167],0
v3,1,0.293102,1.105318,[25 58] ; [129 227],[29.11617312 53.88382688] ; [124.88382688 231.11617312],0
