Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,38.758462,[ 7 25] ; [103  27],[21.72839506 10.27160494] ; [88.27160494 41.72839506],1
d5,1,0.0,29.822037,[11 21] ; [107  23],[23.30864198  8.69135802] ; [94.69135802 35.30864198],1
d2,1,0.000266,13.295678,[ 4 29] ; [61 69],[13.1595092 19.8404908] ; [51.8404908 78.1595092],1
a5,1,0.000367,12.693138,[10 23] ; [84 46],[19.03067485 13.96932515] ; [74.96932515 55.03067485],1
r1,1,0.000443,12.341546,[14 19] ; [96 33],[22.40740741 10.59259259] ; [87.59259259 41.40740741],1
a3,1,0.003728,8.411812,[13 20] ; [87 43],[20.24539877 12.75460123] ; [79.75460123 50.24539877],0
a4,1,0.011844,6.334087,[ 4 29] ; [45 85],[ 9.9202454 23.0797546] ; [39.0797546 90.9202454],0
s7,1,0.02073,5.349327,[ 4 28] ; [41 82],[ 9.29032258 22.70967742] ; [35.70967742 87.29032258],0
r4,1,0.026499,4.923161,[22 11] ; [109  21],[26.52147239  6.47852761] ; [104.47852761  25.52147239],0
p10,1,0.030385,4.687397,[14 17] ; [86 44],[19.25465839 11.74534161] ; [80.74534161 49.25465839],0
a7,1,0.031525,4.624151,[18 14] ; [98 32],[22.91358025  9.08641975] ; [93.08641975 36.91358025],0
a2,1,0.058511,3.579105,[ 1 32] ; [ 20 110],[ 4.25153374 28.74846626] ; [ 16.74846626 113.25153374],0
s6,1,0.061533,3.495577,[11 22] ; [67 63],[15.79141104 17.20858896] ; [62.20858896 67.79141104],0
n4,1,0.06759,3.340604,[ 8 25] ; [54 76],[12.55214724 20.44785276] ; [49.44785276 80.55214724],0
u2,1,0.070873,3.262688,[ 7 13] ; [25 17],[10.32258065  9.67741935] ; [21.67741935 20.32258065],0
v2,1,0.102963,2.659036,[ 9 23] ; [55 70],[13.04458599 18.95541401] ; [50.95541401 74.04458599],0
p9,1,0.108602,2.574453,[17 15] ; [88 41],[20.86956522 11.13043478] ; [84.13043478 44.86956522],0
p1,1,0.119262,2.426984,[ 3 29] ; [  4 125],[ 1.39130435 30.60869565] ; [  5.60869565 123.39130435],0
b4,1,0.166252,1.916416,[17 16] ; [84 46],[20.44785276 12.55214724] ; [80.55214724 49.44785276],0
a8,1,0.190424,1.714333,[ 3 27] ; [  5 118],[ 1.56862745 28.43137255] ; [  6.43137255 116.56862745],0
s5,1,0.192603,1.697595,[ 5 28] ; [32 91],[ 7.82692308 25.17307692] ; [29.17307692 93.82692308],0
a6,1,0.224512,1.475294,[17 16] ; [82 48],[20.04294479 12.95705521] ; [78.95705521 51.04294479],0
v3,1,0.241131,1.373969,[ 4 27] ; [28 97],[ 6.35897436 24.64102564] ; [25.64102564 99.35897436],0
s4,1,0.28225,1.156223,[ 5 28] ; [31 99],[ 7.28834356 25.71165644] ; [ 28.71165644 101.28834356],0
v4,1,0.282291,1.156029,[30  2] ; [113  17],[28.24691358  3.75308642] ; [114.75308642  15.24691358],0
n6,1,0.305499,1.050035,[23 10] ; [78 52],[20.44785276 12.55214724] ; [80.55214724 49.44785276],0
p2,1,0.320637,0.986346,[25  7] ; [90 40],[22.71604938  9.28395062] ; [92.28395062 37.71604938],0
r3,1,0.32494,0.968959,[29  4] ; [121   9],[30.36809816  2.63190184] ; [119.63190184  10.36809816],0
b1,1,0.325688,0.965969,[15 18] ; [47 83],[12.55214724 20.44785276] ; [49.44785276 80.55214724],0
u3,1,0.415214,0.663821,[ 9 11] ; [23 18],[10.49180328  9.50819672] ; [21.50819672 19.49180328],0
s3,1,0.425556,0.634921,[12 20] ; [58 70],[14. 18.] ; [56. 72.],0
r2,1,0.503472,0.44761,[28  5] ; [114  14],[29.10559006  3.89440994] ; [112.89440994  15.10559006],0
n3,1,0.511312,0.43138,[9 2] ; [31 12],[8.14814815 2.85185185] ; [31.85185185 11.14814815],0
p4,1,0.513849,0.426222,[12 21] ; [55 74],[13.64814815 19.35185185] ; [53.35185185 75.64814815],0
b2,1,0.555692,0.347218,[ 3 14] ; [18 56],[ 3.92307692 13.07692308] ; [17.07692308 56.92307692],0
b3,1,0.555692,0.347218,[ 3 14] ; [18 56],[ 3.92307692 13.07692308] ; [17.07692308 56.92307692],0
p8,1,0.604233,0.268659,[14 19] ; [48 80],[12.70807453 20.29192547] ; [49.29192547 78.70807453],0
p5,1,0.71031,0.137967,[ 1 31] ; [  6 124],[ 1.38271605 30.61728395] ; [  5.61728395 124.38271605],0
b5,1,0.744316,0.106369,[18 15] ; [75 55],[18.82822086 14.17177914] ; [74.17177914 55.82822086],0
p6,1,0.78644,0.073406,[ 7 26] ; [30 98],[ 7.58385093 25.41614907] ; [29.41614907 98.58385093],0
