Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,27.488711,[255  99] ; [39 52],[233.87865169 120.12134831] ; [60.12134831 30.87865169],1
n4,1,1e-06,24.355158,[259  97] ; [42 50],[239.1875 116.8125] ; [61.8125 30.1875],1
p10,1,6.5e-05,15.939786,[276  76] ; [52 38],[261.21266968  90.78733032] ; [66.78733032 23.21266968],1
p11,1,0.000336,12.859797,[288  69] ; [58 34],[275.10467706  81.89532294] ; [70.89532294 21.10467706],1
p9,1,0.002176,9.394455,[284  67] ; [60 31],[273.17647059  77.82352941] ; [70.82352941 20.17647059],0
r4,1,0.002295,9.29745,[324  33] ; [73 19],[315.65478842  41.34521158] ; [81.34521158 10.65478842],0
s1,1,0.007679,7.106753,[  4 347] ; [ 5 84],[  7.17954545 343.82045455] ; [ 1.82045455 87.17954545],0
b1,1,0.009101,6.802912,[122 235] ; [45 47],[132.78173719 224.21826281] ; [34.21826281 57.78173719],0
s5,1,0.0185,5.54815,[ 84 261] ; [11 76],[ 75.86805556 269.13194444] ; [19.13194444 67.86805556],0
u3,1,0.026454,4.926068,[73 69] ; [24  9],[78.70857143 63.29142857] ; [18.29142857 14.70857143],0
u2,1,0.035033,4.443582,[67 74] ; [23 11],[72.51428571 68.48571429] ; [17.48571429 16.51428571],0
r3,1,0.05454,3.696107,[337  19] ; [82 10],[332.95535714  23.04464286] ; [86.04464286  5.95535714],0
p8,1,0.059916,3.539704,[172 180] ; [34 56],[164.05429864 187.94570136] ; [41.94570136 48.05429864],0
p2,1,0.081422,3.036287,[287  68] ; [66 25],[280.97533632  74.02466368] ; [72.02466368 18.97533632],0
d1,1,0.103979,2.643423,[193 164] ; [41 51],[186.05345212 170.94654788] ; [47.94654788 44.05345212],0
v1,1,0.112798,2.514577,[174 175] ; [36 53],[167.32876712 181.67123288] ; [42.67123288 46.32876712],0
r2,1,0.121611,2.396447,[334  19] ; [83  9],[330.78876404  22.21123596] ; [86.21123596  5.78876404],0
s3,1,0.138745,2.191821,[124 225] ; [40 51],[130.08181818 218.91818182] ; [33.91818182 57.08181818],0
p6,1,0.147261,2.100394,[ 97 257] ; [17 69],[ 91.71818182 262.28181818] ; [22.28181818 63.71818182],0
p7,1,0.157026,2.002633,[203 148] ; [43 44],[197.1369863 153.8630137] ; [48.8630137 38.1369863],0
p4,1,0.164613,1.931327,[178 175] ; [38 52],[172.11738149 180.88261851] ; [43.88261851 46.11738149],0
p3,1,0.183048,1.772704,[146 210] ; [30 60],[140.48430493 215.51569507] ; [35.51569507 54.48430493],0
v2,1,0.191624,1.705088,[176 162] ; [38 48],[170.59433962 167.40566038] ; [43.40566038 42.59433962],0
a7,1,0.204434,1.61041,[262  92] ; [62 30],[257.16591928  96.83408072] ; [66.83408072 25.16591928],0
s4,1,0.205973,1.59951,[ 52 297] ; [ 9 83],[ 48.27437642 300.72562358] ; [12.72562358 79.27437642],0
p5,1,0.218315,1.515415,[ 24 332] ; [ 3 88],[ 21.5033557 334.4966443] ; [ 5.4966443 85.5033557],0
b2,1,0.228299,1.451427,[ 64 122] ; [13 38],[ 60.43037975 125.56962025] ; [16.56962025 34.43037975],0
b3,1,0.228299,1.451427,[ 64 122] ; [13 38],[ 60.43037975 125.56962025] ; [16.56962025 34.43037975],0
d3,1,0.234867,1.411142,[235 121] ; [54 37],[230.1655481 125.8344519] ; [58.8344519 32.1655481],0
d4,1,0.272955,1.201837,[282  74] ; [68 24],[278.125  77.875] ; [71.875 20.125],0
a5,1,0.27355,1.19886,[239 118] ; [56 36],[234.5545657 122.4454343] ; [60.4454343 31.5545657],0
s6,1,0.3237,0.973938,[179 169] ; [42 50],[174.79090909 173.20909091] ; [46.20909091 45.79090909],0
a1,1,0.352822,0.86328,[ 12 345] ; [ 5 87],[ 13.51670379 343.48329621] ; [ 3.48329621 88.51670379],0
p12,1,0.381256,0.766649,[ 20 336] ; [ 3 87],[ 18.35874439 337.64125561] ; [ 4.64125561 85.35874439],0
d5,1,0.428555,0.626737,[277  79] ; [68 24],[274.15178571  81.84821429] ; [70.84821429 21.15178571],0
v3,1,0.432597,0.615841,[113 233] ; [24 61],[109.98143852 236.01856148] ; [27.01856148 57.98143852],0
r1,1,0.485965,0.485448,[270  85] ; [66 25],[267.44394619  87.55605381] ; [68.55605381 22.44394619],0
u1,1,0.487412,0.482235,[ 40 317] ; [ 8 84],[ 38.16481069 318.83518931] ; [ 9.83518931 82.16481069],0
a8,1,0.493914,0.467988,[ 35 294] ; [ 7 79],[ 33.29638554 295.70361446] ; [ 8.70361446 77.29638554],0
a2,1,0.501857,0.451008,[ 65 292] ; [14 78],[ 62.81291759 294.18708241] ; [16.18708241 75.81291759],0
b5,1,0.558221,0.342793,[221 136] ; [60 32],[223.42316258 133.57683742] ; [57.57683742 34.42316258],0
a4,1,0.563815,0.333142,[139 216] ; [33 59],[136.59955257 218.40044743] ; [35.40044743 56.59955257],0
a3,1,0.594404,0.283519,[213 142] ; [58 34],[215.22371365 139.77628635] ; [55.77628635 36.22371365],0
n3,1,0.635897,0.224149,[63 22] ; [22  6],[63.9380531 21.0619469] ; [21.0619469  6.9380531],0
s8,1,0.644979,0.212289,[ 66 290] ; [19 73],[ 67.54464286 288.45535714] ; [17.45535714 74.54464286],0
n1,1,0.719592,0.128884,[24 60] ; [ 9 19],[24.75 59.25] ; [ 8.25 19.75],0
a6,1,0.779931,0.078069,[246 111] ; [62 30],[244.8908686 112.1091314] ; [63.1091314 28.8908686],0
d2,1,0.782652,0.076101,[148 206] ; [37 55],[146.83856502 207.16143498] ; [38.16143498 53.83856502],0
b4,1,0.833343,0.044275,[213 144] ; [56 36],[213.88195991 143.11804009] ; [55.11804009 36.88195991],0
s2,1,0.854552,0.033604,[101 251] ; [27 64],[101.70654628 250.29345372] ; [26.29345372 64.70654628],0
p1,1,0.860975,0.030671,[ 25 330] ; [ 6 86],[ 24.6196868 330.3803132] ; [ 6.3803132 85.6196868],0
n2,1,0.956047,0.003038,[62 23] ; [21  8],[61.88596491 23.11403509] ; [21.11403509  7.88596491],0
