Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000174,14.088009,[33  4] ; [13 15],[26.18461538 10.81538462] ; [19.81538462  8.18461538],1
a3,1,0.007626,7.119261,[18 21] ; [22  6],[23.28358209 15.71641791] ; [16.71641791 11.28358209],0
a4,1,0.01024,6.592664,[ 9 30] ; [15 13],[13.97014925 25.02985075] ; [10.02985075 17.97014925],0
p11,1,0.025459,4.992417,[35  4] ; [19  9],[31.43283582  7.56716418] ; [22.56716418  5.43283582],0
d2,1,0.035598,4.416259,[11 28] ; [15 13],[15.13432836 23.86567164] ; [10.86567164 17.13432836],0
p4,1,0.04869,3.88601,[31  8] ; [16 12],[27.35820896 11.64179104] ; [19.64179104  8.35820896],0
d5,1,0.060973,3.510709,[27 12] ; [24  3],[30.13636364  8.86363636] ; [20.86363636  6.13636364],0
p10,1,0.061933,3.48485,[32  6] ; [18 10],[28.78787879  9.21212121] ; [21.21212121  6.78787879],0
u1,1,0.071741,3.242727,[ 1 38] ; [ 4 24],[ 2.91044776 36.08955224] ; [ 2.08955224 25.91044776],0
a6,1,0.097277,2.749627,[20 19] ; [20  8],[23.28358209 15.71641791] ; [16.71641791 11.28358209],0
b3,1,0.122433,2.385916,[ 8 17] ; [10  8],[10.46511628 14.53488372] ; [ 7.53488372 10.46511628],0
b2,1,0.122433,2.385916,[ 8 17] ; [10  8],[10.46511628 14.53488372] ; [ 7.53488372 10.46511628],0
b1,1,0.130381,2.287959,[15 24] ; [16 12],[18.04477612 20.95522388] ; [12.95522388 15.04477612],0
s6,1,0.132812,2.259326,[26 11] ; [14 13],[23.125 13.875] ; [16.875 10.125],0
n1,1,0.146145,2.112029,[4 8] ; [7 4],[5.73913043 6.26086957] ; [5.26086957 5.73913043],0
p3,1,0.149839,2.073887,[25 14] ; [13 15],[22.11940299 16.88059701] ; [15.88059701 12.11940299],0
n6,1,0.190384,1.714641,[33  6] ; [20  8],[30.85074627  8.14925373] ; [22.14925373  5.85074627],0
s7,1,0.195056,1.679014,[18 20] ; [16  9],[20.50793651 17.49206349] ; [13.49206349 11.50793651],0
a2,1,0.195407,1.676375,[ 2 37] ; [ 4 24],[ 3.49253731 35.50746269] ; [ 2.50746269 25.49253731],0
r4,1,0.235041,1.410092,[29 10] ; [17 11],[26.7761194 12.2238806] ; [19.2238806  8.7761194],0
u2,1,0.24135,1.372689,[12  9] ; [5 1],[13.22222222  7.77777778] ; [3.77777778 2.22222222],0
d4,1,0.280589,1.164235,[31  8] ; [19  9],[29.10447761  9.89552239] ; [20.89552239  7.10447761],0
n5,1,0.28606,1.138075,[29  9] ; [18 10],[27.06060606 10.93939394] ; [19.93939394  8.06060606],0
