Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,3e-06,22.135628,[42 12] ; [10 26],[31.2 22.8] ; [20.8 15.2],1
p11,1,3.5e-05,17.101293,[44 10] ; [14 22],[34.8 19.2] ; [23.2 12.8],1
n6,1,0.001901,9.642857,[48  6] ; [22 14],[42. 12.] ; [28.  8.],0
p8,1,0.009118,6.799638,[29 25] ; [ 9 26],[23.05617978 30.94382022] ; [14.94382022 20.05617978],0
p2,1,0.035483,4.421791,[45  9] ; [23 13],[40.8 13.2] ; [27.2  8.8],0
d4,1,0.057101,3.619652,[37 17] ; [31  5],[40.8 13.2] ; [27.2  8.8],0
p4,1,0.058235,3.586957,[32 22] ; [14 22],[27.6 26.4] ; [18.4 17.6],0
v3,1,0.062333,3.474199,[ 9 44] ; [12 23],[12.64772727 40.35227273] ; [ 8.35227273 26.64772727],0
r2,1,0.063708,3.438119,[45  8] ; [34  1],[47.57954545  5.42045455] ; [31.42045455  3.57954545],0
d3,1,0.064322,3.422291,[35 19] ; [29  6],[38.83146067 15.16853933] ; [25.16853933  9.83146067],0
u3,1,0.070156,3.279366,[12 11] ; [10  2],[14.45714286  8.54285714] ; [7.54285714 4.45714286],0
d1,1,0.070423,3.273132,[24 30] ; [23 13],[28.2 25.8] ; [18.8 17.2],0
b4,1,0.077485,3.116883,[29 25] ; [26 10],[33. 21.] ; [22. 14.],0
a2,1,0.1227,2.382519,[11 43] ; [ 3 33],[ 8.4 45.6] ; [ 5.6 30.4],0
v2,1,0.126508,2.334842,[16 36] ; [16 18],[19.34883721 32.65116279] ; [12.65116279 21.34883721],0
s7,1,0.162949,1.946641,[33 20] ; [16 18],[29.85057471 23.14942529] ; [19.14942529 14.85057471],0
n2,1,0.218089,1.516901,[15  4] ; [7 5],[13.48387097  5.51612903] ; [8.51612903 3.48387097],0
s1,1,0.219026,1.51074,[ 5 48] ; [ 1 35],[ 3.57303371 49.42696629] ; [ 2.42696629 33.57303371],0
p12,1,0.227195,1.458333,[ 5 49] ; [ 1 35],[ 3.6 50.4] ; [ 2.4 33.6],0
r3,1,0.24106,1.374382,[44  9] ; [33  3],[45.85393258  7.14606742] ; [31.14606742  4.85393258],0
s6,1,0.243312,1.3613,[45  8] ; [27  9],[42.87640449 10.12359551] ; [29.12359551  6.87640449],0
d2,1,0.261307,1.261822,[22 32] ; [19 17],[24.6 29.4] ; [16.4 19.6],0
p9,1,0.267048,1.231846,[44 10] ; [25 10],[41.86516854 12.13483146] ; [27.13483146  7.86516854],0
a7,1,0.318309,0.995882,[33 21] ; [25 10],[35.19101124 18.80898876] ; [22.80898876 12.19101124],0
a3,1,0.37738,0.779221,[31 23] ; [24 12],[33. 21.] ; [22. 14.],0
s8,1,0.37738,0.779221,[23 31] ; [12 24],[21. 33.] ; [14. 22.],0
p7,1,0.406839,0.68802,[32 21] ; [18 17],[30.11363636 22.88636364] ; [19.88636364 15.11363636],0
a4,1,0.418461,0.654634,[21 33] ; [11 25],[19.2 34.8] ; [12.8 23.2],0
d5,1,0.445019,0.583308,[36 18] ; [26  9],[37.61797753 16.38202247] ; [24.38202247 10.61797753],0
r4,1,0.476333,0.507246,[40 14] ; [29  7],[41.4 12.6] ; [27.6  8.4],0
n3,1,0.527225,0.399737,[16  3] ; [9 3],[15.32258065  3.67741935] ; [9.67741935 2.32258065],0
b1,1,0.589613,0.290948,[18 36] ; [14 22],[19.2 34.8] ; [12.8 23.2],0
p3,1,0.60114,0.273279,[24 30] ; [14 22],[22.8 31.2] ; [15.2 20.8],0
v4,1,0.604773,0.267857,[51  3] ; [33  3],[50.4  3.6] ; [33.6  2.4],0
s3,1,0.612326,0.256802,[38 15] ; [24 12],[36.92134831 16.07865169] ; [25.07865169 10.92134831],0
b2,1,0.640026,0.218708,[ 4 23] ; [ 4 16],[ 4.59574468 22.40425532] ; [ 3.40425532 16.59574468],0
b3,1,0.640026,0.218708,[ 4 23] ; [ 4 16],[ 4.59574468 22.40425532] ; [ 3.40425532 16.59574468],0
s2,1,0.670991,0.180445,[33 20] ; [24 12],[33.94382022 19.05617978] ; [23.05617978 12.94382022],0
n1,1,0.694266,0.154506,[ 6 13] ; [3 9],[ 5.51612903 13.48387097] ; [3.48387097 8.51612903],0
b5,1,0.72646,0.122387,[31 23] ; [22 14],[31.8 22.2] ; [21.2 14.8],0
a1,1,0.770335,0.085227,[ 1 53] ; [ 1 35],[ 1.2 52.8] ; [ 0.8 35.2],0
p6,1,0.790026,0.070903,[21 33] ; [13 23],[20.4 33.6] ; [13.6 22.4],0
u1,1,0.792733,0.069045,[ 7 47] ; [ 4 32],[ 6.6 47.4] ; [ 4.4 31.6],0
p5,1,0.810538,0.057471,[ 2 52] ; [ 1 35],[ 1.8 52.2] ; [ 1.2 34.8],0
p10,1,0.845687,0.037879,[40 14] ; [26 10],[39.6 14.4] ; [26.4  9.6],0
p1,1,0.879806,0.022866,[ 5 49] ; [ 3 33],[ 4.8 49.2] ; [ 3.2 32.8],0
u2,1,0.918123,0.010568,[13 10] ; [7 5],[13.14285714  9.85714286] ; [6.85714286 5.14285714],0
a6,1,0.928844,0.007974,[34 20] ; [23 13],[34.2 19.8] ; [22.8 13.2],0
s5,1,0.973635,0.001092,[21 27] ; [15 19],[21.07317073 26.92682927] ; [14.92682927 19.07317073],0
a5,1,1.0,0.0,[33 21] ; [22 14],[33. 21.] ; [22. 14.],0
r1,1,1.0,0.0,[36 18] ; [24 12],[36. 18.] ; [24. 12.],0
