Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.001412,10.189474,[ 1 17] ; [4 2],[ 3.75 14.25] ; [1.25 4.75],0
p4,1,0.033277,4.531469,[ 6 12] ; [5 1],[8.25 9.75] ; [2.75 3.25],0
s7,1,0.042844,4.10153,[ 6 11] ; [5 1],[8.13043478 8.86956522] ; [2.86956522 3.13043478],0
p3,1,0.088376,2.903704,[ 5 13] ; [4 2],[ 6.75 11.25] ; [2.25 3.75],0
b1,1,0.097788,2.741259,[10  8] ; [1 5],[8.25 9.75] ; [2.75 3.25],0
v3,1,0.131636,2.273099,[ 2 16] ; [2 3],[ 3.13043478 14.86956522] ; [0.86956522 4.13043478],0
d3,1,0.151494,2.057143,[12  6] ; [2 4],[10.5  7.5] ; [3.5 2.5],0
b3,1,0.154229,2.029915,[ 1 12] ; [2 4],[ 2.05263158 10.94736842] ; [0.94736842 5.05263158],0
b2,1,0.154229,2.029915,[ 1 12] ; [2 4],[ 2.05263158 10.94736842] ; [0.94736842 5.05263158],0
d2,1,0.18262,1.776169,[11  6] ; [2 4],[9.60869565 7.39130435] ; [3.39130435 2.60869565],0
s8,1,0.194835,1.680672,[ 4 14] ; [3 3],[ 5.25 12.75] ; [1.75 4.25],0
s4,1,0.205903,1.6,[ 2 16] ; [2 4],[ 3. 15.] ; [1. 5.],0
v1,1,0.221099,1.497222,[ 6 10] ; [4 2],[7.27272727 8.72727273] ; [2.72727273 3.27272727],0
p9,1,0.223543,1.481481,[10  8] ; [5 1],[11.25  6.75] ; [3.75 2.25],0
s3,1,0.279353,1.170236,[9 8] ; [4 1],[10.04545455  6.95454545] ; [2.95454545 2.04545455],0
p10,1,0.32179,0.981658,[10  8] ; [4 1],[10.95652174  7.04347826] ; [3.04347826 1.95652174],0
d1,1,0.345779,0.888889,[10  8] ; [2 4],[9. 9.] ; [3. 3.],0
d4,1,0.423206,0.641394,[14  3] ; [4 2],[13.30434783  3.69565217] ; [4.69565217 1.30434783],0
s6,1,0.432738,0.615463,[11  7] ; [4 1],[11.73913043  6.26086957] ; [3.26086957 1.73913043],0
a4,1,0.477968,0.503497,[9 9] ; [2 4],[8.25 9.75] ; [2.75 3.25],0
a6,1,0.477968,0.503497,[9 9] ; [4 2],[9.75 8.25] ; [3.25 2.75],0
u3,1,0.504985,0.444444,[5 4] ; [1 2],[4.5 4.5] ; [1.5 1.5],0
p5,1,0.601598,0.272593,[ 2 16] ; [1 4],[ 2.34782609 15.65217391] ; [0.65217391 4.34782609],0
u2,1,0.621014,0.244444,[4 4] ; [2 1],[4.36363636 3.63636364] ; [1.63636364 1.36363636],0
a5,1,0.632585,0.228571,[11  7] ; [3 3],[10.5  7.5] ; [3.5 2.5],0
v4,1,0.639207,0.21978,[10  6] ; [3 1],[10.4  5.6] ; [2.6 1.4],0
r2,1,0.759982,0.093333,[11  4] ; [4 2],[10.71428571  4.28571429] ; [4.28571429 1.71428571],0
n5,1,0.780512,0.077647,[9 8] ; [3 2],[9.27272727 7.72727273] ; [2.72727273 2.27272727],0
b4,1,0.795418,0.067227,[13  5] ; [4 2],[12.75  5.25] ; [4.25 1.75],0
n4,1,0.813025,0.055944,[10  8] ; [3 3],[9.75 8.25] ; [3.25 2.75],0
b5,1,0.813025,0.055944,[ 8 10] ; [3 3],[8.25 9.75] ; [2.75 3.25],0
r1,1,0.859234,0.031453,[ 8 10] ; [2 3],[ 7.82608696 10.17391304] ; [2.17391304 2.82608696],0
a3,1,0.901321,0.015374,[9 8] ; [3 3],[8.86956522 8.13043478] ; [3.13043478 2.86956522],0
a7,1,0.901321,0.015374,[9 8] ; [3 3],[8.86956522 8.13043478] ; [3.13043478 2.86956522],0
p2,1,0.915127,0.011358,[14  4] ; [4 1],[14.08695652  3.91304348] ; [3.91304348 1.08695652],0
n6,1,0.962486,0.002212,[10  7] ; [3 2],[10.04545455  6.95454545] ; [2.95454545 2.04545455],0
v2,1,1.0,0.0,[9 9] ; [3 3],[9. 9.] ; [3. 3.],0
n1,1,1.0,0.0,[2 4] ; [1 2],[2. 4.] ; [1. 2.],0
