Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,78.767981,[331  96] ; [58 94],[286.8791019 140.1208981] ; [102.1208981  49.8791019],1
a6,1,0.0,66.074228,[335  93] ; [65 87],[295.17241379 132.82758621] ; [104.82758621  47.17241379],1
a2,1,0.0,27.265561,[111 318] ; [  9 143],[ 88.60585198 340.39414802] ; [ 31.39414802 120.60585198],1
d4,1,5e-06,20.928168,[355  73] ; [99 53],[335.02068966  92.97931034] ; [118.97931034  33.02068966],1
r1,1,2.1e-05,18.139867,[352  75] ; [100  52],[333.3402418  93.6597582] ; [118.6597582  33.3402418],1
r4,1,2.1e-05,18.136764,[392  37] ; [119  33],[377.31325301  51.68674699] ; [133.68674699  18.31325301],1
d1,1,2.2e-05,18.026235,[255 174] ; [60 92],[232.59036145 196.40963855] ; [82.40963855 69.59036145],1
u1,1,7.2e-05,15.754276,[ 76 353] ; [  7 145],[ 61.28571429 367.71428571] ; [ 21.71428571 130.28571429],1
d5,1,0.000101,15.115075,[352  76] ; [102  50],[335.02068966  92.97931034] ; [118.97931034  33.02068966],1
b5,1,0.001278,10.374097,[286 143] ; [79 73],[269.50946644 159.49053356] ; [95.49053356 56.50946644],0
r3,1,0.001911,9.633582,[410  18] ; [135  17],[402.17241379  25.82758621] ; [142.82758621   9.17241379],0
r2,1,0.002513,9.131188,[408  19] ; [132  17],[400.3125  26.6875] ; [139.6875   9.3125],0
u3,1,0.004329,8.140469,[86 52] ; [19 30],[77.48663102 60.51336898] ; [27.51336898 21.48663102],0
b1,1,0.005235,7.796342,[151 278] ; [73 79],[165.39759036 263.60240964] ; [58.60240964 93.39759036],0
p10,1,0.0133,6.128817,[333  91] ; [102  47],[321.88481675 102.11518325] ; [113.11518325  35.88481675],0
p4,1,0.013512,6.100838,[244 184] ; [67 81],[231.09027778 196.90972222] ; [79.90972222 68.09027778],0
v2,1,0.014752,5.945819,[230 179] ; [64 80],[217.44303797 191.55696203] ; [76.55696203 67.44303797],0
p2,1,0.016655,5.732372,[357  71] ; [111  38],[347.14731369  80.85268631] ; [120.85268631  28.14731369],0
p3,1,0.04969,3.851899,[196 231] ; [55 95],[185.74870017 241.25129983] ; [65.25129983 84.74870017],0
b4,1,0.075302,3.163492,[253 176] ; [77 75],[243.66609294 185.33390706] ; [86.33390706 65.66609294],0
s6,1,0.086036,2.947016,[246 180] ; [75 76],[236.99480069 189.00519931] ; [84.00519931 66.99480069],0
s8,1,0.091359,2.850256,[142 286] ; [62 90],[150.53793103 277.46206897] ; [53.46206897 98.53793103],0
a5,1,0.110631,2.545184,[301 128] ; [96 56],[293.13769363 135.86230637] ; [103.86230637  48.13769363],0
b3,1,0.164306,1.934138,[ 80 166] ; [40 59],[ 85.56521739 160.43478261] ; [34.43478261 64.56521739],0
b2,1,0.164306,1.934138,[ 80 166] ; [40 59],[ 85.56521739 160.43478261] ; [34.43478261 64.56521739],0
p9,1,0.187726,1.735376,[343  81] ; [113  36],[337.42408377  86.57591623] ; [118.57591623  30.42408377],0
p8,1,0.230126,1.440084,[210 213] ; [65 83],[203.72154116 219.27845884] ; [71.27845884 76.72154116],0
a4,1,0.236935,1.398737,[179 248] ; [55 96],[172.86851211 254.13148789] ; [61.13148789 89.86851211],0
p5,1,0.25815,1.27865,[ 21 406] ; [ 11 138],[ 23.72222222 403.27777778] ; [  8.27777778 140.72222222],0
p7,1,0.271703,1.208131,[252 166] ; [81 66],[246.36106195 171.63893805] ; [86.63893805 60.36106195],0
s7,1,0.290053,1.119377,[156 254] ; [62 82],[161.33574007 248.66425993] ; [56.66425993 87.33574007],0
u2,1,0.307289,1.042292,[82 56] ; [25 24],[78.96256684 59.03743316] ; [28.03743316 20.96256684],0
s4,1,0.314621,1.011178,[ 52 373] ; [ 14 138],[ 48.6135182 376.3864818] ; [ 17.3864818 134.6135182],0
p6,1,0.344551,0.893423,[130 294] ; [ 39 108],[125.49211909 298.50788091] ; [ 43.50788091 103.49211909],0
v1,1,0.353131,0.862172,[205 210] ; [67 82],[200.14184397 214.85815603] ; [71.85815603 77.14184397],0
v3,1,0.4265,0.632336,[146 264] ; [57 88],[149.96396396 260.03603604] ; [53.03603604 91.96396396],0
n5,1,0.432638,0.615732,[301 124] ; [112  39],[304.73090278 120.26909722] ; [108.26909722  42.73090278],0
u4,1,0.449517,0.571871,[ 10 419] ; [  2 150],[  8.8605852 420.1394148] ; [  3.1394148 148.8605852],0
a8,1,0.464404,0.53526,[ 50 337] ; [ 15 127],[ 47.55198488 339.44801512] ; [ 17.44801512 124.55198488],0
s2,1,0.498125,0.458928,[166 261] ; [54 97],[162.52595156 264.47404844] ; [57.47404844 93.52595156],0
p11,1,0.498318,0.458517,[336  93] ; [115  37],[333.01032702  95.98967298] ; [117.98967298  34.01032702],0
n6,1,0.526423,0.401291,[348  80] ; [120  32],[345.35172414  82.64827586] ; [122.64827586  29.35172414],0
n1,1,0.530427,0.393573,[29 65] ; [18 32],[30.68055556 63.31944444] ; [16.31944444 33.68055556],0
p12,1,0.578713,0.30832,[ 22 404] ; [  6 143],[ 20.74434783 405.25565217] ; [  7.25565217 141.74434783],0
p1,1,0.582055,0.302924,[ 28 399] ; [  8 143],[ 26.59515571 400.40484429] ; [  9.40484429 141.59515571],0
a1,1,0.634242,0.226353,[ 16 413] ; [  7 145],[ 16.9827883 412.0172117] ; [  6.0172117 145.9827883],0
s1,1,0.636534,0.223304,[ 11 413] ; [  5 145],[ 11.81881533 412.18118467] ; [  4.18118467 145.81881533],0
n2,1,0.659436,0.194209,[63 31] ; [36 15],[64.17931034 29.82068966] ; [34.82068966 16.17931034],0
d2,1,0.759128,0.094019,[192 236] ; [66 86],[190.3862069 237.6137931] ; [67.6137931 84.3862069],0
n4,1,0.890924,0.018806,[315 113] ; [111  41],[314.35862069 113.64137931] ; [111.64137931  40.35862069],0
n3,1,0.918672,0.010426,[66 28] ; [34 15],[65.73426573 28.26573427] ; [34.26573427 14.73426573],0
a3,1,0.943067,0.0051,[288 139] ; [103  49],[288.35405872 138.64594128] ; [102.64594128  49.35405872],0
s3,1,0.972495,0.001189,[200 224] ; [71 79],[200.18118467 223.81881533] ; [70.81881533 79.18118467],0
