Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,1e-06,23.512653,[70 35] ; [47 87],[51.40167364 53.59832636] ; [65.59832636 68.40167364],1
a5,1,0.002931,8.849838,[91 16] ; [94 43],[81.12704918 25.87295082] ; [103.87295082  33.12704918],0
r1,1,0.005929,7.571774,[89 17] ; [94 43],[79.82716049 26.17283951] ; [103.17283951  33.82716049],0
n2,1,0.007174,7.228869,[19  2] ; [16 13],[14.7  6.3] ; [20.3  8.7],0
r3,1,0.035051,4.442677,[104   3] ; [123  13],[99.95473251  7.04526749] ; [127.04526749   8.95473251],0
n3,1,0.041394,4.159825,[19  2] ; [19 10],[15.96  5.04] ; [22.04  6.96],0
d2,1,0.046013,3.981109,[61 46] ; [60 76],[53.27983539 53.72016461] ; [67.72016461 68.27983539],0
p1,1,0.049975,3.842286,[  6 101] ; [ 18 119],[10.52459016 96.47540984] ; [ 13.47540984 123.52459016],0
u1,1,0.054563,3.695402,[26 81] ; [ 20 117],[20.17213115 86.82786885] ; [ 25.82786885 111.17213115],0
d4,1,0.056477,3.637938,[93 14] ; [106  31],[87.26639344 19.73360656] ; [111.73360656  25.26639344],0
a2,1,0.067142,3.351539,[31 76] ; [ 26 111],[24.99590164 82.00409836] ; [ 32.00409836 104.99590164],0
a3,1,0.081393,3.036859,[82 25] ; [91 46],[75.8647541 31.1352459] ; [97.1352459 39.8647541],0
a7,1,0.094006,2.804404,[83 24] ; [93 44],[77.18032787 29.81967213] ; [98.81967213 38.18032787],0
s4,1,0.102319,2.669019,[18 88] ; [ 35 101],[23.21487603 82.78512397] ; [ 29.78512397 106.21487603],0
r4,1,0.102527,2.665793,[98  9] ; [116  21],[93.8442623 13.1557377] ; [120.1557377  16.8442623],0
d5,1,0.149492,2.077425,[92 15] ; [108  29],[87.70491803 19.29508197] ; [112.29508197  24.70491803],0
a6,1,0.149884,2.073434,[78 29] ; [88 49],[72.79508197 34.20491803] ; [93.20491803 43.79508197],0
r2,1,0.16293,1.946823,[102   4] ; [124  11],[99.40248963  6.59751037] ; [126.59751037   8.40248963],0
b5,1,0.165769,1.920793,[68 39] ; [75 62],[62.70901639 44.29098361] ; [80.29098361 56.70901639],0
s3,1,0.193533,1.690517,[54 53] ; [80 56],[59.00411523 47.99588477] ; [74.99588477 61.00411523],0
a1,1,0.256778,1.286047,[  3 104] ; [  8 129],[  4.82377049 102.17622951] ; [  6.17622951 130.82377049],0
d1,1,0.261019,1.263343,[67 40] ; [76 61],[62.70901639 44.29098361] ; [80.29098361 56.70901639],0
p5,1,0.268383,1.224991,[12 95] ; [ 22 114],[14.97119342 92.02880658] ; [ 19.02880658 116.97119342],0
d3,1,0.279553,1.169259,[75 32] ; [87 50],[71.04098361 35.95901639] ; [90.95901639 46.04098361],0
a8,1,0.280169,1.166268,[14 81] ; [ 13 117],[11.4 83.6] ; [ 15.6 114.4],0
p10,1,0.325695,0.965939,[88 18] ; [106  30],[84.97520661 21.02479339] ; [109.02479339  26.97520661],0
p12,1,0.388812,0.742654,[  5 102] ; [ 10 126],[  6.60493827 100.39506173] ; [  8.39506173 127.60493827],0
v4,1,0.396716,0.718258,[102   5] ; [127  10],[100.42213115   6.57786885] ; [128.57786885   8.42213115],0
p11,1,0.404843,0.693895,[86 21] ; [104  33],[83.31967213 23.68032787] ; [106.68032787  30.31967213],0
b1,1,0.406176,0.689965,[51 56] ; [58 79],[47.79918033 59.20081967] ; [61.20081967 75.79918033],0
p6,1,0.451272,0.567455,[53 52] ; [62 74],[50.10373444 54.89626556] ; [64.89626556 71.10373444],0
p9,1,0.462775,0.539175,[94 13] ; [115  21],[92.02880658 14.97119342] ; [116.97119342  19.02880658],0
n5,1,0.497164,0.460985,[79 26] ; [97 39],[76.68049793 28.31950207] ; [99.31950207 36.68049793],0
s1,1,0.516961,0.419951,[  3 104] ; [  6 131],[  3.94672131 103.05327869] ; [  5.05327869 131.94672131],0
p2,1,0.52326,0.407464,[89 18] ; [118  19],[90.77459016 16.22540984] ; [116.22540984  20.77459016],0
s6,1,0.526416,0.401304,[77 30] ; [90 42],[74.76569038 32.23430962] ; [92.23430962 39.76569038],0
a4,1,0.526697,0.40076,[52 55] ; [61 76],[49.55327869 57.44672131] ; [63.44672131 73.55327869],0
b3,1,0.526908,0.400351,[27 40] ; [30 55],[25.125 41.875] ; [31.875 53.125],0
b2,1,0.526908,0.400351,[27 40] ; [30 55],[25.125 41.875] ; [31.875 53.125],0
u3,1,0.61063,0.259259,[16  9] ; [26 19],[15. 10.] ; [27. 18.],0
s2,1,0.616922,0.250217,[52 55] ; [71 66],[53.93852459 53.06147541] ; [69.06147541 67.93852459],0
n4,1,0.660925,0.192402,[83 23] ; [104  33],[81.57201646 24.42798354] ; [105.42798354  31.57201646],0
p7,1,0.665445,0.186977,[78 29] ; [95 40],[76.49173554 30.50826446] ; [96.50826446 38.49173554],0
b4,1,0.675122,0.175669,[63 44] ; [77 60],[61.39344262 45.60655738] ; [78.60655738 58.39344262],0
n6,1,0.702825,0.14555,[90 16] ; [113  23],[88.91735537 17.08264463] ; [114.08264463  21.91735537],0
n1,1,0.72564,0.123153,[ 9 12] ; [11 18],[ 8.4 12.6] ; [11.6 17.4],0
s7,1,0.731853,0.117417,[51 52] ; [60 67],[49.70869565 53.29130435] ; [61.29130435 65.70869565],0
p8,1,0.736597,0.11314,[67 40] ; [88 48],[68.25102881 38.74897119] ; [86.74897119 49.25102881],0
u2,1,0.736873,0.112894,[12 13] ; [24 22],[12.67605634 12.32394366] ; [23.32394366 22.67605634],0
s8,1,0.841736,0.03987,[47 60] ; [58 78],[46.2345679 60.7654321] ; [58.7654321 77.2345679],0
u4,1,0.860348,0.030952,[  1 106] ; [  1 136],[  0.87704918 106.12295082] ; [  1.12295082 135.87704918],0
p4,1,0.907862,0.013395,[85 22] ; [108  29],[84.6352459 22.3647541] ; [108.3647541  28.6352459],0
s5,1,0.960763,0.00242,[39 62] ; [51 80],[39.18103448 61.81896552] ; [50.81896552 80.18103448],0
