Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.8e-05,18.360519,[38  7] ; [46 53],[26.25 18.75] ; [57.75 41.25],1
p1,1,0.00048,12.191164,[12 33] ; [ 6 94],[ 5.5862069 39.4137931] ; [12.4137931 87.5862069],1
p5,1,0.001403,10.201236,[11 34] ; [ 6 94],[ 5.27586207 39.72413793] ; [11.72413793 88.27586207],0
b3,1,0.001919,9.625124,[13 16] ; [ 9 52],[ 7.08888889 21.91111111] ; [14.91111111 46.08888889],0
b2,1,0.001919,9.625124,[13 16] ; [ 9 52],[ 7.08888889 21.91111111] ; [14.91111111 46.08888889],0
p4,1,0.002094,9.464899,[32 13] ; [44 57],[23.42465753 21.57534247] ; [52.57534247 48.42465753],0
s7,1,0.004668,8.003872,[25 17] ; [32 63],[17.47445255 24.52554745] ; [39.52554745 55.47445255],0
p12,1,0.005437,7.728089,[ 7 38] ; [ 3 98],[ 3.08219178 41.91780822] ; [ 6.91780822 94.08219178],0
p8,1,0.015688,5.8375,[27 18] ; [38 61],[20.3125 24.6875] ; [44.6875 54.3125],0
p3,1,0.018813,5.518843,[27 18] ; [39 61],[20.48275862 24.51724138] ; [45.51724138 54.48275862],0
s5,1,0.03231,4.581983,[16 27] ; [20 79],[10.90140845 32.09859155] ; [25.09859155 73.90140845],0
v2,1,0.039479,4.240151,[24 20] ; [35 62],[18.41134752 25.58865248] ; [40.58865248 56.41134752],0
d5,1,0.068207,3.325661,[15 29] ; [51 50],[20.02758621 23.97241379] ; [45.97241379 55.02758621],0
a3,1,0.074577,3.179292,[27 18] ; [44 56],[22.03448276 22.96551724] ; [48.96551724 51.03448276],0
v3,1,0.08113,3.042121,[19 26] ; [27 71],[14.47552448 30.52447552] ; [31.52447552 66.47552448],0
a6,1,0.087801,2.914227,[30 15] ; [52 49],[25.2739726 19.7260274] ; [56.7260274 44.2739726],0
u2,1,0.091455,2.848576,[10  8] ; [19 38],[ 6.96 11.04] ; [22.04 34.96],0
a5,1,0.100702,2.694389,[28 17] ; [48 53],[23.42465753 21.57534247] ; [52.57534247 48.42465753],0
a4,1,0.120485,2.410999,[13 31] ; [18 82],[ 9.47222222 34.52777778] ; [21.52777778 78.47222222],0
d1,1,0.122194,2.38897,[ 4 41] ; [ 3 98],[ 2.15753425 42.84246575] ; [ 4.84246575 96.15753425],0
u1,1,0.150495,2.067231,[ 3 42] ; [ 2 99],[ 1.54109589 43.45890411] ; [ 3.45890411 97.54109589],0
n4,1,0.151565,2.056424,[37  8] ; [71 29],[33.51724138 11.48275862] ; [74.48275862 25.51724138],0
r2,1,0.158774,1.985868,[43  2] ; [89 12],[40.68493151  4.31506849] ; [91.31506849  9.68493151],0
s4,1,0.166394,1.915137,[ 6 38] ; [24 77],[ 9.10344828 34.89655172] ; [20.89655172 80.10344828],0
u3,1,0.204717,1.6084,[10  8] ; [22 35],[ 7.68 10.32] ; [24.32 32.68],0
a8,1,0.235188,1.409205,[ 7 37] ; [ 8 81],[ 4.96240602 39.03759398] ; [10.03759398 78.96240602],0
r1,1,0.252559,1.309091,[33 12] ; [63 36],[30. 15.] ; [66. 33.],0
s2,1,0.259948,1.269031,[21 24] ; [36 62],[17.93706294 27.06293706] ; [39.06293706 58.93706294],0
s8,1,0.284066,1.147534,[19 26] ; [33 67],[16.13793103 28.86206897] ; [35.86206897 64.13793103],0
d2,1,0.285146,1.142399,[13 32] ; [21 80],[10.47945205 34.52054795] ; [23.52054795 77.47945205],0
n1,1,0.3123,1.020924,[5 4] ; [11 19],[3.69230769 5.30769231] ; [12.30769231 17.69230769],0
r4,1,0.372287,0.796015,[40  5] ; [84 17],[38.21917808  6.78082192] ; [85.78082192 15.21917808],0
b1,1,0.381717,0.765164,[19 26] ; [35 66],[16.64383562 28.35616438] ; [37.35616438 63.64383562],0
b4,1,0.415706,0.662423,[26 19] ; [51 50],[23.73287671 21.26712329] ; [53.26712329 47.73287671],0
n5,1,0.419584,0.651481,[37  8] ; [77 24],[35.1369863  9.8630137] ; [78.8630137 22.1369863],0
p10,1,0.437202,0.603615,[35  9] ; [72 26],[33.15492958 10.84507042] ; [73.84507042 24.15492958],0
a7,1,0.459637,0.546779,[29 15] ; [60 41],[27.00689655 16.99310345] ; [61.99310345 39.00689655],0
b5,1,0.493053,0.469857,[24 21] ; [60 41],[25.89041096 19.10958904] ; [58.10958904 42.89041096],0
p2,1,0.595088,0.282468,[36  9] ; [76 24],[34.75862069 10.24137931] ; [77.24137931 22.75862069],0
d3,1,0.617193,0.249833,[14 30] ; [28 73],[12.74482759 31.25517241] ; [29.25517241 71.74482759],0
a2,1,0.678919,0.171345,[ 4 41] ; [ 7 94],[ 3.39041096 41.60958904] ; [ 7.60958904 93.39041096],0
s3,1,0.69098,0.158026,[22 22] ; [52 45],[23.09219858 20.90780142] ; [50.90780142 46.09219858],0
r3,1,0.699367,0.149131,[41  4] ; [89 11],[40.34482759  4.65517241] ; [89.65517241 10.34482759],0
n3,1,0.736319,0.113389,[7 2] ; [24  5],[7.34210526 1.65789474] ; [23.65789474  5.34210526],0
s1,1,0.737857,0.112019,[ 2 41] ; [ 6 93],[ 2.42253521 40.57746479] ; [ 5.57746479 93.42253521],0
p9,1,0.741361,0.108934,[36  9] ; [76 22],[35.24475524  9.75524476] ; [76.75524476 21.24475524],0
p11,1,0.867753,0.027726,[34 11] ; [75 26],[33.59589041 11.40410959] ; [75.40410959 25.59589041],0
n2,1,0.884867,0.020968,[7 2] ; [24  6],[7.15384615 1.84615385] ; [23.84615385  6.15384615],0
s6,1,0.907652,0.013456,[25 18] ; [58 40],[25.31205674 17.68794326] ; [57.68794326 40.31205674],0
v4,1,0.941581,0.00537,[42  3] ; [93  7],[41.89655172  3.10344828] ; [93.10344828  6.89655172],0
v1,1,0.949438,0.004021,[20 25] ; [43 55],[19.82517483 25.17482517] ; [43.17482517 54.82517483],0
