Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.000462,12.264118,[42  1] ; [22 10],[36.69333333  6.30666667] ; [27.30666667  4.69333333],1
p7,1,0.000472,12.222121,[36  7] ; [14 17],[29.05405405 13.94594595] ; [20.94594595 10.05405405],1
p3,1,0.000583,11.829159,[28 15] ; [ 8 24],[20.64 22.36] ; [15.36 16.64],1
p8,1,0.016082,5.793874,[33 10] ; [16 16],[28.09333333 14.90666667] ; [20.90666667 11.09333333],0
p5,1,0.02554,4.986879,[11 31] ; [ 2 30],[ 7.37837838 34.62162162] ; [ 5.62162162 26.37837838],0
n5,1,0.033182,4.536358,[39  4] ; [23  9],[35.54666667  7.45333333] ; [26.45333333  5.54666667],0
d3,1,0.034556,4.466974,[24 19] ; [10 22],[19.49333333 23.50666667] ; [14.50666667 17.49333333],0
a4,1,0.074823,3.173911,[11 32] ; [ 3 29],[ 8.02666667 34.97333333] ; [ 5.97333333 26.02666667],0
s1,1,0.080622,3.052326,[ 1 42] ; [ 4 28],[ 2.86666667 40.13333333] ; [ 2.13333333 29.86666667],0
v4,1,0.08578,2.951829,[41  1] ; [28  4],[39.16216216  2.83783784] ; [29.83783784  2.16216216],0
b4,1,0.088946,2.89335,[26 17] ; [13 19],[22.36 20.64] ; [16.64 15.36],0
n6,1,0.11315,2.50966,[39  4] ; [24  7],[36.60810811  6.39189189] ; [26.39189189  4.60810811],0
b5,1,0.114166,2.495582,[28 15] ; [15 17],[24.65333333 18.34666667] ; [18.34666667 13.65333333],0
p9,1,0.127951,2.317194,[39  4] ; [25  7],[36.69333333  6.30666667] ; [27.30666667  4.69333333],0
s8,1,0.140544,2.17199,[30 13] ; [17 15],[26.94666667 16.05333333] ; [20.05333333 11.94666667],0
u3,1,0.143687,2.138024,[7 5] ; [11  2],[8.64 3.36] ; [9.36 3.64],0
s2,1,0.153893,2.033229,[31 12] ; [18 14],[28.09333333 14.90666667] ; [20.90666667 11.09333333],0
a7,1,0.153893,2.033229,[31 12] ; [18 14],[28.09333333 14.90666667] ; [20.90666667 11.09333333],0
p6,1,0.180653,1.792241,[22 21] ; [11 20],[19.17567568 23.82432432] ; [13.82432432 17.17567568],0
p10,1,0.224622,1.474593,[37  6] ; [24  8],[34.97333333  8.02666667] ; [26.02666667  5.97333333],0
r2,1,0.226991,1.459617,[40  2] ; [28  4],[38.59459459  3.40540541] ; [29.40540541  2.59459459],0
r3,1,0.230134,1.440031,[40  3] ; [27  5],[38.41333333  4.58666667] ; [28.58666667  3.41333333],0
r4,1,0.231215,1.433373,[38  5] ; [25  7],[36.12  6.88] ; [26.88  5.12],0
a3,1,0.247848,1.335392,[31 12] ; [19 13],[28.66666667 14.33333333] ; [21.33333333 10.66666667],0
d2,1,0.258115,1.278838,[13 30] ; [ 6 26],[10.89333333 32.10666667] ; [ 8.10666667 23.89333333],0
s4,1,0.330062,0.948655,[ 8 35] ; [ 9 23],[ 9.74666667 33.25333333] ; [ 7.25333333 24.74666667],0
n4,1,0.358425,0.843406,[31 12] ; [26  6],[32.68 10.32] ; [24.32  7.68],0
b1,1,0.36651,0.815464,[17 26] ; [16 16],[18.92 24.08] ; [14.08 17.92],0
b2,1,0.441074,0.593486,[12 17] ; [11 10],[13.34 15.66] ; [ 9.66 11.34],0
b3,1,0.441074,0.593486,[12 17] ; [11 10],[13.34 15.66] ; [ 9.66 11.34],0
s5,1,0.451743,0.566274,[14 28] ; [13 18],[15.53424658 26.46575342] ; [11.46575342 19.53424658],0
p12,1,0.452836,0.563543,[ 5 38] ; [ 2 29],[ 4.06756757 38.93243243] ; [ 2.93243243 28.06756757],0
u1,1,0.462802,0.539109,[ 3 40] ; [ 1 31],[ 2.29333333 40.70666667] ; [ 1.70666667 30.29333333],0
v3,1,0.518589,0.4167,[14 28] ; [13 19],[15.32432432 26.67567568] ; [11.67567568 20.32432432],0
a6,1,0.52499,0.40408,[26 17] ; [17 15],[24.65333333 18.34666667] ; [18.34666667 13.65333333],0
s3,1,0.529641,0.395081,[32 11] ; [21 10],[30.7972973 12.2027027] ; [22.2027027  8.7972973],0
a8,1,0.557892,0.343368,[ 7 33] ; [ 4 28],[ 6.11111111 33.88888889] ; [ 4.88888889 27.11111111],0
n2,1,0.605242,0.267161,[5 2] ; [9 2],[5.44444444 1.55555556] ; [8.55555556 2.44444444],0
n1,1,0.628745,0.233766,[4 3] ; [5 6],[3.5 3.5] ; [5.5 5.5],0
p1,1,0.637558,0.22195,[10 33] ; [ 6 26],[ 9.17333333 33.82666667] ; [ 6.82666667 25.17333333],0
a5,1,0.656478,0.19783,[29 14] ; [20 12],[28.09333333 14.90666667] ; [20.90666667 11.09333333],0
d4,1,0.665231,0.187231,[25 18] ; [17 15],[24.08 18.92] ; [17.92 14.08],0
n3,1,0.73244,0.116883,[5 2] ; [7 4],[4.66666667 2.33333333] ; [7.33333333 3.66666667],0
u2,1,0.789561,0.071225,[8 4] ; [8 5],[7.68 4.32] ; [8.32 4.68],0
p11,1,0.861136,0.0306,[33 10] ; [24  8],[32.68 10.32] ; [24.32  7.68],0
v1,1,0.873329,0.025418,[23 20] ; [16 15],[22.66216216 20.33783784] ; [16.33783784 14.66216216],0
v2,1,0.920728,0.009904,[19 22] ; [14 17],[18.79166667 22.20833333] ; [14.20833333 16.79166667],0
s6,1,0.954339,0.003279,[32 11] ; [24  8],[32.10666667 10.89333333] ; [23.89333333  8.10666667],0
r1,1,0.954339,0.003279,[32 11] ; [24  8],[32.10666667 10.89333333] ; [23.89333333  8.10666667],0
