Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000655,11.613938,[23 34] ; [ 8 54],[14.8487395 42.1512605] ; [16.1512605 45.8487395],1
a2,1,0.001148,10.572008,[14 47] ; [ 2 60],[ 7.93495935 53.06504065] ; [ 8.06504065 53.93495935],0
u1,1,0.002151,9.415916,[11 50] ; [ 1 61],[ 5.95121951 55.04878049] ; [ 6.04878049 55.95121951],0
r1,1,0.004439,8.094969,[49 12] ; [35 27],[41.65853659 19.34146341] ; [42.34146341 19.65853659],0
d5,1,0.004474,8.080659,[47 14] ; [32 29],[39.5 21.5] ; [39.5 21.5],0
a6,1,0.007982,7.037618,[42 19] ; [28 34],[34.71544715 26.28455285] ; [35.28455285 26.71544715],0
v4,1,0.009693,6.69044,[59  1] ; [53  9],[55.08196721  4.91803279] ; [56.91803279  5.08196721],0
r4,1,0.012397,6.253153,[55  6] ; [45 17],[49.59349593 11.40650407] ; [50.40650407 11.59349593],0
d1,1,0.013596,6.089901,[31 30] ; [18 44],[24.30081301 36.69918699] ; [24.69918699 37.30081301],0
b4,1,0.013741,6.071176,[41 20] ; [28 34],[34.2195122 26.7804878] ; [34.7804878 27.2195122],0
r2,1,0.015785,5.826723,[57  3] ; [50 12],[52.62295082  7.37704918] ; [54.37704918  7.62295082],0
p9,1,0.015828,5.821925,[51 10] ; [40 22],[45.1300813 15.8699187] ; [45.8699187 16.1300813],0
p11,1,0.018093,5.587084,[50 11] ; [39 23],[44.13821138 16.86178862] ; [44.86178862 17.13821138],0
d3,1,0.019461,5.459641,[45 16] ; [32 28],[38.81818182 22.18181818] ; [38.18181818 21.81818182],0
a7,1,0.02065,5.356098,[47 14] ; [35 26],[41. 20.] ; [41. 20.],0
r3,1,0.028991,4.768159,[59  2] ; [53  9],[55.54471545  5.45528455] ; [56.45528455  5.54471545],0
p10,1,0.03224,4.58568,[49 12] ; [39 23],[43.64227642 17.35772358] ; [44.35772358 17.64227642],0
v1,1,0.045461,4.001448,[32 27] ; [22 39],[26.55 32.45] ; [27.45 33.55],0
a5,1,0.048795,3.882384,[43 18] ; [33 29],[37.69105691 23.30894309] ; [38.30894309 23.69105691],0
p5,1,0.051596,3.78882,[ 6 55] ; [ 1 60],[ 3.5 57.5] ; [ 3.5 57.5],0
a3,1,0.059374,3.554779,[44 17] ; [34 27],[39. 22.] ; [39. 22.],0
d4,1,0.069253,3.300643,[50 11] ; [42 20],[45.62601626 15.37398374] ; [46.37398374 15.62601626],0
s2,1,0.086658,2.935379,[32 29] ; [23 39],[27.27642276 33.72357724] ; [27.72357724 34.27642276],0
p12,1,0.09011,2.872402,[ 5 56] ; [ 1 61],[ 2.97560976 58.02439024] ; [ 3.02439024 58.97560976],0
u2,1,0.096491,2.762601,[ 7 10] ; [18  9],[9.65909091 7.34090909] ; [15.34090909 11.65909091],0
n5,1,0.101934,2.675026,[27 33] ; [19 43],[22.62295082 37.37704918] ; [23.37704918 38.62295082],0
s6,1,0.108209,2.580181,[41 19] ; [33 28],[36.69421488 23.30578512] ; [37.30578512 23.69421488],0
s5,1,0.116054,2.469776,[22 36] ; [15 46],[18.03361345 39.96638655] ; [18.96638655 42.03361345],0
b1,1,0.118683,2.434618,[22 39] ; [31 31],[26.28455285 34.71544715] ; [26.71544715 35.28455285],0
n6,1,0.166718,1.912211,[44 15] ; [39 23],[40.47107438 18.52892562] ; [42.52892562 19.47107438],0
a4,1,0.22341,1.482329,[23 38] ; [17 45],[19.83739837 41.16260163] ; [20.16260163 41.83739837],0
p2,1,0.247158,1.339297,[53  8] ; [49 13],[50.58536585 10.41463415] ; [51.41463415 10.58536585],0
s8,1,0.252913,1.307143,[24 37] ; [18 43],[21. 40.] ; [21. 40.],0
s3,1,0.277225,1.180645,[33 27] ; [28 34],[30. 30.] ; [31. 31.],0
s1,1,0.317228,1.000339,[ 1 60] ; [ 3 59],[ 1.98373984 59.01626016] ; [ 2.01626016 59.98373984],0
p8,1,0.355798,0.85267,[39 22] ; [34 27],[36.5 24.5] ; [36.5 24.5],0
n3,1,0.372299,0.795978,[12  4] ; [19  3],[13.05263158  2.94736842] ; [17.94736842  4.05263158],0
d2,1,0.385653,0.752603,[20 41] ; [25 37],[22.31707317 38.68292683] ; [22.68292683 39.31707317],0
a1,1,0.414055,0.667128,[ 2 59] ; [ 4 58],[ 2.97560976 58.02439024] ; [ 3.02439024 58.97560976],0
s7,1,0.421859,0.64513,[25 35] ; [20 38],[22.88135593 37.11864407] ; [22.11864407 35.88135593],0
b3,1,0.527906,0.398421,[10 22] ; [ 8 25],[ 8.86153846 23.13846154] ; [ 9.13846154 23.86153846],0
b2,1,0.527906,0.398421,[10 22] ; [ 8 25],[ 8.86153846 23.13846154] ; [ 9.13846154 23.86153846],0
s4,1,0.568207,0.325692,[14 47] ; [17 45],[15.37398374 45.62601626] ; [15.62601626 46.37398374],0
n1,1,0.612689,0.256277,[ 3 12] ; [ 6 16],[ 3.64864865 11.35135135] ; [ 5.35135135 16.64864865],0
a8,1,0.767252,0.087599,[ 3 53] ; [ 4 56],[ 3.37931034 52.62068966] ; [ 3.62068966 56.37931034],0
p3,1,0.789419,0.071324,[30 31] ; [29 33],[29.2601626 31.7398374] ; [29.7398374 32.2601626],0
b5,1,0.79758,0.065782,[37 24] ; [39 23],[37.69105691 23.30894309] ; [38.30894309 23.69105691],0
n2,1,0.875179,0.024675,[12  4] ; [16  6],[11.78947368  4.21052632] ; [16.21052632  5.78947368],0
p4,1,0.91468,0.011479,[36 25] ; [36 26],[35.70731707 25.29268293] ; [36.29268293 25.70731707],0
u3,1,0.943844,0.004962,[9 8] ; [14 13],[8.88636364 8.11363636] ; [14.11363636 12.88636364],0
p1,1,0.961737,0.002301,[ 4 56] ; [ 4 58],[ 3.93442623 56.06557377] ; [ 4.06557377 57.93442623],0
