Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1.1e-05,19.273729,[1 2] ; [58  2],[2.80952381 0.19047619] ; [56.19047619  3.80952381],1
n4,1,0.000115,14.870172,[1 2] ; [57  3],[2.76190476 0.23809524] ; [55.23809524  4.76190476],1
v4,1,0.002482,9.154049,[2 1] ; [58  1],[2.90322581 0.09677419] ; [57.09677419  1.90322581],0
n5,1,0.017257,5.67,[2 1] ; [58  2],[2.85714286 0.14285714] ; [57.14285714  2.85714286],0
r3,1,0.018386,5.559003,[2 1] ; [57  2],[2.85483871 0.14516129] ; [56.14516129  2.85483871],0
s6,1,0.117327,2.452647,[2 1] ; [51  4],[2.74137931 0.25862069] ; [50.25862069  4.74137931],0
s3,1,0.147841,2.094389,[1 2] ; [42 16],[2.1147541 0.8852459] ; [40.8852459 17.1147541],0
s8,1,0.228079,1.452798,[1 2] ; [39 19],[1.96721311 1.03278689] ; [38.03278689 19.96721311],0
r1,1,0.271355,1.209886,[2 1] ; [53  7],[2.61904762 0.38095238] ; [52.38095238  7.61904762],0
d1,1,0.393153,0.729167,[1 2] ; [35 25],[1.71428571 1.28571429] ; [34.28571429 25.71428571],0
b5,1,0.427355,0.63,[2 1] ; [26 34],[1.33333333 1.66666667] ; [26.66666667 33.33333333],0
d2,1,0.516041,0.421798,[2 1] ; [28 31],[1.4516129 1.5483871] ; [28.5483871 30.4516129],0
a1,1,0.518482,0.416912,[1 2] ; [11 49],[0.57142857 2.42857143] ; [11.42857143 48.57142857],0
s7,1,0.578779,0.308213,[2 1] ; [44 11],[2.37931034 0.62068966] ; [43.62068966 11.37931034],0
a3,1,0.635256,0.225,[2 1] ; [47 13],[2.33333333 0.66666667] ; [46.66666667 13.33333333],0
u1,1,0.635256,0.225,[1 2] ; [13 47],[0.66666667 2.33333333] ; [13.33333333 46.66666667],0
a4,1,0.651143,0.204462,[1 2] ; [28 32],[1.38095238 1.61904762] ; [27.61904762 32.38095238],0
a2,1,0.691469,0.1575,[1 2] ; [14 46],[0.71428571 2.28571429] ; [14.28571429 45.71428571],0
d5,1,0.704737,0.143591,[2 1] ; [45 14],[2.27419355 0.72580645] ; [44.72580645 14.27419355],0
a7,1,0.746236,0.104721,[2 1] ; [45 15],[2.23809524 0.76190476] ; [44.76190476 15.23809524],0
v2,1,0.800286,0.063998,[2 1] ; [35 24],[1.79032258 1.20967742] ; [35.20967742 23.79032258],0
b4,1,0.817834,0.053053,[2 1] ; [36 24],[1.80952381 1.19047619] ; [36.19047619 23.80952381],0
v3,1,0.844626,0.038408,[2 1] ; [36 23],[1.83870968 1.16129032] ; [36.16129032 22.83870968],0
b1,1,0.861837,0.030288,[1 2] ; [23 37],[1.14285714 1.85714286] ; [22.85714286 37.14285714],0
a6,1,0.889981,0.019135,[2 1] ; [37 22],[1.88709677 1.11290323] ; [37.11290323 21.88709677],0
d3,1,0.936393,0.006369,[2 1] ; [38 21],[1.93548387 1.06451613] ; [38.06451613 20.93548387],0
s5,1,0.946452,0.004511,[2 1] ; [37 17],[2.05263158 0.94736842] ; [36.94736842 17.05263158],0
s2,1,0.967422,0.001668,[2 1] ; [40 19],[2.03225806 0.96774194] ; [39.96774194 19.03225806],0
v1,1,0.967422,0.001668,[2 1] ; [40 19],[2.03225806 0.96774194] ; [39.96774194 19.03225806],0
