Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.002641,9.040478,[26 22] ; [35 84],[17.53293413 30.46706587] ; [43.46706587 75.53293413],0
r2,1,0.013232,6.137864,[46  2] ; [101  24],[40.78612717  7.21387283] ; [106.21387283  18.78612717],0
s6,1,0.026716,4.909048,[29 18] ; [53 71],[22.5380117 24.4619883] ; [59.4619883 64.5380117],0
s8,1,0.035326,4.429365,[16 32] ; [ 23 102],[10.82080925 37.17919075] ; [28.17919075 96.82080925],0
r4,1,0.042283,4.123842,[41  7] ; [88 37],[35.79190751 12.20809249] ; [93.20809249 31.79190751],0
p2,1,0.04678,3.953278,[24 24] ; [83 42],[29.68786127 18.31213873] ; [77.31213873 47.68786127],0
s2,1,0.047759,3.918429,[20 27] ; [33 90],[14.65294118 32.34705882] ; [38.34705882 84.65294118],0
p5,1,0.055648,3.662556,[ 5 43] ; [  4 121],[ 2.49710983 45.50289017] ; [  6.50289017 118.49710983],0
a3,1,0.062748,3.463233,[31 17] ; [60 63],[25.54385965 22.45614035] ; [65.45614035 57.54385965],0
b4,1,0.094291,2.799549,[35 13] ; [74 51],[30.24277457 17.75722543] ; [78.75722543 46.24277457],0
v1,1,0.101671,2.679128,[24 22] ; [47 76],[19.32544379 26.67455621] ; [51.67455621 71.32544379],0
a4,1,0.116337,2.46595,[ 8 40] ; [35 89],[12. 36.] ; [31. 93.],0
b2,1,0.116817,2.459492,[13 12] ; [21 41],[ 9.77011494 15.22988506] ; [24.22988506 37.77011494],0
b3,1,0.116817,2.459492,[13 12] ; [21 41],[ 9.77011494 15.22988506] ; [24.22988506 37.77011494],0
s4,1,0.166123,1.917589,[ 5 43] ; [ 24 101],[ 8.04624277 39.95375723] ; [ 20.95375723 104.04624277],0
s7,1,0.196741,1.666402,[16 30] ; [30 91],[12.67065868 33.32934132] ; [33.32934132 87.67065868],0
p11,1,0.231665,1.43061,[28 20] ; [85 40],[31.35260116 16.64739884] ; [81.64739884 43.35260116],0
n4,1,0.234523,1.413215,[36 12] ; [82 43],[32.73988439 15.26011561] ; [85.26011561 39.73988439],0
p1,1,0.274425,1.194494,[ 6 42] ; [  9 115],[ 4.18604651 43.81395349] ; [ 10.81395349 113.18604651],0
r1,1,0.287333,1.132078,[33 15] ; [75 50],[29.96531792 18.03468208] ; [78.03468208 46.96531792],0
b1,1,0.298492,1.080917,[21 27] ; [44 81],[18.03468208 29.96531792] ; [46.96531792 78.03468208],0
d2,1,0.314123,1.01326,[10 38] ; [ 18 106],[ 7.81395349 40.18604651] ; [ 20.18604651 103.81395349],0
a5,1,0.319694,0.990199,[29 19] ; [65 60],[26.08092486 21.91907514] ; [67.91907514 57.08092486],0
