Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,54.539269,[94 29] ; [ 86 156],[60.65753425 62.34246575] ; [119.34246575 122.65753425],1
v1,1,6.5e-05,15.940532,[79 46] ; [102 145],[60.81989247 64.18010753] ; [120.18010753 126.81989247],1
p12,1,0.000134,14.581963,[ 14 111] ; [  5 244],[  6.35026738 118.64973262] ; [ 12.64973262 236.35026738],1
v4,1,0.000688,11.522047,[124   3] ; [216  33],[114.84042553  12.15957447] ; [225.15957447  23.84042553],1
p3,1,0.00171,9.837843,[68 56] ; [ 94 155],[53.85522788 70.14477212] ; [108.14477212 140.85522788],0
p7,1,0.002816,8.923293,[83 39] ; [126 118],[69.66666667 52.33333333] ; [139.33333333 104.66666667],0
r1,1,0.004229,8.18257,[103  24] ; [167  82],[91.19680851 35.80319149] ; [178.80319149  70.19680851],0
p10,1,0.005076,7.852113,[106  18] ; [179  68],[95.25606469 28.74393531] ; [189.74393531  57.25606469],0
s4,1,0.006736,7.341988,[  9 116] ; [ 43 202],[ 17.56756757 107.43243243] ; [ 34.43243243 210.56756757],0
r2,1,0.008961,6.830532,[120   5] ; [218  31],[112.96791444  12.03208556] ; [225.03208556  23.96791444],0
r4,1,0.018233,5.573612,[113  14] ; [198  52],[104.76657825  22.23342175] ; [206.23342175  43.76657825],0
n4,1,0.020135,5.400125,[116  11] ; [206  44],[108.47214854  18.52785146] ; [213.52785146  36.47214854],0
d2,1,0.021764,5.264561,[65 60] ; [ 98 150],[54.62466488 70.37533512] ; [108.37533512 139.62466488],0
n6,1,0.032973,4.547194,[115  12] ; [204  44],[108.03466667  18.96533333] ; [210.96533333  37.03466667],0
d1,1,0.034878,4.451152,[72 55] ; [113 137],[62.32095491 64.67904509] ; [122.67904509 127.32095491],0
a2,1,0.04071,4.188029,[35 92] ; [ 46 204],[27.28647215 99.71352785] ; [ 53.71352785 196.28647215],0
p4,1,0.045681,3.99333,[75 48] ; [125 125],[65.95174263 57.04825737] ; [134.04825737 115.95174263],0
u1,1,0.045725,3.991708,[ 25 102] ; [ 30 220],[ 18.52785146 108.47214854] ; [ 36.47214854 213.52785146],0
p8,1,0.04605,3.979779,[66 58] ; [104 142],[56.97297297 67.02702703] ; [113.02702703 132.97297297],0
r3,1,0.058209,3.58769,[117   9] ; [213  34],[111.47453083  14.52546917] ; [218.52546917  28.47453083],0
