Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,48.711246,[46 68] ; [110  22],[72.29268293 41.70731707] ; [83.70731707 48.29268293],1
p6,1,0.0,28.472557,[24 94] ; [71 63],[44.48412698 73.51587302] ; [50.51587302 83.48412698],1
p2,1,4e-06,21.24565,[86 32] ; [127   8],[99.34387352 18.65612648] ; [113.65612648  21.34387352],1
p4,1,7.7e-05,15.628256,[59 59] ; [100  35],[74.15810277 43.84189723] ; [84.84189723 50.15810277],1
p3,1,9.9e-05,15.163083,[41 77] ; [80 55],[56.43478261 61.56521739] ; [64.56521739 70.43478261],1
p5,1,0.001658,9.894397,[  8 109] ; [ 28 107],[ 16.71428571 100.28571429] ; [ 19.28571429 115.71428571],0
p11,1,0.003415,8.571154,[81 38] ; [113  22],[90.88976378 28.11023622] ; [103.11023622  31.88976378],0
p10,1,0.013906,6.050049,[84 32] ; [114  20],[91.872 24.128] ; [106.128  27.872],0
a2,1,0.01795,5.601018,[33 86] ; [ 21 114],[25.2992126 93.7007874] ; [ 28.7007874 106.2992126],0
u1,1,0.030702,4.669533,[25 94] ; [ 15 120],[ 18.74015748 100.25984252] ; [ 21.25984252 113.74015748],0
p9,1,0.049043,3.873895,[92 26] ; [117  17],[97.86507937 20.13492063] ; [111.13492063  22.86507937],0
d4,1,0.055469,3.667919,[87 31] ; [112  22],[93.18253968 24.81746032] ; [105.81746032  28.18253968],0
v1,1,0.075222,3.165222,[42 74] ; [63 70],[48.91566265 67.08433735] ; [56.08433735 76.91566265],0
s8,1,0.085051,2.965642,[55 64] ; [77 58],[61.84251969 57.15748031] ; [70.15748031 64.84251969],0
b5,1,0.085523,2.956679,[77 42] ; [73 62],[70.27559055 48.72440945] ; [79.72440945 55.27559055],0
r3,1,0.130697,2.284205,[108  11] ; [128   6],[111.00395257   7.99604743] ; [124.99604743   9.00395257],0
b4,1,0.132787,2.259612,[72 47] ; [69 66],[66.05905512 52.94094488] ; [74.94094488 60.05905512],0
v3,1,0.160837,1.966341,[30 86] ; [ 25 110],[25.41832669 90.58167331] ; [ 29.58167331 105.41832669],0
s1,1,0.176925,1.823264,[ 10 106] ; [  6 129],[  7.39442231 108.60557769] ; [  8.60557769 126.39442231],0
a5,1,0.224427,1.475838,[78 41] ; [98 37],[82.45669291 36.54330709] ; [93.54330709 41.45669291],0
d1,1,0.228669,1.44912,[58 61] ; [76 59],[62.77952756 56.22047244] ; [71.22047244 63.77952756],0
d3,1,0.240611,1.377012,[73 45] ; [93 42],[77.4229249 40.5770751] ; [88.5770751 46.4229249],0
a7,1,0.26566,1.239019,[75 44] ; [94 41],[79.17716535 39.82283465] ; [89.82283465 45.17716535],0
d2,1,0.282794,1.153615,[56 62] ; [55 80],[51.77075099 66.22924901] ; [59.22924901 75.77075099],0
