Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,3e-06,22.014019,[45 82] ; [28  7],[57.22839506 69.77160494] ; [15.77160494 19.22839506],1
s2,1,0.000338,12.847656,[32 95] ; [20 15],[40.7654321 86.2345679] ; [11.2345679 23.7654321],1
p3,1,0.005316,7.768551,[28 99] ; [16 19],[34.49382716 92.50617284] ; [ 9.50617284 25.49382716],0
s3,1,0.006131,7.511487,[42 85] ; [20 14],[48.9068323 78.0931677] ; [13.0931677 20.9068323],0
p5,1,0.016952,5.701335,[  3 124] ; [ 4 30],[  5.52173913 121.47826087] ; [ 1.47826087 32.52173913],0
n6,1,0.018406,5.557073,[74 53] ; [28  7],[79.96296296 47.03703704] ; [22.03703704 12.96296296],0
a1,1,0.018809,5.519195,[  3 125] ; [ 4 31],[  5.49693252 122.50306748] ; [ 1.50306748 33.49693252],0
a5,1,0.022847,5.180071,[60 68] ; [24 11],[65.96319018 62.03680982] ; [18.03680982 16.96319018],0
b1,1,0.023362,5.141372,[48 80] ; [ 6 29],[42.40490798 85.59509202] ; [11.59509202 23.40490798],0
d4,1,0.034707,4.459533,[91 37] ; [31  4],[95.80368098 32.19631902] ; [26.19631902  8.80368098],0
s8,1,0.046864,3.950267,[ 13 115] ; [ 8 27],[ 16.49079755 111.50920245] ; [ 4.50920245 30.49079755],0
p9,1,0.047172,3.939258,[83 44] ; [29  6],[87.80246914 39.19753086] ; [24.19753086 10.80246914],0
u2,1,0.065285,3.397749,[31 28] ; [ 5 13],[27.58441558 31.41558442] ; [8.41558442 9.58441558],0
d1,1,0.073688,3.198889,[48 80] ; [19 16],[52.61349693 75.38650307] ; [14.38650307 20.61349693],0
n5,1,0.083345,2.998441,[45 82] ; [ 7 28],[40.7654321 86.2345679] ; [11.2345679 23.7654321],0
p10,1,0.088563,2.900301,[73 54] ; [25  9],[77.30434783 49.69565217] ; [20.69565217 13.30434783],0
r3,1,0.098126,2.735743,[112  16] ; [34  1],[114.65030675  13.34969325] ; [31.34969325  3.65030675],0
