Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,108.684018,[ 54 190] ; [97 26],[100.39237057 143.60762943] ; [50.60762943 72.39237057],1
s2,1,0.0,42.024345,[ 78 177] ; [83 44],[107.47382199 147.52617801] ; [53.52617801 73.47382199],1
s6,1,0.0,41.744587,[125 125] ; [107  20],[153.84615385  96.15384615] ; [78.15384615 48.84615385],1
s3,1,0.0,27.281979,[105 147] ; [89 38],[128.99208443 123.00791557] ; [65.00791557 61.99208443],1
v1,1,0.000125,14.722618,[100 151] ; [76 49],[117.4893617 133.5106383] ; [58.5106383 66.4893617],1
a3,1,0.000316,12.974098,[128 127] ; [89 39],[144.47780679 110.52219321] ; [72.52219321 55.47780679],1
s5,1,0.000489,12.157289,[ 55 194] ; [48 74],[ 69.12938005 179.87061995] ; [33.87061995 88.12938005],1
p10,1,0.000611,11.742081,[173  76] ; [108  18],[186.584  62.416] ; [94.416 31.584],1
p6,1,0.002887,8.877787,[ 64 187] ; [51 75],[ 76.56498674 174.43501326] ; [38.43501326 87.56498674],0
r1,1,0.0029,8.869356,[171  87] ; [102  24],[183.421875  74.578125] ; [89.578125 36.421875],0
p7,1,0.004671,8.002628,[135 112] ; [88 38],[147.67024129  99.32975871] ; [75.32975871 50.67024129],0
u1,1,0.004684,7.997463,[  3 255] ; [  8 120],[  7.35233161 250.64766839] ; [  3.64766839 124.35233161],0
p9,1,0.005423,7.732614,[185  64] ; [111  17],[195.50132626  53.49867374] ; [100.49867374  27.50132626],0
v2,1,0.005579,7.68141,[104 143] ; [69 51],[116.43324251 130.56675749] ; [56.56675749 63.43324251],0
a8,1,0.009846,6.662472,[ 25 218] ; [24 95],[ 32.89226519 210.10773481] ; [ 16.10773481 102.89226519],0
p4,1,0.010208,6.598192,[113 140] ; [75 53],[124.83989501 128.16010499] ; [63.16010499 64.83989501],0
b2,1,0.012312,6.26542,[36 96] ; [36 46],[44.41121495 87.58878505] ; [27.58878505 54.41121495],0
b3,1,0.012312,6.26542,[36 96] ; [36 46],[44.41121495 87.58878505] ; [27.58878505 54.41121495],0
r4,1,0.014662,5.95658,[217  41] ; [119   9],[224.58031088  33.41968912] ; [111.41968912  16.58031088],0
