Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,5e-06,20.81963,[88  6] ; [4 5],[83.96116505 10.03883495] ; [8.03883495 0.96116505],1
r2,1,7.2e-05,15.767124,[89  5] ; [5 4],[85.78640777  8.21359223] ; [8.21359223 0.78640777],1
s8,1,0.010205,6.598805,[52 41] ; [1 8],[48.32352941 44.67647059] ; [4.67647059 4.32352941],0
v4,1,0.01222,6.278735,[87  7] ; [6 3],[84.87378641  9.12621359] ; [8.12621359 0.87378641],0
p8,1,0.036158,4.389624,[22 72] ; [5 4],[24.6407767 69.3592233] ; [2.3592233 6.6407767],0
s3,1,0.05883,3.570059,[60 33] ; [2 5],[57.66 35.34] ; [4.34 2.66],0
p10,1,0.066044,3.378707,[60 33] ; [3 6],[57.44117647 35.55882353] ; [5.55882353 3.44117647],0
p3,1,0.089339,2.886248,[37 56] ; [1 8],[34.64705882 58.35294118] ; [3.35294118 5.64705882],0
v2,1,0.10372,2.647388,[54 34] ; [3 6],[51.71134021 36.28865979] ; [5.28865979 3.71134021],0
r1,1,0.116272,2.466838,[74 20] ; [5 4],[72.09708738 21.90291262] ; [6.90291262 2.09708738],0
p9,1,0.119175,2.428124,[65 28] ; [4 5],[62.91176471 30.08823529] ; [6.08823529 2.91176471],0
p1,1,0.133733,2.248622,[ 7 87] ; [2 7],[ 8.21359223 85.78640777] ; [0.78640777 8.21359223],0
s1,1,0.14193,2.156907,[ 7 85] ; [2 7],[ 8.1980198 83.8019802] ; [0.8019802 8.1980198],0
s2,1,0.182837,1.774411,[62 31] ; [4 5],[60.17647059 32.82352941] ; [5.82352941 3.17647059],0
d5,1,0.208399,1.582513,[69 23] ; [5 4],[67.40594059 24.59405941] ; [6.59405941 2.40594059],0
s5,1,0.220225,1.502902,[39 51] ; [2 7],[37.27272727 52.72727273] ; [3.72727273 5.27272727],0
n1,1,0.222423,1.488668,[11 15] ; [3 1],[12.13333333 13.86666667] ; [1.86666667 2.13333333],0
p11,1,0.224521,1.475238,[61 33] ; [4 5],[59.32038835 34.67961165] ; [5.67961165 3.32038835],0
p4,1,0.239609,1.382894,[39 53] ; [2 7],[37.34653465 54.65346535] ; [3.65346535 5.34653465],0
v1,1,0.294507,1.098901,[44 47] ; [6 3],[45.5 45.5] ; [4.5 4.5],0
d2,1,0.309296,1.033679,[47 45] ; [3 6],[45.54455446 46.45544554] ; [4.45544554 4.54455446],0
b1,1,0.309469,1.032942,[46 48] ; [6 3],[47.45631068 46.54368932] ; [4.54368932 4.45631068],0
p5,1,0.315096,1.009196,[10 82] ; [2 7],[10.93069307 81.06930693] ; [1.06930693 7.93069307],0
b3,1,0.31735,0.999837,[23 39] ; [1 5],[21.88235294 40.11764706] ; [2.11764706 3.88235294],0
b2,1,0.31735,0.999837,[23 39] ; [1 5],[21.88235294 40.11764706] ; [2.11764706 3.88235294],0
b4,1,0.339666,0.911691,[58 36] ; [7 2],[59.32038835 34.67961165] ; [5.67961165 3.32038835],0
u2,1,0.392945,0.729809,[20 14] ; [1 2],[19.2972973 14.7027027] ; [1.7027027 1.2972973],0
a5,1,0.403784,0.697029,[65 29] ; [5 4],[63.88349515 30.11650485] ; [6.11650485 2.88349515],0
a6,1,0.409236,0.681018,[54 38] ; [4 5],[52.83168317 39.16831683] ; [5.16831683 3.83168317],0
b5,1,0.435627,0.607775,[61 33] ; [7 2],[62.05825243 31.94174757] ; [5.94174757 3.05825243],0
p7,1,0.450526,0.569328,[35 56] ; [2 6],[34.01010101 56.98989899] ; [2.98989899 5.01010101],0
s7,1,0.476629,0.506567,[50 38] ; [4 5],[48.98969072 39.01030928] ; [5.01030928 3.98969072],0
v3,1,0.489832,0.476896,[39 47] ; [3 6],[38.02105263 47.97894737] ; [3.97894737 5.02105263],0
p6,1,0.496277,0.46289,[31 62] ; [2 7],[30.08823529 62.91176471] ; [2.91176471 6.08823529],0
