Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1e-06,23.553735,[21 12] ; [ 7 46],[10.74418605 22.25581395] ; [17.25581395 35.74418605],1
s2,1,2.1e-05,18.115218,[23 10] ; [12 40],[13.58823529 19.41176471] ; [21.41176471 30.58823529],1
s6,1,0.000241,13.479975,[27  6] ; [22 31],[18.80232558 14.19767442] ; [30.19767442 22.80232558],1
s3,1,0.00032,12.949219,[23  9] ; [16 35],[15.03614458 16.96385542] ; [23.96385542 27.03614458],1
a8,1,0.00044,12.355237,[ 9 17] ; [ 2 46],[ 3.86486486 22.13513514] ; [ 7.13513514 40.86486486],1
n5,1,0.00185,9.69225,[22 10] ; [18 35],[15.05882353 16.94117647] ; [24.94117647 28.05882353],0
n4,1,0.001919,9.625067,[27  5] ; [27 26],[20.32941176 11.67058824] ; [33.67058824 19.32941176],0
u1,1,0.00192,9.624916,[10 23] ; [ 3 50],[ 4.98837209 28.01162791] ; [ 8.01162791 44.98837209],0
a5,1,0.002449,9.178578,[28  5] ; [28 25],[21.48837209 11.51162791] ; [34.51162791 18.48837209],0
p9,1,0.002956,8.834691,[19 12] ; [15 38],[12.54761905 18.45238095] ; [21.45238095 31.54761905],0
d2,1,0.008396,6.94706,[23 10] ; [21 31],[17.08235294 15.91764706] ; [26.91764706 25.08235294],0
s5,1,0.010968,6.470469,[13 19] ; [ 8 43],[ 8.09638554 23.90361446] ; [12.90361446 38.09638554],0
v1,1,0.014485,5.97807,[22  9] ; [23 30],[16.60714286 14.39285714] ; [28.39285714 24.60714286],0
a4,1,0.01975,5.433828,[19 14] ; [17 36],[13.81395349 19.18604651] ; [22.18604651 30.81395349],0
p6,1,0.024094,5.087883,[13 19] ; [ 9 41],[ 8.58536585 23.41463415] ; [13.41463415 36.58536585],0
a2,1,0.025679,4.977515,[11 22] ; [ 7 46],[ 6.90697674 26.09302326] ; [11.09302326 41.90697674],0
s4,1,0.028681,4.786663,[ 7 26] ; [ 3 50],[ 3.8372093 29.1627907] ; [ 6.1627907 46.8372093],0
a3,1,0.035809,4.406186,[26  7] ; [30 23],[21.48837209 11.51162791] ; [34.51162791 18.48837209],0
d4,1,0.039275,4.248944,[31  2] ; [40 12],[27.56470588  5.43529412] ; [43.43529412  8.56470588],0
b4,1,0.049641,3.853546,[25  8] ; [29 24],[20.72093023 12.27906977] ; [33.27906977 19.72093023],0
d1,1,0.060105,3.534478,[23 10] ; [26 27],[18.80232558 14.19767442] ; [30.19767442 22.80232558],0
n6,1,0.065692,3.387501,[26  6] ; [33 20],[22.21176471  9.78823529] ; [36.78823529 16.21176471],0
u2,1,0.07776,3.111111,[5 2] ; [ 7 14],[3. 4.] ; [ 9. 12.],0
r4,1,0.114451,2.491653,[28  5] ; [37 16],[24.94186047  8.05813953] ; [40.05813953 12.94186047],0
p4,1,0.121738,2.394822,[19 14] ; [21 31],[15.52941176 17.47058824] ; [24.47058824 27.52941176],0
u4,1,0.122898,2.379994,[ 3 30] ; [ 1 52],[ 1.53488372 31.46511628] ; [ 2.46511628 50.53488372],0
r2,1,0.122972,2.379056,[31  1] ; [46  7],[28.98823529  3.01176471] ; [48.01176471  4.98823529],0
v3,1,0.138417,2.195472,[15 15] ; [17 34],[11.85185185 18.14814815] ; [20.14814815 30.85185185],0
u3,1,0.199165,1.648489,[4 3] ; [ 7 16],[2.56666667 4.43333333] ; [ 8.43333333 14.56666667],0
d5,1,0.220819,1.499038,[28  5] ; [39 14],[25.70930233  7.29069767] ; [41.29069767 11.70930233],0
r1,1,0.27474,1.192924,[26  7] ; [36 17],[23.79069767  9.20930233] ; [38.20930233 14.79069767],0
p11,1,0.324979,0.968801,[21 12] ; [28 25],[18.80232558 14.19767442] ; [30.19767442 22.80232558],0
b3,1,0.348897,0.877463,[11 17] ; [ 8 21],[ 9.33333333 18.66666667] ; [ 9.66666667 19.33333333],0
b2,1,0.348897,0.877463,[11 17] ; [ 8 21],[ 9.33333333 18.66666667] ; [ 9.66666667 19.33333333],0
p1,1,0.384044,0.757718,[ 1 32] ; [ 4 49],[ 1.91860465 31.08139535] ; [ 3.08139535 49.91860465],0
v4,1,0.417585,0.657103,[30  3] ; [45  8],[28.77906977  4.22093023] ; [46.22093023  6.77906977],0
p3,1,0.468138,0.526368,[12 21] ; [15 37],[10.48235294 22.51764706] ; [16.51764706 35.48235294],0
b1,1,0.480111,0.498611,[13 20] ; [25 28],[14.58139535 18.41860465] ; [23.41860465 29.58139535],0
d3,1,0.481866,0.494636,[23 10] ; [33 20],[21.48837209 11.51162791] ; [34.51162791 18.48837209],0
n1,1,0.56917,0.324074,[5 7] ; [ 5 11],[4.28571429 7.71428571] ; [ 5.71428571 10.28571429],0
b5,1,0.596777,0.279885,[23 10] ; [34 19],[21.87209302 11.12790698] ; [35.12790698 17.87209302],0
n3,1,0.630209,0.231777,[9 3] ; [14  3],[9.51724138 2.48275862] ; [13.48275862  3.51724138],0
p7,1,0.657426,0.196665,[15 16] ; [23 30],[14.02380952 16.97619048] ; [23.97619048 29.02380952],0
p8,1,0.708005,0.140278,[13 19] ; [19 33],[12.19047619 19.80952381] ; [19.80952381 32.19047619],0
p2,1,0.724718,0.124017,[23 10] ; [35 18],[22.25581395 10.74418605] ; [35.74418605 17.25581395],0
p12,1,0.73223,0.117074,[ 1 32] ; [ 1 52],[ 0.76744186 32.23255814] ; [ 1.23255814 51.76744186],0
a6,1,0.762478,0.091342,[21 12] ; [32 21],[20.3372093 12.6627907] ; [32.6627907 20.3372093],0
r3,1,0.7747,0.081929,[31  2] ; [48  4],[30.67058824  2.32941176] ; [48.32941176  3.67058824],0
a7,1,0.817634,0.053171,[23 10] ; [35 17],[22.51764706 10.48235294] ; [35.48235294 16.51764706],0
a1,1,0.93852,0.005949,[ 2 31] ; [ 3 50],[ 1.91860465 31.08139535] ; [ 3.08139535 49.91860465],0
n2,1,1.0,0.0,[9 3] ; [12  4],[9. 3.] ; [12.  4.],0
