Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,46.126331,[125  26] ; [78 91],[95.790625 55.209375] ; [107.209375  61.790625],1
v1,1,5e-06,20.844859,[112  40] ; [84 88],[91.95061728 60.04938272] ; [104.04938272  67.95061728],1
p5,1,0.002578,9.084287,[ 32 120] ; [ 16 158],[ 22.3803681 129.6196319] ; [ 25.6196319 148.3803681],0
s7,1,0.003757,8.397792,[94 51] ; [81 86],[81.33012821 63.66987179] ; [93.66987179 73.33012821],0
n5,1,0.004927,7.906002,[130  21] ; [127  46],[119.77469136  31.22530864] ; [137.22530864  35.77469136],0
s8,1,0.005973,7.558481,[93 56] ; [82 92],[80.72755418 68.27244582] ; [94.27244582 79.72755418],0
p3,1,0.00886,6.850784,[108  42] ; [101  73],[96.75925926 53.24074074] ; [112.24074074  61.75925926],0
p1,1,0.010894,6.482594,[ 20 131] ; [  9 165],[ 13.47384615 137.52615385] ; [ 15.52615385 158.47384615],0
p12,1,0.012377,6.25608,[ 21 129] ; [ 10 163],[ 14.39628483 135.60371517] ; [ 16.60371517 156.39628483],0
n4,1,0.013905,6.050177,[137  15] ; [139  34],[129.08307692  22.91692308] ; [146.91692308  26.08307692],0
p9,1,0.014643,5.958947,[143   8] ; [150  23],[136.55246914  14.44753086] ; [156.44753086  16.55246914],0
a1,1,0.018496,5.548569,[ 15 137] ; [  6 168],[  9.79141104 142.20858896] ; [ 11.20858896 162.79141104],0
p11,1,0.03342,4.524153,[136  16] ; [141  33],[129.15337423  22.84662577] ; [147.84662577  26.15337423],0
n6,1,0.042839,4.101738,[138  11] ; [147  25],[132.28971963  16.71028037] ; [152.71028037  19.28971963],0
p10,1,0.051869,3.779983,[140  10] ; [151  23],[134.72222222  15.27777778] ; [156.27777778  17.72222222],0
n1,1,0.05883,3.570061,[ 2 17] ; [11 21],[ 4.84313725 14.15686275] ; [ 8.15686275 23.84313725],0
u4,1,0.068877,3.309576,[  5 147] ; [  1 173],[  2.79754601 149.20245399] ; [  3.20245399 170.79754601],0
p8,1,0.076384,3.140206,[112  36] ; [116  58],[104.79503106  43.20496894] ; [123.20496894  50.79503106],0
s3,1,0.116263,2.46695,[93 54] ; [95 79],[86.09345794 60.90654206] ; [101.90654206  72.09345794],0
n3,1,0.148513,2.087455,[14  7] ; [26  5],[16.15384615  4.84615385] ; [23.84615385  7.15384615],0
s4,1,0.177851,1.815486,[ 23 128] ; [ 36 135],[ 27.66770186 123.33229814] ; [ 31.33229814 139.66770186],0
r2,1,0.185402,1.753783,[145   5] ; [169   2],[146.72897196   3.27102804] ; [167.27102804   3.72897196],0
d5,1,0.221249,1.496255,[148   2] ; [168   6],[146.2962963   3.7037037] ; [169.7037037   4.2962963],0
p2,1,0.226805,1.460784,[141  10] ; [155  18],[137.95061728  13.04938272] ; [158.04938272  14.95061728],0
p4,1,0.226883,1.460295,[115  34] ; [124  50],[110.25077399  38.74922601] ; [128.74922601  45.25077399],0
s5,1,0.261553,1.260518,[68 79] ; [ 68 102],[63.06624606 83.93375394] ; [72.93375394 97.06624606],0
b5,1,0.319931,0.98923,[87 65] ; [109  65],[91.38650307 60.61349693] ; [104.61349693  69.38650307],0
r3,1,0.333567,0.934999,[149   2] ; [168   5],[147.73765432   3.26234568] ; [169.26234568   3.73765432],0
v4,1,0.337889,0.918423,[148   2] ; [168   5],[146.74922601   3.25077399] ; [169.25077399   3.74922601],0
s2,1,0.345558,0.889701,[88 62] ; [93 81],[83.7962963 66.2037037] ; [97.2037037 76.7962963],0
s1,1,0.356363,0.850669,[  5 145] ; [  3 170],[  3.71517028 146.28482972] ; [  4.28482972 168.71517028],0
n2,1,0.373578,0.791729,[16  4] ; [22 10],[14.61538462  5.38461538] ; [23.38461538  8.61538462],0
r4,1,0.402836,0.699843,[147   5] ; [165   9],[145.47239264   6.52760736] ; [166.52760736   7.47239264],0
a7,1,0.406161,0.690009,[111  41] ; [134  40],[114.23312883  37.76687117] ; [130.76687117  43.23312883],0
d2,1,0.498027,0.459138,[111  40] ; [122  52],[108.25538462  42.74461538] ; [124.74461538  49.25538462],0
r1,1,0.526227,0.401673,[130  21] ; [153  20],[131.89197531  19.10802469] ; [151.10802469  21.89197531],0
b4,1,0.569384,0.323715,[87 65] ; [105  69],[89.52147239 62.47852761] ; [102.47852761  71.52147239],0
a6,1,0.601661,0.272498,[110  40] ; [132  42],[112.03703704  37.96296296] ; [129.96296296  44.03703704],0
a3,1,0.664155,0.188515,[126  24] ; [143  31],[124.53703704  25.46296296] ; [144.46296296  29.53703704],0
d3,1,0.672525,0.178663,[135  16] ; [158  16],[136.13230769  14.86769231] ; [156.86769231  17.13230769],0
