Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,47.355247,[314  24] ; [3 7],[307.8908046  30.1091954] ; [9.1091954 0.8908046],1
r2,1,0.0,40.915692,[327   8] ; [6 4],[323.34782609  11.65217391] ; [9.65217391 0.34782609],1
r3,1,0.00019,13.924289,[323  14] ; [7 3],[320.48991354  16.51008646] ; [9.51008646 0.48991354],1
r1,1,0.001645,9.90893,[290  47] ; [5 5],[286.49855908  50.50144092] ; [8.50144092 1.49855908],0
d5,1,0.006557,7.390534,[279  56] ; [5 5],[275.76811594  59.23188406] ; [8.23188406 1.76811594],0
a7,1,0.00871,6.881423,[234 104] ; [3 7],[230.18965517 107.81034483] ; [6.81034483 3.18965517],0
s6,1,0.011716,6.353367,[286  47] ; [5 4],[283.34210526  49.65789474] ; [7.65789474 1.34210526],0
p8,1,0.011764,6.346117,[198 133] ; [2 8],[194.13489736 136.86510264] ; [5.86510264 4.13489736],0
p2,1,0.013111,6.154118,[294  43] ; [6 4],[291.35446686  45.64553314] ; [8.64553314 1.35446686],0
d1,1,0.020011,5.4109,[222 116] ; [3 7],[218.53448276 119.46551724] ; [6.46551724 3.53448276],0
p9,1,0.021866,5.256444,[306  29] ; [7 3],[303.92753623  31.07246377] ; [9.07246377 0.92753623],0
d3,1,0.029659,4.72894,[241  95] ; [4 6],[237.91907514  98.08092486] ; [7.08092486 2.91907514],0
p4,1,0.031713,4.613969,[240  96] ; [4 6],[236.94797688  99.05202312] ; [7.05202312 2.94797688],0
s1,1,0.033734,4.508116,[ 16 317] ; [2 8],[ 17.47521866 315.52478134] ; [0.52478134 9.47521866],0
a4,1,0.050805,3.814705,[173 164] ; [2 8],[169.95677233 167.04322767] ; [5.04322767 4.95677233],0
b1,1,0.071352,3.251647,[140 198] ; [7 3],[142.77586207 195.22413793] ; [4.22413793 5.77586207],0
p11,1,0.073489,3.203317,[278  60] ; [6 4],[275.83908046  62.16091954] ; [8.16091954 1.83908046],0
d2,1,0.095764,2.774711,[190 146] ; [3 7],[187.42196532 148.57803468] ; [5.57803468 4.42196532],0
n2,1,0.098333,2.732378,[59 12] ; [2 2],[57.74666667 13.25333333] ; [3.25333333 0.74666667],0
s8,1,0.118253,2.440309,[243  92] ; [5 5],[240.8115942  94.1884058] ; [7.1884058 2.8115942],0
s5,1,0.149953,2.072732,[151 174] ; [2 7],[148.87724551 176.12275449] ; [4.12275449 4.87724551],0
d4,1,0.192672,1.697064,[285  50] ; [7 3],[283.53623188  51.46376812] ; [8.46376812 1.53623188],0
s3,1,0.213308,1.548831,[257  77] ; [6 4],[255.35465116  78.64534884] ; [7.64534884 2.35465116],0
s2,1,0.269081,1.221424,[254  83] ; [6 4],[252.50720461  84.49279539] ; [7.49279539 2.50720461],0
p1,1,0.352454,0.864603,[ 36 301] ; [2 8],[ 36.90489914 300.09510086] ; [1.09510086 8.90489914],0
s4,1,0.372234,0.796193,[ 63 273] ; [3 7],[ 64.09248555 271.90751445] ; [1.90751445 8.09248555],0
a5,1,0.412976,0.670218,[272  66] ; [7 3],[270.98275862  67.01724138] ; [8.01724138 1.98275862],0
p7,1,0.434319,0.611246,[232  93] ; [6 4],[230.89552239  94.10447761] ; [7.10447761 2.89552239],0
p10,1,0.464054,0.5361,[294  41] ; [8 2],[293.24637681  41.75362319] ; [8.75362319 1.24637681],0
p5,1,0.477937,0.503567,[ 63 271] ; [1 9],[ 62.13953488 271.86046512] ; [1.86046512 8.13953488],0
v2,1,0.494438,0.466855,[201 130] ; [5 5],[199.95894428 131.04105572] ; [6.04105572 3.95894428],0
a2,1,0.52354,0.406915,[ 99 239] ; [2 8],[ 98.09770115 239.90229885] ; [2.90229885 7.09770115],0
v1,1,0.526764,0.40063,[197 131] ; [7 3],[197.96449704 130.03550296] ; [6.03550296 3.96449704],0
