Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,102.431481,[323  67] ; [136 159],[261.32846715 128.67153285] ; [197.67153285  97.32846715],1
p3,1,0.0,48.421547,[256 136] ; [117 185],[210.68587896 181.31412104] ; [162.31412104 139.68587896],1
p4,1,0.0,48.387612,[291 101] ; [146 155],[247.19191919 144.80808081] ; [189.80808081 111.19191919],1
p6,1,0.0,42.961422,[198 193] ; [ 78 222],[156.17366136 234.82633864] ; [119.82633864 180.17366136],1
p2,1,0.0,33.824923,[364  28] ; [234  68],[337.77521614  54.22478386] ; [260.22478386  41.77521614],1
p5,1,0.0,26.186783,[ 73 320] ; [ 16 281],[ 50.69130435 342.30869565] ; [ 38.30869565 258.69130435],1
p11,1,1.5e-05,18.752411,[349  44] ; [231  71],[327.97122302  65.02877698] ; [252.02877698  49.97122302],1
b5,1,0.000356,12.749654,[217 176] ; [207  95],[239.75827338 153.24172662] ; [184.24172662 117.75827338],1
v1,1,0.00047,12.230696,[241 144] ; [143 148],[218.69822485 166.30177515] ; [165.30177515 125.69822485],1
v3,1,0.00223,9.350094,[176 206] ; [ 97 186],[156.82105263 225.17894737] ; [116.17894737 166.82105263],0
p1,1,0.003957,8.303623,[ 47 344] ; [ 17 285],[ 36.10966811 354.89033189] ; [ 27.89033189 274.10966811],0
n5,1,0.004018,8.275717,[321  72] ; [216  82],[305.41389291  87.58610709] ; [231.58610709  66.41389291],0
s5,1,0.007739,7.092917,[158 220] ; [ 91 196],[141.53684211 236.46315789] ; [107.46315789 179.53684211],0
p10,1,0.009754,6.679348,[369  24] ; [266  35],[359.58933718  33.41066282] ; [275.41066282  25.58933718],0
n6,1,0.019466,5.459163,[351  39] ; [253  48],[340.89725036  49.10274964] ; [263.10274964  37.89725036],0
s8,1,0.024791,5.0384,[204 186] ; [132 170],[189.36416185 200.63583815] ; [146.63583815 155.36416185],0
n4,1,0.025619,4.981523,[321  72] ; [224  76],[309.06926407  83.93073593] ; [235.93073593  64.06926407],0
p12,1,0.034485,4.470509,[ 46 346] ; [ 21 281],[ 37.8443804 354.1556196] ; [ 29.1556196 272.8443804],0
a6,1,0.055,3.682096,[262 129] ; [222  79],[273.47398844 117.52601156] ; [210.52601156  90.47398844],0
r3,1,0.058432,3.581331,[382  10] ; [300   2],[385.22190202   6.77809798] ; [296.77809798   5.22190202],0
r1,1,0.06485,3.408788,[342  51] ; [245  54],[333.36849711  59.63150289] ; [253.63150289  45.36849711],0
a5,1,0.091125,2.854387,[308  85] ; [220  82],[298.56690647  94.43309353] ; [229.43309353  72.56690647],0
a2,1,0.097142,2.751855,[ 89 304] ; [ 85 217],[ 98.39136691 294.60863309] ; [ 75.60863309 226.39136691],0
s7,1,0.142586,2.149826,[204 169] ; [144 150],[194.60869565 178.39130435] ; [153.39130435 140.60869565],0
d1,1,0.152324,2.048827,[250 143] ; [176 126],[240.88920863 152.11079137] ; [185.11079137 116.88920863],0
u1,1,0.201369,1.632415,[ 67 326] ; [ 63 239],[ 73.51079137 319.48920863] ; [ 56.48920863 245.51079137],0
u3,1,0.222796,1.486269,[59 47] ; [51 28],[63.02702703 42.97297297] ; [46.97297297 32.02702703],0
v2,1,0.302041,1.065163,[229 150] ; [162 125],[222.50600601 156.49399399] ; [168.49399399 118.50600601],0
u2,1,0.357078,0.848145,[60 47] ; [49 29],[63.04324324 43.95675676] ; [45.95675676 32.04324324],0
a1,1,0.359775,0.83868,[ 20 373] ; [ 11 291],[ 17.5294964 375.4705036] ; [ 13.4705036 288.5294964],0
s6,1,0.393863,0.726981,[278 103] ; [210  90],[273.02202643 107.97797357] ; [214.97797357  85.02202643],0
s4,1,0.435346,0.608519,[ 64 325] ; [ 56 243],[ 67.84883721 321.15116279] ; [ 52.15116279 246.84883721],0
d4,1,0.494263,0.467233,[331  60] ; [249  52],[327.71676301  63.28323699] ; [252.28323699  48.71676301],0
s2,1,0.500848,0.453139,[207 184] ; [166 133],[211.36666667 179.63333333] ; [161.63333333 137.36666667],0
a4,1,0.502376,0.449915,[179 212] ; [146 156],[183.36940837 207.63059163] ; [141.63059163 160.36940837],0
b4,1,0.516821,0.420232,[222 171] ; [178 124],[226.18705036 166.81294964] ; [173.81294964 128.18705036],0
b1,1,0.566247,0.329002,[137 256] ; [ 99 203],[133.45035971 259.54964029] ; [102.54964029 199.45035971],0
d2,1,0.594566,0.28327,[188 204] ; [150 150],[191.46820809 200.53179191] ; [146.53179191 153.46820809],0
a8,1,0.671577,0.179763,[ 56 304] ; [ 39 233],[ 54.11392405 305.88607595] ; [ 40.88607595 231.11392405],0
a7,1,0.709316,0.138961,[294  98] ; [222  79],[291.87878788 100.12121212] ; [224.12121212  76.87878788],0
s3,1,0.720398,0.128112,[225 164] ; [177 122],[227.29360465 161.70639535] ; [174.70639535 124.29360465],0
n3,1,0.782705,0.076063,[42 14] ; [67 20],[42.68531469 13.31468531] ; [66.31468531 20.68531469],0
v4,1,0.799629,0.064428,[385   8] ; [295   7],[384.51798561   8.48201439] ; [295.48201439   6.51798561],0
d5,1,0.835233,0.043262,[323  68] ; [246  54],[321.96671491  69.03328509] ; [247.03328509  52.96671491],0
r2,1,0.84094,0.040277,[380  10] ; [294   7],[380.40520984   9.59479016] ; [293.59479016   7.40520984],0
n2,1,0.854088,0.033821,[44 13] ; [66 21],[43.54166667 13.45833333] ; [66.45833333 20.54166667],0
s1,1,0.860736,0.030778,[ 11 380] ; [  9 287],[ 11.38282387 379.61717613] ; [  8.61717613 287.38282387],0
u4,1,0.904334,0.014445,[ 11 382] ; [  8 294],[ 10.74388489 382.25611511] ; [  8.25611511 293.74388489],0
b2,1,0.936072,0.006433,[ 94 140] ; [ 74 112],[ 93.6 140.4] ; [ 74.4 111.6],0
b3,1,0.936072,0.006433,[ 94 140] ; [ 74 112],[ 93.6 140.4] ; [ 74.4 111.6],0
a3,1,0.958411,0.002719,[286 104] ; [222  80],[286.30057803 103.69942197] ; [221.69942197  80.30057803],0
n1,1,0.980418,0.000602,[22 34] ; [34 53],[21.93006993 34.06993007] ; [34.06993007 52.93006993],0
d3,1,0.981298,0.000549,[278 114] ; [213  87],[278.13872832 113.86127168] ; [212.86127168  87.13872832],0
