Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,73.329864,[ 5 46] ; [209  79],[32.19469027 18.80530973] ; [181.80530973 106.19469027],1
d4,1,0.0,29.987191,[32 19] ; [262  26],[44.2300885  6.7699115] ; [249.7699115  38.2300885],1
a4,1,0.0,29.72582,[ 6 43] ; [156 131],[23.625 25.375] ; [138.375 148.625],1
d2,1,3.3e-05,17.2132,[12 39] ; [158 129],[25.65088757 25.34911243] ; [144.34911243 142.65088757],1
a5,1,0.000119,14.815587,[29 22] ; [234  54],[39.56637168 11.43362832] ; [223.43362832  64.56637168],1
a3,1,0.000201,13.825695,[28 22] ; [230  57],[38.27893175 11.72106825] ; [219.72106825  67.27893175],1
a2,1,0.000499,12.12064,[ 4 47] ; [ 91 197],[14.2920354 36.7079646] ; [ 80.7079646 207.2920354],1
u1,1,0.000589,11.809312,[ 2 49] ; [ 74 214],[11.43362832 39.56637168] ; [ 64.56637168 223.43362832],1
d3,1,0.000821,11.193244,[27 24] ; [218  70],[36.85840708 14.14159292] ; [208.14159292  79.85840708],1
p4,1,0.006428,7.426322,[26 25] ; [202  85],[34.40236686 16.59763314] ; [193.59763314  93.40236686],0
r3,1,0.016351,5.764728,[46  5] ; [279   8],[49.03846154  1.96153846] ; [275.96153846  11.03846154],0
p1,1,0.019111,5.491326,[10 41] ; [ 25 261],[ 5.29673591 45.70326409] ; [ 29.70326409 256.29673591],0
p3,1,0.036583,4.369742,[22 29] ; [169 118],[28.81952663 22.18047337] ; [162.18047337 124.81952663],0
p2,1,0.048055,3.908068,[39 12] ; [249  37],[43.58456973  7.41543027] ; [244.41543027  41.58456973],0
a6,1,0.055299,3.673058,[28 23] ; [197  90],[33.94970414 17.05029586] ; [191.05029586  95.94970414],0
s5,1,0.057011,3.622276,[17 33] ; [136 144],[23.18181818 26.81818182] ; [129.81818182 150.18181818],0
p12,1,0.080113,3.062614,[ 2 49] ; [ 35 251],[ 5.59940653 45.40059347] ; [ 31.40059347 254.59940653],0
n4,1,0.081656,3.031626,[37 14] ; [237  49],[41.46587537  9.53412463] ; [232.53412463  53.46587537],0
p6,1,0.101139,2.687486,[17 32] ; [133 148],[22.27272727 26.72727273] ; [127.72727273 153.27272727],0
s8,1,0.103116,2.656684,[25 26] ; [175 111],[30.26706231 20.73293769] ; [169.73293769 116.26706231],0
n6,1,0.111572,2.531808,[41 10] ; [253  33],[44.4925816  6.5074184] ; [249.5074184  36.4925816],0
p9,1,0.126489,2.335069,[43  8] ; [260  25],[45.99107143  5.00892857] ; [257.00892857  27.99107143],0
v2,1,0.141806,2.158257,[29 20] ; [194  84],[33.41590214 15.58409786] ; [189.58409786  88.41590214],0
a7,1,0.143573,2.139237,[33 18] ; [214  73],[37.26923077 13.73076923] ; [209.73076923  77.26923077],0
p10,1,0.165821,1.920324,[40 10] ; [248  36],[43.11377246  6.88622754] ; [244.88622754  39.11377246],0
v4,1,0.170869,1.875306,[47  3] ; [280   7],[48.51632047  1.48367953] ; [278.48367953   8.51632047],0
p11,1,0.172032,1.865148,[37 14] ; [233  55],[40.61946903 10.38053097] ; [229.38053097  58.61946903],0
n3,1,0.196492,1.668257,[5 5] ; [41 17],[6.76470588 3.23529412] ; [39.23529412 18.76470588],0
s3,1,0.209293,1.576307,[37 12] ; [188  95],[33.20783133 15.79216867] ; [191.79216867  91.20783133],0
s4,1,0.233814,1.41751,[ 6 45] ; [ 53 231],[ 8.98208955 42.01791045] ; [ 50.01791045 233.98208955],0
r1,1,0.236843,1.399286,[40 11] ; [244  43],[42.85207101  8.14792899] ; [241.14792899  45.85207101],0
p5,1,0.241282,1.373091,[11 40] ; [ 43 243],[ 8.17210682 42.82789318] ; [ 45.82789318 240.17210682],0
s1,1,0.249438,1.32645,[ 3 47] ; [  8 274],[ 1.65662651 48.34337349] ; [  9.34337349 272.65662651],0
s2,1,0.278412,1.174825,[30 20] ; [194  92],[33.33333333 16.66666667] ; [190.66666667  95.33333333],0
u3,1,0.288312,1.127487,[13 10] ; [40 18],[15.04938272  7.95061728] ; [37.95061728 20.04938272],0
v3,1,0.319482,0.991065,[22 29] ; [141 137],[25.2674772 25.7325228] ; [137.7325228 140.2674772],0
n5,1,0.370799,0.800986,[40 11] ; [239  47],[42.22255193  8.77744807] ; [236.77744807  49.22255193],0
b1,1,0.389945,0.739112,[22 29] ; [106 182],[19.25663717 31.74336283] ; [108.74336283 179.25663717],0
r2,1,0.400188,0.707762,[47  3] ; [275  10],[48.05970149  1.94029851] ; [273.94029851  11.05970149],0
b4,1,0.41717,0.658273,[29 22] ; [181 107],[31.59292035 19.40707965] ; [178.40707965 109.59292035],0
u4,1,0.449585,0.571697,[ 1 50] ; [ 12 276],[ 1.95575221 49.04424779] ; [ 11.04424779 276.95575221],0
r4,1,0.471422,0.51864,[46  5] ; [268  20],[47.23893805  3.76106195] ; [266.76106195  21.23893805],0
b5,1,0.473458,0.513893,[31 20] ; [190  98],[33.24778761 17.75221239] ; [187.75221239 100.24778761],0
n2,1,0.504856,0.444715,[9 1] ; [48 11],[8.26086957 1.73913043] ; [48.73913043 10.26086957],0
a1,1,0.515382,0.423125,[ 2 49] ; [ 18 270],[ 3.00884956 47.99115044] ; [ 16.99115044 271.00884956],0
s7,1,0.563751,0.333251,[33 16] ; [174 102],[31.20923077 17.79076923] ; [175.79076923 100.20923077],0
b3,1,0.594025,0.284103,[15 19] ; [ 73 113],[13.6 20.4] ; [ 74.4 111.6],0
b2,1,0.594025,0.284103,[15 19] ; [ 73 113],[13.6 20.4] ; [ 74.4 111.6],0
p7,1,0.627314,0.235721,[33 17] ; [191  84],[34.46153846 15.53846154] ; [189.53846154  85.46153846],0
a8,1,0.73822,0.111698,[ 8 38] ; [ 40 219],[ 7.23934426 38.76065574] ; [ 40.76065574 218.23934426],0
p8,1,0.802439,0.062596,[30 21] ; [160 121],[29.18674699 21.81325301] ; [160.81325301 120.18674699],0
u2,1,0.854562,0.033599,[14  8] ; [35 22],[13.64556962  8.35443038] ; [35.35443038 21.64556962],0
n1,1,0.88169,0.022149,[5 5] ; [28 31],[4.7826087 5.2173913] ; [28.2173913 30.7826087],0
