Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,167.25287,[279  26] ; [47 95],[222.43847875  82.56152125] ; [103.56152125  38.43847875],1
p11,1,0.0,70.305891,[259  47] ; [68 77],[221.86696231  84.13303769] ; [105.13303769  39.86696231],1
p2,1,0.0,43.648702,[258  47] ; [81 64],[229.76666667  75.23333333] ; [109.23333333  35.76666667],1
n6,1,0.0,37.391031,[259  47] ; [84 60],[233.24  72.76] ; [109.76  34.24],1
p8,1,0.0,36.645977,[165 136] ; [ 35 109],[135.28089888 165.71910112] ; [64.71910112 79.28089888],1
r4,1,0.0,30.023282,[269  37] ; [96 49],[247.64966741  58.35033259] ; [117.35033259  27.64966741],1
n5,1,0.0,26.609701,[225  79] ; [71 73],[200.85714286 103.14285714] ; [95.14285714 48.85714286],1
p4,1,0.0,25.549789,[164 140] ; [ 41 103],[139.10714286 164.89285714] ; [65.89285714 78.10714286],1
r3,1,1e-06,24.875755,[287  18] ; [112  31],[271.640625  33.359375] ; [127.359375  15.640625],1
p3,1,1e-06,24.751719,[143 163] ; [ 32 112],[119. 187.] ; [56. 88.],1
v4,1,1e-06,24.740011,[286  18] ; [112  31],[270.67561521  33.32438479] ; [127.32438479  15.67561521],1
p7,1,3e-06,21.849936,[186 115] ; [55 89],[163.01348315 137.98651685] ; [77.98651685 66.01348315],1
r1,1,0.000103,15.082689,[239  66] ; [87 56],[221.94196429  83.05803571] ; [104.05803571  38.94196429],1
s6,1,0.000139,14.520728,[142 162] ; [ 40 104],[123.5 180.5] ; [58.5 85.5],1
a5,1,0.000208,13.753844,[217  89] ; [77 68],[199.4767184 106.5232816] ; [94.5232816 50.4767184],1
s8,1,0.000265,13.300692,[ 80 225] ; [ 16 128],[ 65.21158129 239.78841871] ; [ 30.78841871 113.21158129],1
v1,1,0.000322,12.940601,[151 149] ; [46 97],[133.40857788 166.59142212] ; [63.59142212 79.40857788],1
v2,1,0.000479,12.1949,[161 133] ; [52 89],[143.95862069 150.04137931] ; [69.04137931 71.95862069],1
d5,1,0.000591,11.803965,[246  60] ; [95 50],[231.36585366  74.63414634] ; [109.63414634  35.36585366],1
r2,1,0.001023,10.785954,[279  22] ; [117  25],[269.06546275  31.93453725] ; [126.93453725  15.06546275],0
a1,1,0.001375,10.239128,[  6 300] ; [ 12 133],[ 12.21286031 293.78713969] ; [  5.78713969 139.21286031],0
n4,1,0.003013,8.799639,[227  79] ; [87 57],[213.52  92.48] ; [100.48  43.52],0
b1,1,0.003597,8.476891,[104 202] ; [70 75],[118.05764967 187.94235033] ; [55.94235033 89.05764967],0
a7,1,0.005388,7.744269,[222  84] ; [85 58],[209.22494432  96.77505568] ; [97.77505568 45.22494432],0
s7,1,0.008633,6.897147,[ 79 214] ; [ 21 115],[ 68.2983683 224.7016317] ; [ 31.7016317 104.2983683],0
d4,1,0.015595,5.847934,[240  66] ; [97 46],[229.67037862  76.32962138] ; [107.32962138  35.67037862],0
d3,1,0.016003,5.802509,[206  99] ; [81 64],[194.52222222 110.47777778] ; [92.47777778 52.52222222],0
d1,1,0.018346,5.562786,[163 143] ; [60 85],[151.3037694 154.6962306] ; [71.6962306 73.3037694],0
v3,1,0.028656,4.78815,[102 197] ; [ 33 106],[ 92.15753425 206.84246575] ; [42.84246575 96.15753425],0
a3,1,0.037024,4.349299,[205 100] ; [81 61],[195.14541387 109.85458613] ; [90.85458613 51.14541387],0
a6,1,0.051225,3.800889,[214  92] ; [88 57],[204.90465632 101.09534368] ; [97.09534368 47.90465632],0
p6,1,0.05675,3.629906,[ 84 219] ; [ 27 113],[ 75.92099323 227.07900677] ; [ 35.07900677 104.92099323],0
u2,1,0.109977,2.554555,[57 44] ; [27 35],[52.04907975 48.95092025] ; [31.95092025 30.04907975],0
s5,1,0.110304,2.549867,[ 52 250] ; [ 16 125],[ 46.35665914 255.64334086] ; [ 21.64334086 119.35665914],0
s1,1,0.210389,1.568748,[  5 300] ; [  5 137],[  6.82326622 298.17673378] ; [  3.17673378 138.82326622],0
u3,1,0.297644,1.084719,[51 50] ; [27 37],[47.74545455 53.25454545] ; [30.25454545 33.74545455],0
b5,1,0.320758,0.985854,[177 129] ; [91 54],[181.83592018 124.16407982] ; [86.16407982 58.83592018],0
n3,1,0.366042,0.817057,[45 17] ; [39 21],[42.68852459 19.31147541] ; [41.31147541 18.68852459],0
n2,1,0.379874,0.771109,[44 20] ; [38 24],[41.65079365 22.34920635] ; [40.34920635 21.65079365],0
u1,1,0.390829,0.736363,[ 38 268] ; [ 14 131],[ 35.28159645 270.71840355] ; [ 16.71840355 128.28159645],0
s4,1,0.439759,0.596912,[ 35 271] ; [ 13 131],[ 32.64 273.36] ; [ 15.36 128.64],0
u4,1,0.44264,0.589429,[  2 304] ; [  2 143],[  2.71396896 303.28603104] ; [  1.28603104 143.71396896],0
