Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,32.492659,[ 31 130] ; [74 74],[ 54.70873786 106.29126214] ; [50.29126214 97.70873786],1
u4,1,0.611075,0.258613,[  3 164] ; [  4 148],[  3.6645768 163.3354232] ; [  3.3354232 148.6645768],0
u3,1,0.616698,0.250536,[40 21] ; [28 18],[38.76635514 22.23364486] ; [29.23364486 16.76635514],0
n2,1,0.666312,0.185946,[40 20] ; [29 12],[40.99009901 19.00990099] ; [28.00990099 12.99009901],0
a4,1,0.72317,0.125476,[76 89] ; [67 85],[74.43217666 90.56782334] ; [68.56782334 83.43217666],0
a2,1,0.782323,0.076338,[ 32 135] ; [ 31 121],[ 32.98119122 134.01880878] ; [ 30.01880878 121.98119122],0
s3,1,0.788206,0.072168,[80 85] ; [75 75],[81.19047619 83.80952381] ; [73.80952381 76.19047619],0
b4,1,0.825331,0.048706,[102  65] ; [91 61],[101.03761755  65.96238245] ; [91.96238245 60.03761755],0
a8,1,0.84276,0.039348,[ 14 144] ; [ 11 123],[ 13.52739726 144.47260274] ; [ 11.47260274 122.52739726],0
a1,1,0.937809,0.006088,[  8 159] ; [  7 145],[  7.85266458 159.14733542] ; [  7.14733542 144.85266458],0
n4,1,0.976951,0.000835,[120  47] ; [109  43],[119.88401254  47.11598746] ; [109.11598746  42.88401254],0
a6,1,0.988176,0.00022,[110  57] ; [100  52],[109.93730408  57.06269592] ; [100.06269592  51.93730408],0
