Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,39.695005,[ 29 131] ; [68 59],[ 54.07665505 105.92334495] ; [42.92334495 84.07665505],1
r2,1,0.068735,3.312969,[136  25] ; [119  11],[141.08247423  19.91752577] ; [113.91752577  16.08247423],0
a6,1,0.070654,3.267764,[96 66] ; [91 40],[103.39249147  58.60750853] ; [83.60750853 47.39249147],0
a5,1,0.08729,2.923655,[91 72] ; [86 45],[98.13265306 64.86734694] ; [78.86734694 52.13265306],0
b1,1,0.101707,2.678564,[70 93] ; [44 87],[63.20408163 99.79591837] ; [50.79591837 80.20408163],0
n4,1,0.104324,2.638158,[101  62] ; [93 38],[107.55782313  55.44217687] ; [86.44217687 44.55782313],0
n1,1,0.114247,2.494469,[22 42] ; [ 7 29],[18.56 45.44] ; [10.44 25.56],0
p6,1,0.132019,2.2686,[ 19 142] ; [ 23 104],[ 23.47916667 137.52083333] ; [ 18.52083333 108.47916667],0
p5,1,0.162728,1.948687,[  5 157] ; [  1 130],[  3.31740614 158.68259386] ; [  2.68259386 128.31740614],0
s3,1,0.185808,1.750547,[ 59 102] ; [58 73],[64.51027397 96.48972603] ; [52.48972603 78.51027397],0
n3,1,0.203155,1.619545,[35 27] ; [25 11],[37.95918367 24.04081633] ; [22.04081633 13.95918367],0
u4,1,0.217433,1.521236,[  1 162] ; [  3 128],[  2.21768707 160.78231293] ; [  1.78231293 129.21768707],0
a4,1,0.28597,1.1385,[ 53 108] ; [51 80],[ 57.34246575 103.65753425] ; [46.65753425 84.34246575],0
s1,1,0.320592,0.986532,[  9 153] ; [  4 124],[  7.26206897 154.73793103] ; [  5.73793103 122.26206897],0
n2,1,0.345412,0.890243,[39 26] ; [25 11],[41.18811881 23.81188119] ; [22.81188119 13.18811881],0
b5,1,0.38605,0.751348,[99 64] ; [86 45],[102.56802721  60.43197279] ; [82.43197279 48.56802721],0
b4,1,0.395306,0.722559,[89 74] ; [78 53],[92.58843537 70.41156463] ; [74.41156463 56.58843537],0
p12,1,0.425485,0.635116,[  3 158] ; [  1 129],[  2.21305842 158.78694158] ; [  1.78694158 128.21305842],0
a8,1,0.47421,0.512148,[ 17 139] ; [ 17 107],[ 18.94285714 137.05714286] ; [ 15.05714286 108.94285714],0
a1,1,0.559142,0.341193,[ 10 153] ; [  6 125],[  8.8707483 154.1292517] ; [  7.1292517 123.8707483],0
s4,1,0.585268,0.297794,[ 22 140] ; [ 15 116],[ 20.45733788 141.54266212] ; [ 16.54266212 114.45733788],0
p8,1,0.655027,0.199621,[ 47 116] ; [40 88],[ 48.73195876 114.26804124] ; [38.26804124 89.73195876],0
u3,1,0.729224,0.119825,[31 37] ; [16 22],[30.1509434 37.8490566] ; [16.8490566 21.1509434],0
b3,1,0.846395,0.037528,[29 62] ; [21 48],[28.4375 62.5625] ; [21.5625 47.4375],0
b2,1,0.846395,0.037528,[29 62] ; [21 48],[28.4375 62.5625] ; [21.5625 47.4375],0
p1,1,0.886381,0.020416,[  8 154] ; [  6 125],[  7.74061433 154.25938567] ; [  6.25938567 124.74061433],0
u2,1,0.894742,0.017505,[34 34] ; [18 19],[33.67619048 34.32380952] ; [18.32380952 18.67619048],0
n5,1,0.897862,0.016477,[104  59] ; [82 48],[103.47440273  59.52559727] ; [82.52559727 47.47440273],0
u1,1,0.943021,0.005109,[ 17 146] ; [ 14 117],[ 17.18707483 145.81292517] ; [ 13.81292517 117.18707483],0
a2,1,0.958289,0.002735,[ 29 134] ; [ 23 108],[ 28.82993197 134.17006803] ; [ 23.17006803 107.82993197],0
d2,1,0.980725,0.000584,[ 60 101] ; [49 82],[ 60.09931507 100.90068493] ; [48.90068493 82.09931507],0
