Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,73.286689,[328 223] ; [ 37 132],[279.32638889 271.67361111] ; [85.67361111 83.32638889],1
a3,1,0.0,69.259279,[444 109] ; [80 88],[401.90291262 151.09708738] ; [122.09708738  45.90291262],1
a4,1,0.0,61.957151,[305 247] ; [ 35 134],[260.30513176 291.69486824] ; [79.69486824 89.30513176],1
d1,1,0.0,54.898713,[382 172] ; [ 63 106],[340.98201936 213.01798064] ; [104.01798064  64.98201936],1
u1,1,0.0,36.11949,[141 413] ; [  7 162],[113.40525588 440.59474412] ; [ 34.59474412 134.40525588],1
n4,1,1e-06,23.482988,[456  97] ; [109  59],[433.34951456 119.65048544] ; [131.65048544  36.34951456],1
d5,1,5e-06,20.829889,[475  76] ; [120  49],[455.34027778  95.65972222] ; [139.65972222  29.34027778],1
a6,1,4.4e-05,16.704524,[407 144] ; [97 72],[385.7 165.3] ; [118.3  50.7],1
d4,1,0.000119,14.801252,[481  70] ; [126  42],[465.16968011  85.83031989] ; [141.83031989  26.16968011],1
d3,1,0.000566,11.883732,[412 140] ; [103  66],[394.28571429 157.71428571] ; [120.71428571  48.28571429],1
p9,1,0.000767,11.319999,[471  76] ; [123  41],[456.98734177  90.01265823] ; [137.01265823  26.98734177],1
v2,1,0.000995,10.837002,[337 195] ; [77 81],[319.2 212.8] ; [94.8 63.2],1
p3,1,0.001086,10.675103,[292 258] ; [ 65 103],[273.46796657 276.53203343] ; [83.53203343 84.46796657],0
p4,1,0.001278,10.374534,[351 198] ; [83 83],[333.23916084 215.76083916] ; [100.76083916  65.23916084],0
p10,1,0.001529,10.043257,[458  89] ; [120  45],[444.05337079 102.94662921] ; [133.94662921  31.05337079],0
s7,1,0.001948,9.597588,[285 243] ; [64 96],[267.8372093 260.1627907] ; [81.1627907 78.8372093],0
s8,1,0.002668,9.021913,[270 278] ; [ 61 108],[252.9818689 295.0181311] ; [78.0181311 90.9818689],0
b2,1,0.002764,8.957193,[146 202] ; [21 65],[133.9078341 214.0921659] ; [33.0921659 52.9078341],0
b3,1,0.002764,8.957193,[146 202] ; [21 65],[133.9078341 214.0921659] ; [33.0921659 52.9078341],0
p8,1,0.008189,6.99159,[304 239] ; [74 93],[289.09014085 253.90985915] ; [88.90985915 78.09014085],0
n6,1,0.010169,6.605012,[471  79] ; [129  38],[460.25104603  89.74895397] ; [139.74895397  27.25104603],0
v1,1,0.010628,6.526495,[319 223] ; [78 86],[304.77903683 237.22096317] ; [92.22096317 71.77903683],0
p2,1,0.011221,6.430038,[471  79] ; [130  38],[460.37604457  89.62395543] ; [140.62395543  27.37604457],0
r4,1,0.012268,6.271768,[544  10] ; [160   9],[539.44121715  14.55878285] ; [164.55878285   4.44121715],0
p12,1,0.012835,6.191742,[ 53 494] ; [  6 160],[ 45.26367461 501.73632539] ; [ 13.73632539 152.26367461],0
s5,1,0.020469,5.371478,[199 335] ; [ 44 117],[186.70791367 347.29208633] ; [ 56.29208633 104.70791367],0
n5,1,0.020835,5.340522,[421 130] ; [112  54],[409.59972106 141.40027894] ; [123.40027894  42.59972106],0
v3,1,0.036057,4.394426,[232 299] ; [ 55 105],[220.54558611 310.45441389] ; [66.45441389 93.54558611],0
a7,1,0.108596,2.574533,[420 134] ; [117  51],[412.04709141 141.95290859] ; [124.95290859  43.04709141],0
s1,1,0.122926,2.379632,[ 16 530] ; [  9 156],[ 19.19831224 526.80168776] ; [  5.80168776 159.19831224],0
n1,1,0.140457,2.172949,[34 74] ; [17 21],[37.7260274 70.2739726] ; [13.2739726 24.7260274],0
r2,1,0.164677,1.930744,[538  12] ; [162   7],[535.4659249  14.5340751] ; [164.5340751   4.4659249],0
s6,1,0.165899,1.919618,[383 160] ; [107  58],[375.80508475 167.19491525] ; [114.19491525  50.80508475],0
a1,1,0.184377,1.761989,[ 26 528] ; [  4 165],[ 22.98755187 531.01244813] ; [  7.01244813 161.98755187],0
p7,1,0.192373,1.699346,[360 180] ; [99 63],[353.07692308 186.92307692] ; [105.92307692  56.07692308],0
s3,1,0.206197,1.597928,[308 237] ; [103  63],[315.04219409 229.95780591] ; [95.95780591 70.04219409],0
p11,1,0.218234,1.515945,[447 107] ; [129  40],[441.36099585 112.63900415] ; [134.63900415  34.36099585],0
v4,1,0.238764,1.387877,[536  16] ; [160   8],[533.6  18.4] ; [162.4   5.6],0
p6,1,0.245577,1.34829,[207 339] ; [ 54 110],[200.71267606 345.28732394] ; [ 60.28732394 103.71267606],0
u4,1,0.252359,1.310196,[ 15 539] ; [  2 167],[ 13.02627939 540.97372061] ; [  3.97372061 165.02627939],0
s2,1,0.464667,0.53463,[289 257] ; [83 84],[284.86956522 261.13043478] ; [87.13043478 79.86956522],0
b1,1,0.516128,0.421624,[212 342] ; [ 60 109],[208.42047026 345.57952974] ; [ 63.57952974 105.42047026],0
n3,1,0.572338,0.318786,[81 26] ; [27 11],[79.69655172 27.30344828] ; [28.30344828  9.69655172],0
b4,1,0.69858,0.149953,[324 230] ; [96 73],[321.82572614 232.17427386] ; [98.17427386 70.82572614],0
p5,1,0.70472,0.143608,[ 62 487] ; [ 17 149],[ 60.65874126 488.34125874] ; [ 18.34125874 147.65874126],0
a8,1,0.716474,0.131896,[ 74 419] ; [ 22 137],[ 72.58895706 420.41104294] ; [ 23.41104294 135.58895706],0
u3,1,0.729393,0.11967,[68 41] ; [57 31],[69.16243655 39.83756345] ; [55.83756345 32.16243655],0
b5,1,0.758035,0.094902,[327 227] ; [102  67],[328.7219917 225.2780083] ; [100.2780083  68.7219917],0
