Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,2.8e-05,17.547633,[34 21] ; [11 40],[23.3490566 31.6509434] ; [21.6509434 29.3490566],1
p5,1,0.001062,10.715604,[15 40] ; [ 2 49],[ 8.82075472 46.17924528] ; [ 8.17924528 42.82075472],0
p7,1,0.002013,9.537701,[41 14] ; [22 27],[33.31730769 21.68269231] ; [29.68269231 19.31730769],0
p8,1,0.002029,9.523488,[39 16] ; [21 30],[31.13207547 23.86792453] ; [28.86792453 22.13207547],0
p6,1,0.00697,7.280563,[25 30] ; [10 39],[18.50961538 36.49038462] ; [16.49038462 32.50961538],0
n2,1,0.011072,6.453782,[3 5] ; [14  2],[5.66666667 2.33333333] ; [11.33333333  4.66666667],0
p2,1,0.013112,6.153974,[47  8] ; [33 18],[41.50943396 13.49056604] ; [38.49056604 12.50943396],0
s8,1,0.026249,4.939515,[29 26] ; [16 35],[23.3490566 31.6509434] ; [21.6509434 29.3490566],0
s2,1,0.036934,4.353436,[38 17] ; [24 25],[32.78846154 22.21153846] ; [29.21153846 19.78846154],0
s4,1,0.038611,4.277913,[ 8 47] ; [16 35],[12.45283019 42.54716981] ; [11.54716981 39.45283019],0
a5,1,0.054225,3.705762,[34 21] ; [22 29],[29.05660377 25.94339623] ; [26.94339623 24.05660377],0
d2,1,0.05516,3.677237,[16 39] ; [ 7 44],[11.93396226 43.06603774] ; [11.06603774 39.93396226],0
a4,1,0.072801,3.218706,[11 43] ; [ 4 46],[ 7.78846154 46.21153846] ; [ 7.21153846 42.78846154],0
p12,1,0.088814,2.895733,[ 9 46] ; [ 3 48],[ 6.22641509 48.77358491] ; [ 5.77358491 45.22641509],0
p9,1,0.147408,2.098869,[48  7] ; [39 12],[45.14150943  9.85849057] ; [41.85849057  9.14150943],0
d3,1,0.157399,1.999036,[28 27] ; [19 32],[24.38679245 30.61320755] ; [22.61320755 28.38679245],0
s7,1,0.169543,1.886976,[32 20] ; [24 26],[28.54901961 23.45098039] ; [27.45098039 22.54901961],0
b4,1,0.18778,1.734952,[35 20] ; [26 25],[31.6509434 23.3490566] ; [29.3490566 21.6509434],0
r4,1,0.193605,1.689972,[50  5] ; [42  9],[47.73584906  7.26415094] ; [44.26415094  6.73584906],0
r3,1,0.244207,1.356142,[52  3] ; [45  6],[50.33018868  4.66981132] ; [46.66981132  4.33018868],0
d4,1,0.256477,1.287672,[33 22] ; [25 26],[30.09433962 24.90566038] ; [27.90566038 23.09433962],0
b5,1,0.260641,1.265351,[34 21] ; [26 25],[31.13207547 23.86792453] ; [28.86792453 22.13207547],0
v4,1,0.273126,1.20098,[49  5] ; [49  2],[50.4  3.6] ; [47.6  3.4],0
p1,1,0.31893,0.993328,[ 9 46] ; [ 5 46],[ 7.26415094 47.73584906] ; [ 6.73584906 44.26415094],0
s1,1,0.334526,0.931297,[ 2 52] ; [ 4 45],[ 3.14563107 50.85436893] ; [ 2.85436893 46.14563107],0
u1,1,0.345602,0.889539,[ 3 52] ; [ 1 50],[ 2.0754717 52.9245283] ; [ 1.9245283 49.0754717],0
n6,1,0.355053,0.855317,[46  9] ; [39 12],[44.10377358 10.89622642] ; [40.89622642 10.10377358],0
a3,1,0.37152,0.798574,[29 26] ; [22 28],[26.71428571 28.28571429] ; [24.28571429 25.71428571],0
p10,1,0.379581,0.772059,[45  9] ; [39 12],[43.2 10.8] ; [40.8 10.2],0
u3,1,0.435121,0.609115,[12 13] ; [17 12],[13.42592593 11.57407407] ; [15.57407407 13.42592593],0
a8,1,0.437834,0.601951,[ 8 43] ; [ 5 43],[ 6.6969697 44.3030303] ; [ 6.3030303 41.6969697],0
s3,1,0.503531,0.447486,[40 15] ; [32 16],[38.44660194 16.55339806] ; [33.55339806 14.44660194],0
v2,1,0.517646,0.41858,[22 31] ; [23 25],[23.61386139 29.38613861] ; [21.38613861 26.61386139],0
s5,1,0.566382,0.328773,[22 31] ; [18 32],[20.58252427 32.41747573] ; [19.41747573 30.58252427],0
a1,1,0.603229,0.270153,[ 2 53] ; [ 1 50],[ 1.55660377 53.44339623] ; [ 1.44339623 49.55660377],0
a6,1,0.618356,0.248185,[36 19] ; [31 20],[34.76415094 20.23584906] ; [32.23584906 18.76415094],0
n4,1,0.637413,0.222142,[39 16] ; [34 17],[37.87735849 17.12264151] ; [35.12264151 15.87735849],0
n5,1,0.65244,0.202838,[42 13] ; [37 14],[40.99056604 14.00943396] ; [38.00943396 12.99056604],0
