Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,30.607372,[26 91] ; [56 38],[45.46919431 71.53080569] ; [36.53080569 57.46919431],1
s6,1,1e-06,23.959559,[57 59] ; [74 16],[73.76699029 42.23300971] ; [57.23300971 32.76699029],1
p2,1,2e-06,23.143101,[60 57] ; [78 16],[76.52132701 40.47867299] ; [61.47867299 32.52132701],1
r4,1,5.6e-05,16.235422,[85 33] ; [88  6],[96.29245283 21.70754717] ; [76.70754717 17.29245283],1
r3,1,0.000227,13.590203,[91 26] ; [89  4],[100.28571429  16.71428571] ; [79.71428571 13.28571429],1
p6,1,0.000284,13.174657,[23 93] ; [40 53],[34.96650718 81.03349282] ; [28.03349282 64.96650718],1
s2,1,0.000744,11.376631,[46 72] ; [58 35],[58.16113744 59.83886256] ; [45.83886256 47.16113744],1
s7,1,0.000801,11.238167,[38 73] ; [49 35],[49.52307692 61.47692308] ; [37.47692308 46.52307692],1
p8,1,0.001024,10.783679,[27 89] ; [42 52],[38.11428571 77.88571429] ; [30.88571429 63.11428571],0
p5,1,0.001424,10.174248,[  2 114] ; [12 82],[  7.73333333 108.26666667] ; [ 6.26666667 87.73333333],0
n6,1,0.00147,10.116339,[69 48] ; [74 19],[79.67142857 37.32857143] ; [63.32857143 29.67142857],0
s8,1,0.004551,8.049689,[32 85] ; [43 50],[41.78571429 75.21428571] ; [33.21428571 59.78571429],0
p9,1,0.007369,7.180849,[61 50] ; [68 25],[70.19117647 40.80882353] ; [58.80882353 34.19117647],0
d3,1,0.008726,6.878152,[67 48] ; [71 23],[75.93301435 39.06698565] ; [62.06698565 31.93301435],0
u3,1,0.011022,6.461699,[15 24] ; [22 10],[20.32394366 18.67605634] ; [16.67605634 15.32394366],0
s5,1,0.011979,6.313997,[28 83] ; [37 51],[36.25628141 74.74371859] ; [28.74371859 59.25628141],0
p7,1,0.015039,5.911916,[45 69] ; [53 41],[53.71153846 60.28846154] ; [44.28846154 49.71153846],0
s3,1,0.036233,4.386088,[54 63] ; [57 37],[61.54976303 55.45023697] ; [49.45023697 44.54976303],0
a5,1,0.043235,4.086181,[71 47] ; [69 25],[77.9245283 40.0754717] ; [62.0754717 31.9245283],0
v2,1,0.04351,4.075491,[45 67] ; [50 42],[52.15686275 59.84313725] ; [42.84313725 49.15686275],0
p1,1,0.079041,3.084505,[  7 111] ; [12 81],[ 10.62559242 107.37440758] ; [ 8.37440758 84.62559242],0
u1,1,0.095186,2.784402,[ 15 103] ; [20 74],[19.48113208 98.51886792] ; [15.51886792 78.48113208],0
a1,1,0.111204,2.537025,[ 10 108] ; [ 3 91],[  7.23584906 110.76415094] ; [ 5.76415094 88.23584906],0
v1,1,0.133435,2.252075,[47 70] ; [47 46],[52.37142857 64.62857143] ; [41.62857143 51.37142857],0
r1,1,0.152701,2.04506,[83 34] ; [74 19],[87.47142857 29.52857143] ; [69.52857143 23.47142857],0
n5,1,0.152777,2.044304,[68 49] ; [63 30],[72.98571429 44.01428571] ; [58.01428571 34.98571429],0
p10,1,0.201641,1.630448,[58 56] ; [55 37],[62.53398058 51.46601942] ; [50.46601942 41.53398058],0
d1,1,0.280294,1.165662,[59 59] ; [54 40],[62.89622642 55.10377358] ; [50.10377358 43.89622642],0
d5,1,0.287805,1.129861,[88 28] ; [77 17],[91.14285714 24.85714286] ; [73.85714286 20.14285714],0
n4,1,0.308381,1.037595,[70 47] ; [62 31],[73.54285714 43.45714286] ; [58.45714286 34.54285714],0
b2,1,0.314129,1.013236,[18 35] ; [13 39],[15.64761905 37.35238095] ; [15.35238095 36.64761905],0
b3,1,0.314129,1.013236,[18 35] ; [13 39],[15.64761905 37.35238095] ; [15.35238095 36.64761905],0
v3,1,0.366686,0.814865,[34 77] ; [33 57],[37. 74.] ; [30. 60.],0
b1,1,0.389265,0.741236,[57 61] ; [51 43],[60.11320755 57.88679245] ; [47.88679245 46.11320755],0
a2,1,0.440116,0.595979,[26 92] ; [25 69],[28.38679245 89.61320755] ; [22.61320755 71.38679245],0
s4,1,0.463444,0.537563,[23 95] ; [22 71],[25.16587678 92.83412322] ; [19.83412322 73.16587678],0
a6,1,0.482898,0.492312,[74 43] ; [55 39],[71.53080569 45.46919431] ; [57.46919431 36.53080569],0
a4,1,0.489934,0.476671,[50 66] ; [45 49],[52.47619048 63.52380952] ; [42.52380952 51.47619048],0
u2,1,0.50416,0.446169,[15 22] ; [16 17],[16.38571429 20.61428571] ; [14.61428571 18.38571429],0
v4,1,0.57959,0.306898,[103  14] ; [85  9],[104.2464455  12.7535545] ; [83.7535545 10.2464455],0
a3,1,0.58501,0.298205,[79 37] ; [60 33],[77.14832536 38.85167464] ; [61.85167464 31.14832536],0
d4,1,0.597823,0.278292,[90 26] ; [70 24],[88.38095238 27.61904762] ; [71.61904762 22.38095238],0
b4,1,0.663601,0.189179,[63 55] ; [53 41],[64.56603774 53.43396226] ; [51.43396226 42.56603774],0
a7,1,0.82268,0.050221,[83 34] ; [68 26],[83.72985782 33.27014218] ; [67.27014218 26.72985782],0
d2,1,0.832334,0.044821,[60 56] ; [50 44],[60.76190476 55.23809524] ; [49.23809524 44.76190476],0
a8,1,0.83861,0.041482,[ 10 101] ; [ 8 73],[ 10.40625 100.59375] ; [ 7.59375 73.40625],0
n1,1,0.85051,0.03552,[23 29] ; [13 15],[23.4 28.6] ; [12.6 15.4],0
