Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,148.690003,[ 73 206] ; [154  29],[137.08441558 141.91558442] ; [89.91558442 93.08441558],1
s7,1,0.0,68.885534,[ 73 195] ; [117  57],[115.20361991 152.79638009] ; [74.79638009 99.20361991],1
s6,1,0.0,62.686222,[120 164] ; [144  37],[161.23870968 122.76129032] ; [102.76129032  78.23870968],1
s8,1,0.0,62.244305,[ 66 217] ; [109  74],[106.27682403 176.72317597] ; [ 68.72317597 114.27682403],1
d4,1,0.000663,11.588971,[209  75] ; [158  24],[223.66523605  60.33476395] ; [143.33476395  38.66523605],1
d1,1,0.00133,10.30107,[145 139] ; [121  62],[161.76445396 122.23554604] ; [104.23554604  78.76445396],0
p10,1,0.001955,9.591641,[200  79] ; [154  29],[213.77922078  65.22077922] ; [140.22077922  42.77922078],0
s4,1,0.002382,9.229313,[ 18 265] ; [ 27 154],[ 27.44612069 255.55387931] ; [ 17.55387931 163.44612069],0
d2,1,0.003126,8.732228,[122 161] ; [104  78],[137.54408602 145.45591398] ; [88.45591398 93.54408602],0
u1,1,0.003966,8.299538,[ 35 249] ; [ 41 142],[ 46.21841542 237.78158458] ; [ 29.78158458 153.21841542],0
r1,1,0.004011,8.278815,[205  77] ; [154  29],[217.71612903  64.28387097] ; [141.28387097  41.71612903],0
s1,1,0.006866,7.307797,[  5 276] ; [ 12 169],[ 10.33982684 270.66017316] ; [  6.66017316 174.33982684],0
p4,1,0.010013,6.632585,[144 137] ; [116  67],[157.45689655 123.54310345] ; [102.54310345  80.45689655],0
u4,1,0.010033,6.629023,[  3 281] ; [  9 174],[  7.29764454 276.70235546] ; [  4.70235546 178.29764454],0
r3,1,0.01122,6.430162,[254  29] ; [176   7],[261.13733906  21.86266094] ; [168.86266094  14.13733906],0
r4,1,0.012271,6.271241,[232  52] ; [165  18],[241.43040685  42.56959315] ; [155.56959315  27.43040685],0
a6,1,0.014203,6.012748,[207  77] ; [113  69],[195.02145923  88.97854077] ; [124.97854077  57.02145923],0
p12,1,0.01721,5.674836,[ 11 269] ; [ 17 165],[ 16.96969697 263.03030303] ; [ 11.03030303 170.96969697],0
v4,1,0.024105,5.087068,[252  31] ; [173   9],[258.65591398  24.34408602] ; [166.34408602  15.65591398],0
b1,1,0.03806,4.302323,[103 181] ; [84 99],[113.72162741 170.27837259] ; [ 73.27837259 109.72162741],0
n6,1,0.038597,4.278525,[230  53] ; [161  21],[237.96344086  45.03655914] ; [153.03655914  28.96344086],0
a3,1,0.039197,4.252327,[185  96] ; [137  46],[195.00431034  85.99568966] ; [126.99568966  56.00431034],0
n5,1,0.0598,3.542913,[226  56] ; [159  24],[233.48387097  48.51612903] ; [151.51612903  31.48387097],0
p9,1,0.059873,3.540901,[213  66] ; [153  30],[221.02597403  57.97402597] ; [144.97402597  38.02597403],0
a8,1,0.070487,3.271651,[ 31 222] ; [ 32 140],[ 37.50352941 215.49647059] ; [ 25.49647059 146.50352941],0
u3,1,0.076078,3.146767,[42 56] ; [27 19],[46.95833333 51.04166667] ; [22.04166667 23.95833333],0
v3,1,0.114624,2.489282,[101 176] ; [76 97],[108.95333333 168.04666667] ; [ 68.04666667 104.95333333],0
p3,1,0.114674,2.488597,[123 159] ; [93 89],[131.27586207 150.72413793] ; [84.72413793 97.27586207],0
p11,1,0.115071,2.483159,[217  67] ; [151  32],[223.79443255  60.20556745] ; [144.20556745  38.79443255],0
u2,1,0.118879,2.432025,[46 52] ; [28 18],[50.36111111 47.63888889] ; [23.63888889 22.36111111],0
v2,1,0.168154,1.899321,[138 134] ; [101  75],[145.10714286 126.89285714] ; [93.89285714 82.10714286],0
a2,1,0.17092,1.874853,[ 59 225] ; [ 48 135],[ 65.07066381 218.92933619] ; [ 41.92933619 141.07066381],0
p7,1,0.17141,1.870565,[156 122] ; [112  67],[163.02844639 114.97155361] ; [104.97155361  74.02844639],0
d5,1,0.176481,1.827012,[221  63] ; [151  31],[226.71244635  57.28755365] ; [145.28755365  36.71244635],0
p2,1,0.208041,1.585007,[218  63] ; [150  32],[223.34341253  57.65658747] ; [144.65658747  37.34341253],0
p6,1,0.231695,1.430423,[ 82 196] ; [ 63 118],[ 87.82135076 190.17864924] ; [ 57.17864924 123.82135076],0
a4,1,0.237114,1.397669,[119 161] ; [88 95],[125.18358531 154.81641469] ; [ 81.81641469 101.18358531],0
d3,1,0.240376,1.378388,[180 104] ; [125  57],[185.87982833  98.12017167] ; [119.12017167  62.87982833],0
a1,1,0.245098,1.35103,[ 13 271] ; [ 13 170],[ 15.81156317 268.18843683] ; [ 10.18843683 172.81156317],0
a5,1,0.272974,1.201742,[201  83] ; [138  45],[206.15845824  77.84154176] ; [132.84154176  50.15845824],0
r2,1,0.37434,0.789207,[254  23] ; [170  11],[256.43668122  20.56331878] ; [167.56331878  13.43668122],0
b5,1,0.384538,0.756145,[179 105] ; [108  75],[174.53533191 109.46466809] ; [112.46466809  70.53533191],0
b2,1,0.489399,0.477848,[ 64 117] ; [46 71],[ 66.81208054 114.18791946] ; [43.18791946 73.81208054],0
b3,1,0.489399,0.477848,[ 64 117] ; [46 71],[ 66.81208054 114.18791946] ; [43.18791946 73.81208054],0
v1,1,0.603233,0.270147,[136 142] ; [90 85],[138.69315673 139.30684327] ; [87.30684327 87.69315673],0
a7,1,0.658543,0.195298,[199  85] ; [131  51],[201.11587983  82.88412017] ; [128.88412017  53.11587983],0
n3,1,0.682249,0.167605,[46 20] ; [23 12],[45.08910891 20.91089109] ; [23.91089109 11.08910891],0
n1,1,0.689059,0.160106,[30 38] ; [14 21],[29.04854369 38.95145631] ; [14.95145631 20.04854369],0
n2,1,0.699593,0.148895,[46 23] ; [22 13],[45.11538462 23.88461538] ; [22.88461538 12.11538462],0
b4,1,0.904332,0.014446,[163 121] ; [104  79],[162.37259101 121.62740899] ; [104.62740899  78.37259101],0
p8,1,0.943424,0.005036,[131 145] ; [87 95],[131.37117904 144.62882096] ; [86.62882096 95.37117904],0
p5,1,0.963482,0.002096,[ 17 266] ; [ 11 169],[ 17.11447084 265.88552916] ; [ 10.88552916 169.11447084],0
p1,1,0.974383,0.001031,[ 22 261] ; [ 14 168],[ 21.90967742 261.09032258] ; [ 14.09032258 167.90967742],0
