Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,235.182383,[  9 156] ; [491 201],[96.26604434 68.73395566] ; [403.73395566 288.26604434],1
p6,1,0.183843,1.766277,[ 51 110] ; [252 424],[ 58.28315412 102.71684588] ; [244.71684588 431.28315412],0
n2,1,0.213412,1.548126,[30  6] ; [116  42],[27.09278351  8.90721649] ; [118.90721649  39.09278351],0
p8,1,0.27175,1.207893,[78 84] ; [359 319],[84.27857143 77.72142857] ; [352.72142857 325.27857143],0
u4,1,0.329242,0.951878,[  2 163] ; [ 17 675],[  3.65810968 161.34189032] ; [ 15.34189032 676.65810968],0
n6,1,0.331124,0.944499,[135  30] ; [584 104],[139.07971864  25.92028136] ; [579.92028136 108.07971864],0
b1,1,0.41151,0.674434,[66 99] ; [253 439],[ 61.41773629 103.58226371] ; [257.58226371 434.41773629],0
a1,1,0.484718,0.488229,[  6 159] ; [ 34 658],[  7.70128355 157.29871645] ; [ 32.29871645 659.70128355],0
u2,1,0.504234,0.446014,[43 37] ; [99 71],[45.44 34.56] ; [96.56 73.44],0
p5,1,0.536394,0.382263,[ 20 142] ; [ 73 612],[ 17.78748524 144.21251476] ; [ 75.21251476 609.78748524],0
n1,1,0.568283,0.325563,[11 24] ; [57 99],[12.46073298 22.53926702] ; [ 55.53926702 100.46073298],0
b5,1,0.580414,0.305566,[97 68] ; [423 269],[100.11668611  64.88331389] ; [419.88331389 272.11668611],0
p12,1,0.595401,0.281989,[ 14 147] ; [ 51 633],[ 12.38461538 148.61538462] ; [ 52.61538462 631.38461538],0
s1,1,0.662336,0.190698,[  6 154] ; [ 21 662],[  5.12455516 154.87544484] ; [ 21.87544484 661.12455516],0
b4,1,0.845575,0.037934,[94 71] ; [400 292],[95.11085181 69.88914819] ; [398.88914819 293.11085181],0
p11,1,0.849359,0.036076,[132  33] ; [549 143],[131.11435239  33.88564761] ; [549.88564761 142.11435239],0
b2,1,0.870677,0.026503,[35 61] ; [155 260],[35.69471624 60.30528376] ; [154.30528376 260.69471624],0
b3,1,0.870677,0.026503,[35 61] ; [155 260],[35.69471624 60.30528376] ; [154.30528376 260.69471624],0
n3,1,0.91608,0.011103,[26  9] ; [116  42],[25.75129534  9.24870466] ; [116.24870466  41.75129534],0
s4,1,0.927225,0.008343,[ 27 136] ; [115 567],[ 27.39171598 135.60828402] ; [114.60828402 567.39171598],0
s3,1,0.956022,0.003041,[90 71] ; [384 300],[90.31242604 70.68757396] ; [383.68757396 300.31242604],0
a8,1,0.984964,0.000355,[ 21 133] ; [ 85 541],[ 20.92820513 133.07179487] ; [ 85.07179487 540.92820513],0
