Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1e-06,24.27611,[44 35] ; [21 82],[28.21428571 50.78571429] ; [36.78571429 66.21428571],1
s8,1,1.3e-05,19.017332,[43 36] ; [24 80],[28.92349727 50.07650273] ; [38.07650273 65.92349727],1
p8,1,2e-05,18.180021,[44 34] ; [26 77],[30.16574586 47.83425414] ; [39.83425414 63.16574586],1
p7,1,0.000139,14.521737,[52 25] ; [40 63],[39.35555556 37.64444444] ; [52.64444444 50.35555556],1
p10,1,0.000294,13.109615,[61 17] ; [53 49],[49.4 28.6] ; [64.6 37.4],1
p6,1,0.001212,10.471891,[27 49] ; [15 87],[17.93258427 58.06741573] ; [24.06741573 77.93258427],0
s6,1,0.001391,10.217293,[48 31] ; [38 65],[37.32967033 41.67032967] ; [48.67032967 54.32967033],0
p5,1,0.001818,9.724609,[11 67] ; [  2 100],[ 5.63333333 72.36666667] ; [ 7.36666667 94.63333333],0
p9,1,0.00248,9.154987,[64 15] ; [60 40],[54.72625698 24.27374302] ; [69.27374302 30.72625698],0
s7,1,0.00475,7.972169,[40 35] ; [31 66],[30.95930233 44.04069767] ; [40.04069767 56.95930233],0
s2,1,0.006103,7.519774,[37 42] ; [28 75],[28.21428571 50.78571429] ; [36.78571429 66.21428571],0
s3,1,0.013148,6.14915,[44 34] ; [39 64],[35.7679558 42.2320442] ; [47.2320442 55.7679558],0
p2,1,0.023608,5.123226,[60 17] ; [64 39],[53.04444444 23.95555556] ; [70.95555556 32.04444444],0
r3,1,0.029361,4.746315,[70  9] ; [79 25],[64.32240437 14.67759563] ; [84.67759563 19.32240437],0
a1,1,0.029405,4.743752,[ 1 78] ; [ 9 95],[ 4.31693989 74.68306011] ; [ 5.68306011 98.31693989],0
d5,1,0.04167,4.148542,[55 24] ; [57 47],[48.34972678 30.65027322] ; [63.65027322 40.34972678],0
n1,1,0.044802,4.02606,[11  8] ; [14 31],[ 7.421875 11.578125] ; [17.578125 27.421875],0
p11,1,0.061562,3.494809,[61 18] ; [67 37],[55.2568306 23.7431694] ; [72.7431694 31.2568306],0
a3,1,0.066492,3.367568,[56 23] ; [60 44],[50.07650273 28.92349727] ; [65.92349727 38.07650273],0
d2,1,0.098035,2.737218,[38 41] ; [37 66],[32.55494505 46.44505495] ; [42.44505495 60.55494505],0
v2,1,0.113298,2.50761,[35 39] ; [35 64],[29.94219653 44.05780347] ; [40.05780347 58.94219653],0
p12,1,0.122591,2.383902,[ 5 73] ; [  2 101],[ 3.01657459 74.98342541] ; [ 3.98342541 99.01657459],0
d3,1,0.142022,2.155908,[35 44] ; [35 69],[30.21857923 48.78142077] ; [39.78142077 64.21857923],0
