Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,54.580452,[ 24 154] ; [60 51],[ 51.73702422 126.26297578] ; [32.26297578 78.73702422],1
r1,1,7.4e-05,15.702761,[116  64] ; [96 16],[130.68493151  49.31506849] ; [81.31506849 30.68493151],1
a7,1,0.000148,14.398536,[105  75] ; [88 22],[119.79310345  60.20689655] ; [73.20689655 36.79310345],1
p10,1,0.001238,10.432857,[119  60] ; [93 18],[130.85517241  48.14482759] ; [81.14482759 29.85517241],0
n2,1,0.007489,7.151782,[40 23] ; [23  2],[45.10227273 17.89772727] ; [17.89772727  7.10227273],0
a5,1,0.009168,6.789742,[115  65] ; [87 24],[124.94845361  55.05154639] ; [77.05154639 33.94845361],0
d5,1,0.011721,6.352522,[127  52] ; [94 18],[135.94158076  43.05841924] ; [85.05841924 26.94158076],0
p11,1,0.01528,5.883908,[123  57] ; [91 21],[131.91780822  48.08219178] ; [82.08219178 29.91780822],0
r4,1,0.016963,5.700243,[137  43] ; [98 14],[144.8630137  35.1369863] ; [90.1369863 21.8630137],0
n3,1,0.01866,5.533137,[35 26] ; [21  4],[39.72093023 21.27906977] ; [16.27906977  8.72093023],0
r3,1,0.02049,5.369682,[149  30] ; [102   8],[155.46366782  23.53633218] ; [95.53633218 14.46366782],0
p7,1,0.021225,5.308197,[89 88] ; [70 39],[98.4020979 78.5979021] ; [60.5979021 48.4020979],0
p9,1,0.025778,4.970841,[127  49] ; [92 18],[134.76923077  41.23076923] ; [84.23076923 25.76923077],0
v4,1,0.044608,4.033416,[155  25] ; [104   7],[160.20618557  19.79381443] ; [98.79381443 12.20618557],0
a2,1,0.054413,3.699982,[ 34 146] ; [32 80],[ 40.68493151 139.31506849] ; [25.31506849 86.68493151],0
a3,1,0.058081,3.591365,[113  66] ; [82 29],[120.36206897  58.63793103] ; [74.63793103 36.36206897],0
d4,1,0.058494,3.579569,[127  52] ; [89 21],[133.78546713  45.21453287] ; [82.21453287 27.78546713],0
s1,1,0.060337,3.528105,[ 12 167] ; [  2 108],[  8.67128028 170.32871972] ; [  5.32871972 104.67128028],0
p8,1,0.076788,3.131599,[ 74 104] ; [57 52],[81.24738676 96.75261324] ; [49.75261324 59.24738676],0
s8,1,0.086901,2.930861,[ 58 121] ; [47 64],[ 64.81034483 114.18965517] ; [40.18965517 70.81034483],0
p3,1,0.090685,2.862168,[ 69 110] ; [54 57],[ 75.92068966 103.07931034] ; [47.07931034 63.92068966],0
p4,1,0.100602,2.695972,[88 91] ; [65 45],[94.76470588 84.23529412] ; [58.23529412 51.76470588],0
s2,1,0.11617,2.46821,[ 75 104] ; [57 54],[81.47586207 97.52413793] ; [50.52413793 60.47586207],0
r2,1,0.126812,2.331102,[155  23] ; [103   8],[158.90657439  19.09342561] ; [99.09342561 11.90657439],0
p12,1,0.128073,2.315707,[  7 172] ; [  9 102],[  9.87586207 169.12413793] ; [  6.12413793 104.87586207],0
n1,1,0.128278,2.313225,[27 34] ; [ 6 17],[23.96428571 37.03571429] ; [ 9.03571429 13.96428571],0
p1,1,0.128373,2.312066,[ 21 158] ; [  7 104],[ 17.28275862 161.71724138] ; [ 10.71724138 100.28275862],0
