Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000241,13.47802,[27 46] ; [14  2],[33.62921348 39.37078652] ; [7.37078652 8.62921348],1
a8,1,0.001968,9.578991,[ 4 64] ; [ 5 10],[ 7.37349398 60.62650602] ; [ 1.62650602 13.37349398],0
p5,1,0.004934,7.903417,[ 3 70] ; [ 4 12],[ 5.74157303 67.25842697] ; [ 1.25842697 14.74157303],0
r4,1,0.016946,5.702001,[41 33] ; [14  2],[45.22222222 28.77777778] ; [9.77777778 6.22222222],0
d4,1,0.019474,5.45843,[32 41] ; [ 2 14],[27.88764045 45.11235955] ; [6.11235955 9.88764045],0
n6,1,0.038436,4.285601,[44 29] ; [14  2],[47.57303371 25.42696629] ; [10.42696629  5.57303371],0
r2,1,0.058631,3.575701,[52 21] ; [15  1],[54.95505618 18.04494382] ; [12.04494382  3.95505618],0
p4,1,0.061773,3.489137,[23 50] ; [9 7],[26.24719101 46.75280899] ; [ 5.75280899 10.24719101],0
s5,1,0.06777,3.336222,[11 62] ; [5 9],[13.42528736 59.57471264] ; [ 2.57471264 11.42528736],0
p2,1,0.068404,3.320902,[42 32] ; [13  3],[45.22222222 28.77777778] ; [9.77777778 6.22222222],0
p8,1,0.092819,2.824796,[25 49] ; [9 7],[27.95555556 46.04444444] ; [6.04444444 9.95555556],0
n4,1,0.100984,2.689933,[44 30] ; [13  3],[46.86666667 27.13333333] ; [10.13333333  5.86666667],0
a3,1,0.114073,2.496862,[34 39] ; [ 4 12],[31.16853933 41.83146067] ; [6.83146067 9.16853933],0
p1,1,0.130034,2.2921,[ 8 66] ; [ 4 12],[ 9.86666667 64.13333333] ; [ 2.13333333 13.86666667],0
s6,1,0.137325,2.207686,[29 45] ; [9 6],[31.59550562 42.40449438] ; [6.40449438 8.59550562],0
s8,1,0.148071,2.092016,[19 55] ; [7 9],[21.37777778 52.62222222] ; [ 4.62222222 11.37777778],0
p12,1,0.181103,1.788553,[ 3 71] ; [ 2 14],[ 4.11111111 69.88888889] ; [ 0.88888889 15.11111111],0
s3,1,0.190907,1.710605,[32 40] ; [10  6],[34.36363636 37.63636364] ; [7.63636364 8.36363636],0
n5,1,0.226682,1.461559,[48 25] ; [13  3],[50.03370787 22.96629213] ; [10.96629213  5.03370787],0
u1,1,0.228064,1.452895,[ 1 73] ; [ 1 15],[ 1.64444444 72.35555556] ; [ 0.35555556 15.64444444],0
p3,1,0.228466,1.450387,[21 53] ; [7 9],[23.02222222 50.97777778] ; [ 4.97777778 11.02222222],0
a4,1,0.247732,1.336047,[14 60] ; [ 1 14],[12.47191011 61.52808989] ; [ 2.52808989 12.47191011],0
p10,1,0.258418,1.277212,[37 36] ; [10  5],[38.98863636 34.01136364] ; [8.01136364 6.98863636],0
v4,1,0.280492,1.164706,[54 18] ; [14  2],[55.63636364 16.36363636] ; [12.36363636  3.63636364],0
p9,1,0.34374,0.896435,[45 27] ; [12  4],[46.63636364 25.36363636] ; [10.36363636  5.63636364],0
d3,1,0.351952,0.866408,[17 57] ; [ 2 14],[15.62222222 58.37777778] ; [ 3.37777778 12.62222222],0
r1,1,0.364057,0.82385,[37 37] ; [10  6],[38.64444444 35.35555556] ; [8.35555556 7.64444444],0
s7,1,0.364655,0.821798,[20 51] ; [6 9],[21.46511628 49.53488372] ; [ 4.53488372 10.46511628],0
b1,1,0.515951,0.42198,[35 39] ; [9 7],[36.17777778 37.82222222] ; [7.82222222 8.17777778],0
v2,1,0.529372,0.395598,[17 50] ; [ 5 10],[17.97560976 49.02439024] ; [ 4.02439024 10.97560976],0
n2,1,0.545323,0.365764,[19 10] ; [2 2],[18.45454545 10.54545455] ; [2.54545455 1.45454545],0
s2,1,0.565685,0.329956,[22 51] ; [ 6 10],[22.96629213 50.03370787] ; [ 5.03370787 10.96629213],0
p11,1,0.620004,0.245862,[46 28] ; [11  5],[46.86666667 27.13333333] ; [10.13333333  5.86666667],0
a5,1,0.691531,0.157433,[27 47] ; [ 5 11],[26.31111111 47.68888889] ; [ 5.68888889 10.31111111],0
b4,1,0.693823,0.154978,[41 33] ; [8 8],[40.28888889 33.71111111] ; [8.71111111 7.28888889],0
s4,1,0.709967,0.13831,[12 62] ; [ 2 14],[11.51111111 62.48888889] ; [ 2.48888889 13.51111111],0
